	TCGA.3G.AB0O.01A	TCGA.3G.AB0Q.01A	TCGA.3G.AB0T.01A	TCGA.3G.AB14.01A	TCGA.3G.AB19.01A	TCGA.3Q.A9WF.01A	TCGA.3S.A8YW.01A	TCGA.3S.AAYX.01A	TCGA.3T.AA9L.01A	TCGA.4V.A9QI.01A	TCGA.4V.A9QJ.01A	TCGA.4V.A9QL.01A	TCGA.4V.A9QM.01A	TCGA.4V.A9QN.01A	TCGA.4V.A9QR.01A	TCGA.4V.A9QS.01A	TCGA.4V.A9QT.01A	TCGA.4V.A9QU.01A	TCGA.4V.A9QW.01A	TCGA.4V.A9QX.01A	TCGA.4X.A9F9.01A	TCGA.4X.A9FA.01A	TCGA.4X.A9FB.01A	TCGA.4X.A9FC.01A	TCGA.4X.A9FD.01A	TCGA.5G.A9ZZ.01A	TCGA.5K.AAAP.01A	TCGA.5U.AB0D.01A	TCGA.5U.AB0E.01A	TCGA.5U.AB0F.01A	TCGA.5V.A9RR.01A	TCGA.X7.A8D6.01A	TCGA.X7.A8D6.11A	TCGA.X7.A8D7.01A	TCGA.X7.A8D7.11A	TCGA.X7.A8D8.01A	TCGA.X7.A8D9.01A	TCGA.X7.A8DB.01A	TCGA.X7.A8DD.01A	TCGA.X7.A8DE.01A	TCGA.X7.A8DF.01A	TCGA.X7.A8DG.01A	TCGA.X7.A8DJ.01A	TCGA.X7.A8M0.01A	TCGA.X7.A8M1.01A	TCGA.X7.A8M3.01A	TCGA.X7.A8M4.01A	TCGA.X7.A8M5.01A	TCGA.X7.A8M6.01A	TCGA.X7.A8M7.01A	TCGA.X7.A8M8.01A	TCGA.XH.A853.01A	TCGA.XM.A8R8.01A	TCGA.XM.A8R9.01A	TCGA.XM.A8RB.01A	TCGA.XM.A8RC.01A	TCGA.XM.A8RD.01A	TCGA.XM.A8RE.01A	TCGA.XM.A8RF.01A	TCGA.XM.A8RG.01A	TCGA.XM.A8RH.01A	TCGA.XM.A8RI.01A	TCGA.XM.A8RL.01A	TCGA.XM.AAZ1.01A	TCGA.XM.AAZ2.01A	TCGA.XM.AAZ3.01A	TCGA.XU.A92O.01A	TCGA.XU.A92Q.01A	TCGA.XU.A92T.01A	TCGA.XU.A92U.01A	TCGA.XU.A92V.01A	TCGA.XU.A92W.01A	TCGA.XU.A92X.01A	TCGA.XU.A92Y.01A	TCGA.XU.A92Z.01A	TCGA.XU.A930.01A	TCGA.XU.A931.01A	TCGA.XU.A932.01A	TCGA.XU.A933.01A	TCGA.XU.A936.01A	TCGA.XU.AAXV.01A	TCGA.XU.AAXW.01A	TCGA.XU.AAXX.01A	TCGA.XU.AAXY.01A	TCGA.XU.AAXZ.01A	TCGA.XU.AAY0.01A	TCGA.XU.AAY1.01A	TCGA.YT.A95D.01A	TCGA.YT.A95E.01A	TCGA.YT.A95F.01A	TCGA.YT.A95G.01A	TCGA.YT.A95H.01A	TCGA.ZB.A961.01A	TCGA.ZB.A962.01A	TCGA.ZB.A963.01A	TCGA.ZB.A964.01A	TCGA.ZB.A965.01A	TCGA.ZB.A966.01A	TCGA.ZB.A969.01A	TCGA.ZB.A96A.01A	TCGA.ZB.A96B.01A	TCGA.ZB.A96C.01A	TCGA.ZB.A96D.01A	TCGA.ZB.A96E.01A	TCGA.ZB.A96F.01A	TCGA.ZB.A96G.01A	TCGA.ZB.A96H.01A	TCGA.ZB.A96I.01A	TCGA.ZB.A96K.01A	TCGA.ZB.A96L.01A	TCGA.ZB.A96M.01A	TCGA.ZB.A96O.01A	TCGA.ZB.A96P.01A	TCGA.ZB.A96Q.01A	TCGA.ZB.A96R.01A	TCGA.ZB.A96V.01A	TCGA.ZC.AAA7.01A	TCGA.ZC.AAAA.01A	TCGA.ZC.AAAF.01A	TCGA.ZC.AAAH.01A	TCGA.ZL.A9V6.01A	TCGA.ZT.A8OM.01A
hsa-mir-10a	12909.109	43529.594	12267.9	7416.491	13248.661	20428.665	14633.533	2232.929	22522.899	16009.632	54274.76	65454.454	17555.946	14165.717	106786.329	55619.673	1663.53	11409.604	11133.344	9380.586	27756.347	19445.848	11216.251	9814.352	15012.053	16568.644	31902.266	53489.329	33570.619	17398.465	23095.598	21260.091	154501.451	4224.304	34169.21	21825.315	9017.094	4713.54	23572.403	17917.07	19846.831	11550.237	12855.007	41948.464	15898.108	14707.875	13398.156	23310.625	7187.213	2958.23	14464.413	11585.599	89446.442	31859.335	3755.711	34735.534	10233.857	22144.475	6343.589	16581.003	14937.643	74905.849	3683.372	4863.089	16038.752	22028.985	11310.033	22753.687	20052.412	12990.11	15449.141	30287.946	31721.204	8136.706	78073.9	47872.874	45402.387	7890.211	53890.328	20944.608	19777.03	27636.123	3911.228	18945.81	11612.438	17216.438	12188.872	14090.729	7041.266	7655.554	70885.338	18213.083	6032.416	49040.17	51664.901	21994.812	40320.792	119413.641	56027.061	9362.691	10862.345	18086.362	14051.183	25344.696	9730.125	3502.2	33938.965	41990.639	21672.045	23527.541	12664.114	17102.508	1269.473	18092.789	14702.756	119870.518	32631.444	39499.886	13135.314	14484.127	15406.469	73071.456
hsa-mir-10b	67770.065	259963.573	38517.331	37232.891	133619.016	81236.759	158030.063	36047.209	113088.685	95292.872	28969.612	229424.646	119417.039	88248.942	144803.692	78692.21	69231.385	45731.055	185628.755	84404.887	101008.98	179964.684	69427.812	120741.976	125966.131	67377.479	137727.633	328668.751	209595.091	110334.242	148722.684	162473.363	488532.794	60033.651	136460.214	111336.687	71315.393	67106.627	193468.412	194717.503	164210.846	111992.393	92333.176	186015.924	110237.738	168763.273	71693.279	210747.989	84554.732	51253.251	101757.06	96731.757	234012.717	144674.656	55074.508	207932.798	70745.22	132610.27	94588.27	128953.25	116592.658	251482.824	43869.428	78530.665	98306.818	231218.691	294145.606	300763.217	218559.612	68244.534	97595.579	188581.494	184971.104	121613.889	127961.427	108808.745	150985.985	103247.856	76734.403	55906.564	82502.623	73598.725	50011.138	134901.335	40629.321	82642.936	97142.401	56453.802	73880.734	39304.484	173824.06	172460.352	109327.793	153940.125	133998.807	349247.898	470397.18	34250.292	196404.38	180960.643	103233.349	114433.053	105149.861	210909.428	79994.932	49574.901	164950.32	219839.118	93964.371	172722.343	98070.225	130613.025	53098.403	111714.286	78724.093	75898.776	182740.714	157938.724	112340.916	90447.301	165143.926	125710.209
hsa-mir-1180	94.925	168.225	87.044	332.601	810.138	121.876	1293.282	199.326	122.14	74.32	434.874	126.027	191.567	631.051	87.081	128.632	187.243	112.777	122.308	185.468	111.824	207.843	123.776	140.558	182.736	283.194	320.715	320.746	94.56	343.932	185.231	115.662	234.197	113.822	80.972	325.874	173.944	82.566	159.165	158.018	217.033	122.908	218.143	268.124	329.841	354.713	128.422	348.187	120.083	68.201	102.838	163.996	137.968	142.966	167.378	359.95	142.906	123.479	517.352	245.602	93.311	163.505	167.231	192.114	200.255	264.133	354.542	150.399	224.53	143.981	363.492	101.518	130.567	215.841	232.542	156.131	62.419	50.395	197.864	227.689	74.304	65.352	123.605	80.535	83.236	137.957	92.367	177.339	236.14	269.694	110.824	97.879	117.698	541.578	96.932	191.305	173.517	140.96	347.431	189.06	160.915	201.699	119.927	143.567	99.287	277.322	148.72	105.083	167.936	149.225	171.334	106.531	322.433	141.933	95.99	133.143	120.364	204.825	126.372	128.71	102.701	202.943
hsa-mir-1247	25.755	8.011	1.514	7.164	50.13	78.296	7.886	3.559	135.312	51.452	64.993	42.297	5.429	1.197	7.007	26.042	5.095	9.062	46.699	3.946	30.584	16.554	22.241	3.799	40.147	69.305	17.818	22.313	24.705	29.562	10.524	6.871	785.971	2.148	117.778	35.876	11.879	2.428	15.917	33.197	8.647	22.06	9.261	236.987	33.402	15.995	6.799	230.931	35.527	2.325	1.459	42.556	266.814	94.9	1.79	140.416	0	44.902	60.574	10.75	7.318	350.601	0	0	15.854	14.384	80.514	27.538	33.359	10.045	10.691	38.412	122.943	0	487.923	41.821	30.009	0.951	199.696	42.778	15.877	39.89	0.981	9.72	28.422	16.135	7.174	15.517	12.584	9.388	73.121	6.023	0	46.319	64.012	72.067	7.452	7.745	201.208	15.655	6.752	9.791	6.15	16.372	9.632	68.925	37.18	4.619	8.293	66.436	4.867	16.306	1.688	26.728	16.27	55.873	65.969	67.082	4.908	26.464	21.292	67.209
hsa-mir-125a	3580.672	26980.148	3224.411	16571.717	25346.121	6233.413	1903.122	5536.05	5028.106	8411.86	5091.677	19836.253	22787.208	15292.508	9524.86	7997.301	3479.911	11580.783	10875.386	14017.278	3797.251	21660.383	5354.288	12144.951	6873.372	2105.434	18704.83	2822.568	7879.175	13326.806	20482.021	10844.765	22095.458	4818.112	4802.597	26509.376	23666.583	1637.961	9159.503	11726.498	11391.197	4808.397	15561.216	14252.099	28211.809	6823.28	13414.02	21225.083	4985.929	3813.846	7074.668	10865.261	2925.829	8483.087	2549.157	8697.248	9857.205	5329.652	19614.874	38422.181	5338.837	6134.303	1471.633	3944.849	32298.618	35855.451	16687.489	28483.68	42455.327	15738.307	41136.652	21336.553	8237.182	3528.75	12269.705	6400.46	17851.742	8689.882	12280.363	7996.706	7173.865	3493.344	5596.578	3254.022	3185.3	12516.205	10441.967	49796.921	8927.425	31689.897	7876.529	7559.295	15411.752	20340.073	6728.563	21439.242	24651.07	7951.099	14453.139	11436.331	6515.381	29972.916	13367.905	13928.563	4053.725	7624.725	23295.757	8544.09	21945.718	25965.231	22629.718	2780.666	4215.258	13837.56	1995.455	3555.638	3502.137	4391.659	7941.798	3440.296	18404.851	7201.852
hsa-mir-125b-1	5025.156	44690.422	6027.984	29544.179	35999.657	6664.781	24635.436	9202.23	6823.089	8098.574	8003.169	29453.123	37241.624	10050.115	10631.889	11138.929	7008.226	24805.895	20339.785	19993.677	5938.163	40960.313	5762.362	18967.702	10324.593	5717.652	32217.636	7068.97	9761.863	20911.325	53942.117	15387.657	20754.036	11192.15	7271.723	41683.429	29800.446	5289.073	13853.948	21524.917	18024.966	4947.851	21766.975	14483.897	46746.554	17402.563	20138.782	29489.377	10562.325	6465.17	17847.125	23634.123	3831.171	11911.817	6256.534	10109.25	12584.609	10614.402	27435.111	38963	15418.224	7117.776	4015.261	13855.001	47435.389	63382.856	41807.712	33764.594	62289.624	24125.207	68490.526	14901.154	12937.608	9619.149	18885.732	9133.689	17228.756	14433.058	3068.717	17748.685	14910.411	6084.496	12006.891	9652.373	10025.878	30368.377	21010.379	53364.77	26233.009	46662.18	17491.974	21887.322	24079.931	9203.271	8511.751	40694.202	41982.507	5073.027	23993.902	21301.175	23197.684	54755.501	33228.493	38745.586	10203.59	17680.474	44975.796	29933.761	33916.864	26077.661	39098.226	3986.201	5972.6	31363.538	9864.204	5792.919	3131.785	11785.925	37653.911	4593.878	37625.051	16879.877
hsa-mir-125b-2	5231.931	44964.243	6461.69	30039.499	35812.564	6861.26	29561.471	9390.878	7227.828	8007.103	8092.469	30119.511	37524.71	11448.725	10727.979	11452.223	7266.799	25139.191	20832.352	20519.827	6107.333	41326.95	5768.164	19099.712	10604.235	6420.26	32520.534	8912.564	9810.421	21185.317	54546.221	15324.672	21314.393	11331.744	7403.171	42508.577	30424.099	5201.65	14026.221	22176.905	18242.863	4949.426	22348.347	14743.372	47939.617	18013.196	20364.653	30142.787	10733.567	6521.746	18597.624	23911.256	4172.1	12000.555	6385.424	10400.774	12933.566	10668.925	28177.452	38830.69	15502.997	7580.635	4162.767	13998.272	48606.046	63930.736	42186.267	34949.782	62938.835	24546.268	69479.083	14621.294	13509.436	10024.06	19122.427	9485.914	17384.803	14652.706	3033.907	20164.946	15325.753	6445.204	12334.053	9854.404	10555.747	30955.704	21213.945	54035.335	26572.044	47355.191	17718.193	21795.466	24459.547	9054.812	8305.998	40557.93	42623.347	5605.889	24164.295	21532.383	23397.984	54893.557	33773.393	39139.766	10227.301	17681.285	45451.863	30417.606	34770.02	27034.339	39279.295	4084.035	6063.759	31991.177	10418.994	6044.941	3179.237	11692.009	37280.93	4765.892	37847.988	17227.779
hsa-mir-126	12402.105	39862.863	15506.692	15849.205	28292.158	23477.786	19070.645	8731.203	23494.033	22533.769	31534.473	43441.22	17538.883	11527.756	20342.922	22116.869	16948.646	28859.824	35366.965	22321.231	20891.093	41776.969	19997.593	21561.372	12441.287	19988.481	32509.843	28935.501	37054.017	13212.162	34405.193	22186.534	46122.124	7311.46	32836.85	32597.832	23723.433	11893.128	25981.419	20448.007	34019.68	26067.609	22032.451	51032.685	17276.967	14085.011	26198.774	28713.341	13767.616	9665.204	18696.815	20238.989	43269.428	39839.574	11456.887	37547.421	7875.351	33834.91	16390.232	26943.406	24567.554	31510.191	9172.839	13389.368	23871.223	30659.085	30470.842	33433.081	37147.449	22888.811	25686.798	19671.114	19059.027	22658.292	18224.441	40562.577	13117.526	15915.444	19793.68	19067.9	13536.098	22604.892	8966.787	17155.994	13139.108	23869.857	31061.356	16949.219	17733.449	19101.333	31511.831	40031.136	18407.239	45654.117	27200.476	51546.164	56909.195	17039.176	29845.248	22201.92	16888.229	28369.112	19977.44	33180.457	11499.508	8390.198	22953.862	27051.473	15536.159	31814.665	23269.3	17218.822	13702.541	24511.116	17897.275	28695.933	28111.997	26433.136	35039.363	20163.02	25656.575	46989.285
hsa-mir-1266	3.679	56.803	34.061	15.351	85.937	4.432	63.087	13.051	13.172	4.574	26.948	59.561	43.432	7.185	12.011	10.259	15.285	20.139	23.35	15.784	4.779	42.917	4.835	16.145	4.153	11.949	12.472	23.707	19.594	18.747	30.17	18.323	17.166	4.295	13.671	44.845	26.304	4.857	9.363	13.279	19.023	3.151	32.927	43.246	35.489	15.054	15.108	31.328	4.974	11.625	2.188	22.835	10.262	19.72	7.161	27.798	7.755	14.433	71.082	77.732	14.637	23.59	0	9.769	38.382	61.457	39.551	37.07	12.83	10.045	30.647	4.116	35.263	25.098	8.305	10.223	15.605	7.607	16.489	16.559	6.351	5.092	7.848	6.943	13.196	22.59	20.626	39.901	33.311	27.311	30.848	34.634	28.181	39.193	41.15	22.275	58.549	35.627	138.972	14.45	31.508	74.413	28.291	54.153	15.56	17.839	48.496	18.476	41.466	73.591	17.523	10.87	6.753	25.806	8.135	29.719	33.563	14.311	42.942	8.42	45.088	21.085
hsa-mir-127	8828.056	16502.838	21060.097	17928.729	3143.872	6126.31	2215.927	181.529	1094.472	14347.155	634.082	15364.032	12640.343	50280.51	6521.066	46931.861	273.858	10672.526	7628.67	7614.697	2217.373	22401.627	10602.205	8481.902	404.235	345.329	32527.661	4330.075	3869.306	633.786	31522.19	11049.751	12698.145	112.748	4616.466	22555.541	17968.852	66.781	9668.833	13412.905	12229.93	13503.378	9982.104	1352.73	31551.967	722.598	15442.327	3207.974	1021.06	20875.787	16774.256	15583.782	12110.377	435.062	107.408	7725.739	363.358	6129.861	11114.106	1102.313	7710.637	23203.95	100.339	1510.863	20959.183	10118.139	3977.651	48529.124	29720.012	13557.663	23113.129	10858.279	29891.355	416.623	19851.197	103061.621	69623.236	96.037	3508.413	903.855	1922.388	17802.817	8500.814	20898.779	682.129	18015.946	9897.629	14468.684	9413.03	20244.118	28483.011	5776.386	906.769	7513.214	14570.932	33824.263	36266.039	3652.58	10761.909	29692.073	7833.086	13726.327	14030.273	11567.256	12978.439	28407.634	18392.834	781.774	26167.962	3834.89	26198.528	24450.944	4738.578	19476.176	471.816	6890.162	1639.963	304.107	11962.386	12344.166	9191.779	8991.443
hsa-mir-1271	59.604	85.205	49.199	23.538	13.428	72.387	57.83	96.104	62.268	50.309	29.59	56.108	98.498	8.382	25.023	34.723	119.733	89.617	46.699	28.938	69.771	31.881	67.69	83.575	37.378	39.432	55.234	27.891	39.187	27.399	36.485	114.517	61.308	141.741	80.972	54.561	78.911	117.778	73.965	49.132	101.167	71.697	108.043	60.544	75.154	37.635	81.586	56.39	56.844	54.251	50.325	79.922	34.207	64.088	119.939	44.192	42.096	75.37	26.578	6.616	80.503	10.575	58.316	47.214	64.248	37.92	35.313	15.887	15.396	91.244	43.477	104.261	40.981	35.137	21.801	68.772	27.608	77.019	16.489	42.778	25.403	49.226	52.483	45.127	22.332	81.484	68.154	53.202	59.96	98.148	29.706	91.856	46.416	49.882	51.21	22.275	12.774	46.47	27.19	52.985	70.893	61.685	40.591	23.928	20.006	37.301	21.823	19.631	32.136	9.199	52.568	90.225	67.525	71.888	37.42	22.587	6.944	37.566	60.119	70.971	32.564	44.806
hsa-mir-128-1	31487.248	562.936	6535.109	4323.813	1329.342	12617.509	933.16	48647.478	25565.628	14708.464	12473.974	5678.969	3616.512	609.497	3030.819	9941.78	26847.032	20126.658	14277.767	22201.532	22971.792	1315.723	20523.641	20303	5297.964	1398.047	6220.096	1581.419	3071.933	10503.25	5693.738	27834.515	4365.141	34281.934	18024.198	4496.459	7686.633	34457.895	21104.402	21871.493	13917.771	15269.792	11135.587	789.669	7253.362	1046.261	25546.845	1310.4	26492.854	17106.892	34967.821	18980.993	732.027	5591.714	25436.974	3785.534	14855.599	20180.033	1778.9	1519.918	22769.645	2902.426	31595.525	7455	1384.262	715.252	5305.418	878.034	695.4	14054.9	5068.225	28896.879	2793.38	6768.039	1402.519	2162.606	747.824	11190.636	998.478	1495.846	11982.692	10966.352	21084.531	10090.454	10482.661	11982.125	17564.996	885.589	22895.218	7286.005	4746.026	16077.808	1244.942	834.934	5547.086	412.747	542.905	779.155	751.66	13653.272	14114.409	606.077	13826.089	7431.506	5130.322	10771.758	665.2	891.477	5707.753	2232.249	6033.683	17994.973	30045.316	7896.644	28510.69	759.63	534.695	3207.432	11270.408	14306.097	713.9	12135.747
hsa-mir-1287	202.36	189.345	234.64	421.636	237.223	149.206	241.833	237.293	122.14	157.787	415.324	208.894	208.63	99.388	342.318	116.795	197.433	166.145	150.105	176.918	137.63	175.348	274.628	188.044	362.704	184.016	135.413	85.068	388.464	171.605	181.021	130.549	440.193	205.095	210.317	144.251	201.945	142.062	128.269	148.722	143.536	233.211	192.419	205.85	205.628	281.324	134.465	170.066	171.953	236.379	107.943	259.488	277.076	252.656	216.607	292.237	300.214	130.696	229.316	404.374	123.195	158.625	220.402	223.048	249.484	167.372	266.966	192.765	110.34	169.094	188.161	165.995	666.18	242.612	407.987	199.811	284.485	260.535	208.856	176.631	179.093	172.291	307.542	330.47	126.884	156.513	124.651	181.773	137.687	193.736	373.604	168.654	641.535	344.425	241.416	289.578	174.581	83.647	310.573	144.505	211.553	179.18	179.584	232.982	346.764	278.943	189.942	222.869	268.49	232.015	262.842	247.847	96.223	221.195	289.597	105.801	98.375	335.412	138.641	137.131	211.665	168.68
hsa-mir-129-1	7.359	2.913	3.028	5.117	6.266	8.864	2.629	20.17	5.987	8.004	7.926	6.906	0.776	19.159	2.002	3.157	7.643	1.007	4.448	1.973	5.735	1.226	14.505	0.95	1.384	19.119	7.127	2.789	5.963	1.442	4.911	2.29	19.619	5.369	9.464	2.242	0.849	12.142	3.745	2.656	18.158	5.515	1.029	10.379	1.044	2.823	2.266	7.161	4.263	9.3	5.105	3.114	7.982	27.114	17.006	76.267	5.539	4.811	0.618	1.654	5.489	6.508	12.864	1.628	7.51	0	14.125	2.118	25.661	10.045	0.713	4.116	3.812	20.078	1379.68	7.435	2.401	3.803	42.138	24.839	3.81	5.092	6.376	4.166	33.497	1.614	3.587	0	319.788	1.707	1.143	9.035	39.785	2.375	0.914	5.241	1.065	4.647	1.813	1.204	293.699	5.875	4.305	6.297	2.964	6.487	2.425	6.929	8.293	5.11	0.973	7.609	8.441	4.608	1.627	3.566	9.259	5.367	0	14.435	0	3.953
hsa-mir-1296	16.925	76.466	21.193	44.006	33.122	23.637	21.029	23.729	14.369	29.728	12.682	51.792	91.518	3.592	14.013	21.307	19.106	22.153	31.133	30.254	22.938	43.53	15.472	28.491	16.612	11.949	28.508	13.945	10.223	40.378	55.429	21.758	71.117	15.033	18.929	47.835	45.819	18.213	17.789	10.623	21.617	9.454	22.637	31.137	40.708	3.764	25.684	17.902	18.474	13.175	20.422	32.176	12.543	27.114	14.321	32.075	4.431	24.054	45.122	47.963	41.471	23.59	14.579	34.19	30.038	52.304	38.138	20.124	35.925	43.529	34.211	30.181	26.685	15.059	158.834	19.516	14.404	13.312	36.641	8.28	16.512	11.033	14.715	29.853	24.362	35.498	50.219	53.202	51.818	71.691	20.565	24.093	13.262	99.764	49.381	83.86	55.355	54.216	101.51	49.372	30.383	98.891	38.746	41.559	29.638	30.814	74.36	28.869	100.554	40.884	47.701	11.958	10.129	63.593	13.016	47.551	27.776	16.994	31.9	16.841	37.574	50.077
hsa-mir-1301	63.284	47.336	76.447	62.427	88.623	87.16	162.974	94.917	93.401	70.89	95.112	44.886	59.719	131.718	45.042	53.663	112.091	27.187	51.147	66.426	60.213	43.53	68.657	54.134	59.528	95.593	28.508	154.795	54.521	60.567	46.308	50.388	80.927	64.428	68.353	50.077	46.668	76.495	74.901	45.148	36.316	100.848	70.999	67.464	26.095	143.014	33.239	48.334	49.738	110.052	48.866	56.049	151.651	55.461	97.563	138.278	50.959	76.172	55.011	55.405	32.323	34.979	93.478	50.471	39.217	30.075	33.9	65.667	35.925	47.715	54.167	63.106	53.371	90.352	46.716	68.772	52.816	68.462	89.771	275.986	76.21	92.511	93.195	73.592	71.055	62.928	47.529	97.537	68.103	64.863	87.974	55.716	130.959	62.947	64.012	44.55	28.742	218.411	67.674	52.985	79.895	66.58	73.801	45.337	111.883	64.871	36.372	97	81.895	111.408	100.269	108.705	168.813	55.299	82.161	216.358	226.84	74.238	61.346	99.841	61.37	65.891
hsa-mir-1306	100.076	50.977	96.127	96.198	59.977	76.08	102.516	111.528	85.019	81.18	74.505	69.056	82.211	39.516	73.068	75.759	103.175	67.465	93.399	65.769	118.515	47.209	140.215	84.525	117.671	60.94	46.326	68.333	93.708	55.519	69.461	91.614	132.426	128.855	111.468	62.036	78.911	152.99	104.862	65.066	60.527	81.151	98.782	72.653	80.373	218.285	87.629	54.6	97.345	122.452	82.416	105.871	53.591	55.461	108.303	114.044	90.84	113.056	139.691	250.563	78.064	33.352	120.921	113.966	56.739	57.534	67.801	43.425	46.189	96.266	59.869	122.096	80.056	125.489	132.881	78.995	63.619	96.987	95.268	161.452	64.778	67.898	121.153	90.255	58.874	80.677	62.774	121.921	76.246	117.778	67.409	111.432	134.275	103.327	104.248	64.205	45.774	66.608	149.244	92.724	103.526	96.933	76.262	75.562	68.167	102.171	61.428	107.393	109.884	85.856	86.64	101.095	136.738	91.243	119.581	89.158	85.644	106.437	55.211	103.449	67.633	86.976
hsa-mir-1307	10739.808	5590.035	15403.753	17718.934	16288.692	13967.75	56694.097	28736.206	17025.391	10059.473	15154.026	7001.386	5498.836	13219.739	9973.277	15026.308	20597.967	6856.235	11719.31	8524.278	13503.992	5837.985	20054.646	7931.067	15392.753	13317.289	11978.717	19274.065	14800.821	20800.286	9914.05	12040.323	8535.321	20445.03	11384.479	7041.413	6110.954	13255.465	12947.641	8623.245	10393.365	10930.18	11385.628	6625.263	11511.019	21706.16	9700.368	9860.225	15824.658	10724.649	9511.417	11324.035	6741.037	16351.172	20870.331	10320.943	16019.897	9814.994	7360.368	7379.625	7181.266	6325.466	17103.022	14244.113	5471.132	5304.896	8590.935	5958.769	4677.912	6887.654	6678.282	8449.292	10443.485	21592.472	6613.951	7722.93	8325.692	9303.185	33263.056	20440.932	12080.494	6278.854	9896.28	14250.493	13091.4	9376.263	8851.101	5117.352	9266.46	6494.846	8937.93	12871.884	31697.119	7971.655	9186.619	5498.048	5671.758	18817.446	12358.28	10587.367	10286.201	4049.653	5546.795	10967.799	9298.893	9116.748	3547.466	11424.068	5699.46	8969.881	6245.903	13166.311	15242.115	6656.111	12447.802	21642.908	14241.174	14716.977	11269.181	15613.65	8271.224	10786.306
hsa-mir-130a	1292.898	2612.955	654.722	1045.902	1355.302	1444.787	120.917	2464.29	1809.352	1632.749	1212.153	2367.748	2501.234	99.388	722.672	898.059	2557.709	3482.995	2411.687	2401.872	1198.528	2167.326	848.06	2366.689	437.459	264.075	3228.534	319.352	682.368	2090.988	4727.592	2278.889	984.609	1162.918	956.944	2257.946	2993.536	1289.485	2254.532	2684.971	2491.987	655.511	1596.972	1021.467	2605.323	516.544	2725.561	1572.659	1393.388	682.788	2218.674	1972.105	1003.402	1418.572	1223.56	938.008	599.32	1854.594	3015.105	4787.164	3129.263	907.008	1573.687	669.143	3153.181	3300.36	2493.095	2672.232	3503.944	2050.894	4086.795	3653.266	658.555	821.535	3426.88	273.23	717.815	1346.414	470.842	242.868	696.048	939.537	659.229	550.553	657.767	2402.556	2801.503	3776.222	2427.282	2222.415	818.044	1716.653	1561.565	1766.068	2013.631	1707.33	1728.779	350.078	816.917	1986.938	1420.106	2275.482	2327.206	1013.788	360.101	2105.861	3162.733	769.072	2684.904	1555.624	2475.582	854.419	1330.245	1957.571	668.677	468.379	356.463	408.755	2841.527	996.002	2819.28	1717.111
hsa-mir-130b	1181.048	174.78	829.567	541.372	178.141	903.361	762.3	1796.309	1417.785	908.989	929.458	403.113	447.508	67.057	238.222	752.065	2893.982	1156.971	932.875	1057.56	1007.375	137.949	804.545	932.62	754.479	271.245	445.438	870.199	237.679	757.082	554.99	2046.42	194.96	1716.996	725.595	361.75	621.956	1675.602	1278.005	687.841	975.351	670.481	822.152	246.501	593.922	116.669	1177.702	277.475	908.083	912.967	1034.944	883.296	204.101	791.245	1229.825	719.9	806.478	889.211	222.517	254.698	1349.041	261.934	1692.893	1077.792	103.465	236.674	387.03	142.985	129.586	832.914	322.154	1558.434	266.853	736.202	314.555	407.057	94.828	1089.682	599.087	311.865	507.429	504.142	741.632	496.4	626.3	731.739	1046.528	118.596	1000.819	658.019	285.63	947.171	200.583	237.534	508.437	106.135	130.936	512.724	220.543	774.304	829.333	90.079	498.16	436.999	279.337	588.7	126.089	98.155	258.124	263.7	339.748	733.757	1286.354	548.378	744.33	318.593	244.201	410.544	1026.925	737.378	159.062	828.905
