	TCGA.P7.A5NX.01A	TCGA.P7.A5NY.01A	TCGA.P7.A5NY.05A	TCGA.P8.A5KC.01A	TCGA.P8.A5KC.11A	TCGA.P8.A5KD.01A	TCGA.P8.A5KD.11A	TCGA.P8.A6RX.01A	TCGA.P8.A6RY.01A	TCGA.PR.A5PF.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PH.01A	TCGA.QR.A6GO.01A	TCGA.QR.A6GR.01A	TCGA.QR.A6GS.01A	TCGA.QR.A6GT.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6GW.01A	TCGA.QR.A6GX.01A	TCGA.QR.A6GY.01A	TCGA.QR.A6GZ.01A	TCGA.QR.A6GZ.05A	TCGA.QR.A6H0.01A	TCGA.QR.A6H1.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6H3.01A	TCGA.QR.A6H4.01A	TCGA.QR.A6H5.01A	TCGA.QR.A6H6.01A	TCGA.QR.A6ZZ.01A	TCGA.QR.A700.01A	TCGA.QR.A702.01A	TCGA.QR.A703.01A	TCGA.QR.A705.01A	TCGA.QR.A706.01A	TCGA.QR.A707.01A	TCGA.QR.A708.01A	TCGA.QR.A70A.01A	TCGA.QR.A70C.01A	TCGA.QR.A70D.01A	TCGA.QR.A70E.01A	TCGA.QR.A70G.01B	TCGA.QR.A70H.01A	TCGA.QR.A70I.01A	TCGA.QR.A70J.01A	TCGA.QR.A70K.01A	TCGA.QR.A70M.01A	TCGA.QR.A70N.01A	TCGA.QR.A70O.01A	TCGA.QR.A70P.01A	TCGA.QR.A70Q.01A	TCGA.QR.A70R.01A	TCGA.QR.A70T.01A	TCGA.QR.A70U.01A	TCGA.QR.A70V.01A	TCGA.QR.A70W.01A	TCGA.QR.A70X.01A	TCGA.QR.A7IN.01A	TCGA.QR.A7IP.01A	TCGA.QT.A5XJ.01A	TCGA.QT.A5XK.01A	TCGA.QT.A5XL.01A	TCGA.QT.A5XM.01A	TCGA.QT.A5XN.01A	TCGA.QT.A5XO.01A	TCGA.QT.A5XP.01A	TCGA.QT.A69Q.01A	TCGA.QT.A7U0.01A	TCGA.RM.A68T.01A	TCGA.RM.A68W.01A	TCGA.RT.A6Y9.01A	TCGA.RT.A6YA.01A	TCGA.RT.A6YC.01A	TCGA.RW.A67V.01A	TCGA.RW.A67W.01A	TCGA.RW.A67X.01A	TCGA.RW.A67Y.01A	TCGA.RW.A680.01A	TCGA.RW.A681.01A	TCGA.RW.A684.01A	TCGA.RW.A685.01A	TCGA.RW.A686.01A	TCGA.RW.A686.06A	TCGA.RW.A688.01A	TCGA.RW.A689.01A	TCGA.RW.A68A.01A	TCGA.RW.A68B.01A	TCGA.RW.A68C.01A	TCGA.RW.A68D.01A	TCGA.RW.A68F.01A	TCGA.RW.A68G.01A	TCGA.RW.A7CZ.01A	TCGA.RW.A7D0.01A	TCGA.RW.A8AZ.01A	TCGA.RX.A8JQ.01A	TCGA.S7.A7WL.01A	TCGA.S7.A7WM.01A	TCGA.S7.A7WN.01A	TCGA.S7.A7WO.01A	TCGA.S7.A7WP.01A	TCGA.S7.A7WQ.01A	TCGA.S7.A7WR.01A	TCGA.S7.A7WT.01A	TCGA.S7.A7WU.01A	TCGA.S7.A7WV.01A	TCGA.S7.A7WW.01A	TCGA.S7.A7WX.01A	TCGA.S7.A7X0.01A	TCGA.S7.A7X1.01A	TCGA.S7.A7X2.01A	TCGA.SA.A6C2.01A	TCGA.SP.A6QC.01A	TCGA.SP.A6QD.01A	TCGA.SP.A6QF.01A	TCGA.SP.A6QG.01A	TCGA.SP.A6QH.01A	TCGA.SP.A6QI.01A	TCGA.SP.A6QJ.01A	TCGA.SP.A6QK.01A	TCGA.SQ.A6I4.01A	TCGA.SQ.A6I4.11A	TCGA.SQ.A6I6.01A	TCGA.SR.A6MP.01A	TCGA.SR.A6MQ.01A	TCGA.SR.A6MR.01A	TCGA.SR.A6MS.01A	TCGA.SR.A6MT.01A	TCGA.SR.A6MU.01A	TCGA.SR.A6MV.01A	TCGA.SR.A6MX.01A	TCGA.SR.A6MX.05A	TCGA.SR.A6MX.06A	TCGA.SR.A6MY.01A	TCGA.SR.A6MZ.01A	TCGA.SR.A6N0.01A	TCGA.TT.A6YJ.01A	TCGA.TT.A6YK.01A	TCGA.TT.A6YN.01A	TCGA.TT.A6YO.01A	TCGA.TT.A6YP.01A	TCGA.W2.A7H5.01B	TCGA.W2.A7H7.01A	TCGA.W2.A7HA.01B	TCGA.W2.A7HB.01A	TCGA.W2.A7HC.01A	TCGA.W2.A7HD.01A	TCGA.W2.A7HE.01A	TCGA.W2.A7HF.01A	TCGA.W2.A7HH.01A	TCGA.W2.A7UY.01A	TCGA.WB.A80K.01A	TCGA.WB.A80L.01A	TCGA.WB.A80M.01A	TCGA.WB.A80N.01A	TCGA.WB.A80O.01A	TCGA.WB.A80P.01A	TCGA.WB.A80Q.01A	TCGA.WB.A80V.01A	TCGA.WB.A80Y.01A	TCGA.WB.A814.01A	TCGA.WB.A815.01A	TCGA.WB.A816.01A	TCGA.WB.A817.01A	TCGA.WB.A818.01A	TCGA.WB.A819.01A	TCGA.WB.A81A.01A	TCGA.WB.A81D.01A	TCGA.WB.A81E.01A	TCGA.WB.A81F.01A	TCGA.WB.A81G.01A	TCGA.WB.A81H.01A	TCGA.WB.A81I.01A	TCGA.WB.A81J.01A	TCGA.WB.A81K.01A	TCGA.WB.A81M.01A	TCGA.WB.A81N.01A	TCGA.WB.A81P.01A	TCGA.WB.A81Q.01A	TCGA.WB.A81R.01A	TCGA.WB.A81S.01A	TCGA.WB.A81T.01A	TCGA.WB.A81V.01A	TCGA.WB.A81W.01A	TCGA.WB.A820.01A	TCGA.WB.A821.01A	TCGA.WB.A822.01A	TCGA.XG.A823.01A
hsa-mir-17	1157.757	976.558	2013.603	1746.659	2529.085	1554.739	3297.866	4091.342	1829.069	1657.465	1481.469	1685.03	1300.33	1562.672	3183.629	2765.245	1375.305	3108.655	1465.414	1432.782	2781.83	2063.118	2178.642	1207.568	1667.638	1978.561	1926.556	2664.689	2220.016	2737.963	584.221	3119.862	1774.26	1303.993	1593.484	3027.721	1180.701	1059.358	2023.484	2137.682	1334.882	2257.119	3016.724	1778.864	5234.993	1321.349	1541.518	2841.79	1166.301	2129.191	1479.863	1522.204	2878.305	1798.525	3878.469	1899.069	1426.475	1260.154	1836.646	3196.573	1549.037	1713.754	1793.486	1381.569	1062.822	2422.698	2154.777	3200.058	2085.533	1442.757	1525.993	2303.738	1698.412	1459.198	1390.127	2865.218	3235.262	1691.169	1189.871	2281.452	2093.179	1735.791	1782.347	1433.715	999.098	1106.842	2279.59	2043.13	1589.169	3062.527	1294.804	1423.303	1674.59	1410.678	1619.536	2407.461	1322.539	1318.849	1648.661	1304.45	1889.178	2566.162	2942.709	1837.029	3718.836	907.268	1430.525	1467.864	1909.114	1569.542	2267.004	3273.994	1752.317	879.486	1695.38	2605.979	1083.455	916.485	1491.522	3371.147	2681.44	1004.607	1265.105	1739.339	901.849	1428.27	1387.84	1110.772	1588.048	1728.155	2012.89	1244.624	1564.188	1763.036	1861.181	2902.42	1512.581	1292.001	2051.452	1927.861	681.752	1761.192	2543.495	1784.248	1789.793	1332.886	1108.173	1258.784	1557.125	1523.875	1731.172	1325.419	1654.704	1025.65	1630.191	1184.83	1196.617	896.988	803.447	1890.816	1258.676	1524.519	1690.799	754.539	1229.478	1407.86	2146.361	1986.581	955.968	1228.693	1208.299	1141.524	1232.649	1623.396	1895.895	2404.758	1315.269	1359.613	1295.293	1460.766	1074.928	1113.045	1423.745	1719.516	1554.471	1020.886	1605.2
hsa-mir-181a-2	3615.619	11055.4	9937.801	11473.137	7520.236	5962.516	7763.688	4713.784	4691.193	4551.497	4102.32	8958.023	7441.07	9719.551	5057.225	11733.925	7786.41	11359.368	7975.727	4714.281	4831.127	3567.547	8251.873	2999.669	5280.159	7362.41	3938.107	7127.839	13205.267	6182.831	2372.545	3954.559	6026.737	5199.169	5941.384	3040.181	1315.372	5293.347	5483.414	6249.827	4388.794	6046.919	5704.838	5525.335	9845.145	22357.762	7024.358	6745.058	5346.343	15543.908	8657.522	5428.529	2947.107	4708.528	3936.838	2943.156	4016.289	2715.621	7322.718	2969.454	4697.505	7681.131	5607.418	4543.075	5560.419	4730.112	2195.448	3024.411	5755.557	5588.747	2391.812	7921.625	3468.066	1296.278	4906.461	7271.745	2194.571	9701.382	1726.744	5642.455	5363.835	2755.292	3732.157	1880.708	2990.055	7878.654	6363.993	6180.277	3735.302	2901.488	2751.843	5130.964	8707.261	4086.817	3347.041	4272.46	5059.456	6508.423	5667.624	7314.918	5719.764	6453.678	3621.606	2824.485	5689.226	3574.119	5485.371	6239.309	6931.025	4608.419	4405.84	6030.095	10533.613	4252.445	5220.246	5113.014	3838.6	2671.456	4193.182	4785.986	7964.017	3892.29	3174.37	3081.285	3461.264	2852.208	2184.523	9029.644	3651.721	5868.68	7884.025	6010.565	6399.771	4384.806	4088.751	3881.946	5995.824	4211.135	5422.752	5123.636	7673.517	4347.198	5864.006	4588.725	4993.965	5028.83	3646.389	3874.747	2157.915	9139.549	4860.561	3145.277	8883.472	5862.284	5095.999	8655.598	2333.951	4846.576	2339.833	6300.562	5826.277	9985.146	3293.139	4671.243	9148.408	1717.539	3368.496	3679.691	4498.884	7240.107	4519.415	2776.09	3311.834	8246.22	2575.144	2657.557	3014.351	3509.769	3661.608	9662.569	3940.968	6420.986	3059.766	7110.452	4464.518	7289.747	6749.623
hsa-mir-181c	2455.15	1733.503	1726.329	306.549	347.441	1448.943	207.796	4647.567	3324.077	1974.773	1008.544	222.576	2227.515	1232.201	1214.868	286.464	2327.104	3402.984	2361.274	120.824	1606.952	3561.293	2486.183	1288.073	2608.811	2327.964	2983.014	652.944	3720.811	1355.296	4597.896	841.935	2661.064	1408.178	1601.208	961.063	3679.523	3391.599	226.46	398.057	3365.535	335.23	1219.947	521.132	1259.933	2053.484	2718.558	1908.422	2050.753	948.384	1092.229	267.809	2575.679	3495.333	4858.541	2591.306	1645.755	1112.29	1570.465	4276.197	2032.153	2166.803	1214.982	2887.452	1342.383	168.159	3517.662	580.914	1963.199	1763.78	520.837	436.673	2702.926	2613.807	503.115	613.151	6163.372	393.783	5031.288	1636.92	2160.405	446.837	298.69	2719.051	928.51	2950.891	2784.143	1059.01	2051.085	1676.477	621.26	762.384	605.616	622.358	1039.996	575.617	2541.149	725.682	257.427	588.388	1935.038	1101.736	1140.547	4091.921	748.003	1530.072	687.644	717.05	1380.545	1195.735	6214.998	3640.766	512.461	1482.185	1442.55	1326.251	2966.072	1210.373	2048.585	2928.947	226.945	424.593	482.313	2016.914	2296.375	246.951	3964.627	1073.819	1483.813	248.469	493.525	324.736	2920.62	1230.269	1378.833	3093.066	1297.94	1710.537	126.713	1085.976	598.859	533.984	1091.756	2442.282	1003.097	2178.847	1286.371	2181.666	2516.054	743.444	164.553	2110.298	2444.7	1572.542	508.426	1398.671	88.923	582.726	122.977	1002.762	252.606	741.845	641.608	2329.621	1558.431	2105.479	1729.031	2477.583	1342.843	1231.108	690.808	422.607	2925.723	386.88	2115.037	1986.478	1936.24	1101.225	131.56	1221.891	967.566	799.449	1485.941	1195.135	453.79	382.456	451.78
hsa-mir-181d	486.692	472.672	459.101	99.318	107.583	190.893	51.949	1526.528	368.239	239.847	166.273	99.504	436.939	222.851	201.803	74.086	208.697	1021.449	259.068	29.939	285.695	428.745	558.745	304.517	608.688	426.354	569.782	123.825	642.669	272.758	889.23	299.14	642.573	155.717	268.799	171.945	458.429	424.983	68.158	100.763	386.413	55.398	287.71	93.537	383.203	490.787	589.173	326.374	450.666	156.845	153.126	80.035	471.785	825.749	1415.659	756.419	324.689	197.52	390.092	1772.692	352.751	526.319	219.56	918.221	273.403	49.407	361.256	93.312	231.791	252.39	135.494	132.671	739.493	204.409	115.935	114.467	1873.683	87.645	1064.489	426.223	639.667	112.323	68.552	541.585	208.145	561.143	355.669	262.112	403.288	184.31	113.795	144.285	118.888	133.014	266.747	164.857	388.31	126.206	68.929	94.533	178.345	263.36	204.903	569.593	115.208	206.883	118.365	148.386	276.918	320.889	1156.468	1037.418	117.322	373.841	236.221	305.352	411.372	256.281	334.618	924.508	66.338	111.498	98.01	272.583	175.36	38.992	607.733	256.499	388.91	46.356	111.415	66.128	537.454	262.878	206.581	734.096	329.027	318.451	30.522	98.314	137.027	99.168	201.631	548.361	222.379	434.127	259.502	430.904	206.319	176.306	48.115	325.016	504.617	327.045	101.979	176.543	25.25	129.495	26.235	296.943	75.129	136.328	82.86	430.522	383.597	350.072	373.845	249.935	213.634	217.396	91.998	60.719	760.914	63.368	426.463	552.073	431.377	236.856	29.137	148.828	180.682	156.798	286.642	430.822	83.999	73.279	104.908
hsa-mir-182	429.753	536.215	11366.117	47411.921	7968.205	6030.363	9884.641	5663.781	2486.167	34887.035	5119.042	1213.693	1497.827	1025.113	15314.084	114816.021	4249.911	578.373	443.975	3696.364	1402.15	365.51	1235.703	2847.41	38857.006	4549.858	5706.635	9481.057	47164.224	587.515	239144.454	430.617	331.735	1156.118	611.749	423.632	200968.244	378.145	10077.843	230972.97	764.894	7954.603	3393.285	9788.762	45644.12	2979.777	2896.225	848.979	2590.231	247535.543	893.058	2374.885	16157.616	604.748	1476.641	1879.585	3570.035	662.077	1103.272	531108.049	1321.173	2694.241	2993.666	817.923	486.46	8461.674	2859.745	24880.495	8139.024	2750.464	1339.569	813.601	3864.172	2966.969	4133.196	5792.55	382.429	194229.476	1104.881	5764.004	1538.054	2703.734	2931.08	1071.113	7335.771	3096.068	13892.594	814.18	1159.232	2517.043	1917.601	111938.235	11616.455	163767.98	2888.172	1868.683	3250.386	4735.235	13917.962	3982.349	686.627	2802.183	10422.095	553.337	6651.549	2740.122	7105.28	716.161	710.486	4013.93	728.997	4380.029	1408.799	1811.692	904.9	350.565	1205.294	3926.4	1044.731	608.651	25403.853	663.356	3969.413	5062.254	1593.545	4166.389	5644.179	2762.802	1631.844	188511.646	222120.224	118645.484	3298.494	4570.574	6895.138	666.165	3425.512	2095.711	6586.289	1397.869	1952.213	16341.804	22626.881	524.399	7668.493	879.987	3464.849	88.217	2927.394	2124.301	444.581	1333.487	985.964	787.634	23086.064	2032.735	9556.465	3633.748	1234.684	3545.743	1089.909	5346.541	3238.272	3925.704	1888.478	541.938	4456.928	1048.921	1679.452	8368.958	10207.701	14174.33	424.884	1683.43	1665.842	1678.049	1744.664	4935.004	995.972	1276.92	10291.032	1387.993	1580.586	2251.442	3290.458	7213.457	5610.867
hsa-mir-183	194.541	190.63	2290.138	35014.363	1580.237	1161.454	2273.217	1211.334	708.916	34859.038	1253.865	421.585	347.803	394.609	3080.365	68236.548	3092.908	234.197	244.236	945.209	700.433	104.233	257.669	598.534	24147.397	2705.79	1065.902	2322.125	32355.064	176.491	141568.91	200.834	209.62	561.255	181.517	266.639	145233.97	135.003	2774.686	116798.907	403.411	1625.012	992.882	4883.106	8142.454	976.18	1478.812	210.465	739.856	227094.495	477.583	557.167	3092.988	231.173	370.249	461.874	1662.682	230.624	858.203	415356.592	304.549	747.25	627.843	200.596	248.772	3701.224	749.626	6241.851	4694.353	1521.722	315.193	221.412	1015.912	1842.719	2094.488	1062.145	158.247	118519.439	282.742	1429.806	575.497	785.648	896.07	676.053	3610.872	933.866	2157.173	173.781	702.645	2178.21	627.411	86881.035	2995.566	89662.243	1165.431	476.15	737.79	1683.583	4034.437	1014.331	282.803	499.381	2489.288	173.407	1475.675	740.253	1345.979	212.36	211.225	901.868	371.166	924.691	1139.429	281.579	655.76	83.874	260.71	2200.678	363.137	243.661	5980.869	227.501	994.288	1174.203	360.461	2475.283	1195.576	1106.425	494.02	147162.948	167214.296	140062.698	781.341	1097.078	1981.037	174.211	876.732	488.291	1517.779	449.759	390.781	13104.529	11616.87	199.069	1755.121	565.538	954.476	37.322	676.052	421.655	148.194	584.337	264.557	382.461	4038.062	1488.186	4673.391	1598.154	373.849	899.155	322.291	1845.615	1011.12	2323.621	450.262	244.04	1650.498	611.938	955.07	5813.342	4190.028	10502.023	187.401	396.052	912.03	376.029	536.413	1770.778	323.161	343.93	4378.271	693.444	539.482	735.642	750.201	4591.477	2035.547
hsa-mir-185	946.948	737.993	1405.495	1700.82	615.516	266.79	551.734	688.659	211.683	936.991	857.262	1610.402	861.644	271.226	1802.054	664.918	379.846	329.142	614.05	1296.989	435.283	344.664	534.732	1184.817	797.339	411.103	1058.976	966.598	287.071	263.792	1934.758	1013.216	396.384	469.393	332.137	556.536	654.113	164.621	1898.894	440.527	143.913	1177.565	1540.095	840.158	1849.626	385.618	317.448	562.258	304.604	247.051	335.164	570.249	1232.746	626.016	211.695	354.141	587.055	544.007	312.992	524.519	478.734	466.472	1187.845	118.662	777.104	591.156	652.334	2014.445	283.3	338.734	924.437	674.779	779.389	302.566	612.487	652.194	958.271	708.563	700.122	846.848	506.234	1303.071	1245.684	650.087	586.427	624.979	856.914	631.757	395.294	448.674	725.828	449.611	497.906	890.826	323.907	939.407	486.53	528.802	371.371	607.947	407.645	440.148	2020.232	676.166	1473.981	301.704	986.375	462.039	517.452	655.29	754.186	1069.276	324.747	611.087	233.761	307.318	567.274	695.024	376.445	818.22	583.074	286.065	373.986	980.5	445.358	446.244	685.08	687.983	547.452	295.752	299.581	453.449	803.923	817.843	412.188	598.234	255.013	759.733	739.929	522.082	358.639	320.39	1155.687	568.637	554.752	307.409	309.62	485.192	416.531	498.095	982.505	625.828	387.037	617.752	721.921	345.627	1296.518	288.994	300.063	560.584	394.153	461.577	367.273	649.534	560.642	641.237	896.967	431.34	764.774	276.174	278.459	340.028	466.08	663.7	1273.933	660.516	729.971	292.224	398.212	722.879	426.829	469.29	653.057	1122.703	532.962	252.963	426.963
hsa-mir-186	1575.987	480.476	796.044	1260.574	1589.055	451.932	1569.218	653.343	1198.432	817.534	566.965	1266.064	651.039	508.752	1195.295	921.131	1323.786	435.164	818.733	2179.112	904.592	1295.963	950.328	542.531	712.915	791.702	969.574	1152.062	788.365	870.655	928.684	533.748	665.429	770.745	1012.631	592.254	400.713	497.306	1262.021	821.929	632.313	1218.759	909.671	1140.811	1004.138	426.068	394.524	1296.344	1096.573	687.517	1234.647	778.802	1455.189	497.484	439.943	472.189	632.45	1029.53	1009.65	834.285	563.087	593.997	733.923	463.348	1315.289	697.772	1323.011	1547.884	809.512	1177.821	631.346	1187.892	639.754	671.919	644.205	1021.327	736.286	847.436	597.46	625.34	773.101	688.056	721.753	607.428	667.876	541.58	712.992	1493.943	1107.71	2105.603	1500.096	1505.219	661.504	899.368	633.524	506.543	650.991	641.125	1983.457	1252.837	1058.602	760.918	942.226	1357.752	1460.427	1698.164	826.3	992.496	950.009	543.823	1344.644	583.241	1502.657	747.683	674.83	1194.544	567.274	621.204	641.668	622.69	1955.217	828.914	1389.553	669.975	694.48	1021.018	649.721	612.99	1120.305	744.479	1096.815	908.079	734.671	1018.799	1153.737	546.737	1006.593	597.475	1200.534	1104.057	651.302	2055.837	743.574	715.174	701.809	543.245	1014.618	644.66	1253.485	867.967	1724.436	1513.283	859.809	834.874	797.488	750.931	2192.333	536.929	1105.149	981.485	1794.376	995.816	1472.451	555.029	680.857	1427.215	630.863	659.506	595.124	893.741	813.199	859.786	1234.264	959.697	1094.8	1157.664	886.535	638.792	481.21	781.66	699.162	925.329	479.99	579.46	963.579	950.618	1832.5
hsa-mir-188	15.59	26.755	22.821	17.19	22.928	28.749	32.244	2.649	63.946	12.132	35.435	35.35	23.595	21.742	37.121	14.817	16.591	41.934	25.709	93.024	8.346	8.339	12.93	42.002	8.338	15.945	20.147	2.182	18.521	11.797	36.419	11.459	22.856	33.608	36.303	37.379	69.809	85.41	27.117	20.819	54.392	5.682	59.234	24.219	11.228	44.494	27.434	8.134	11.01	26.005	40.691	69.261	20.692	20.343	16.552	33.237	12.31	91.587	11.932	9.111	16.433	13.983	48.106	14.126	14.779	35.539	83.735	42.082	9.365	25.829	13.453	17.572	11.399	65.775	22.968	7.099	10.44	51.846	23.562	13.594	32.595	19.027	19.586	23.184	52.489	9.267	19.851	14.402	15.101	21.41	44.595	12.101	59.952	21.966	39.695	14.736	17.131	41.648	18.287	14.669	7.643	28.25	15.635	6.623	16.095	33.403	24.8	27.545	12.128	24.77	128.908	22.055	10.324	23.964	25.837	15.726	26.202	45.964	35.173	104.283	34.915	42.797	12.896	59.908	47.319	122.753	30.939	40.214	17.518	17.615	21.458	38.968	54.197	8.178	23.387	10.957	24.223	15.164	16.648	9.04	50.751	12.396	40.326	17.511	17.934	17.6	37.867	27.144	33.738	9.863	47.153	32.271	28.17	19.078	11.005	23.622	17.565	15.792	95.102	28.677	64.24	40.137	105.255	34.502	27.322	37.868	7.139	17.737	40.393	24.96	32.857	34.003	176.9	80.878	18.186	83.093	21.8	60.496	44.148	63.783	17.021	15.459	27.042	29.426	28	33.126	19.177
hsa-mir-18a	4.067	4.459	29.533	16.235	15.873	29.899	16.122	61.803	8.82	9.333	19.081	9.165	18.351	20.111	91.115	53.095	7.859	29.275	14.832	16.039	77.041	68.794	9.235	15.751	13.55	11.092	22.665	49.639	22.225	66.066	6.829	12.062	37.222	10.082	16.221	18.274	24.186	12.398	37.377	24.983	11.332	19.887	16.924	21.714	157.675	20.225	7.838	65.071	18.35	22.755	12.85	18.47	63.112	8.322	18.295	9.169	16.157	8.828	17.439	24.078	10.955	41.949	20.969	4.238	12.315	18.203	21.532	70.442	22.828	17.712	22.102	28.994	17.098	20.239	14.218	78.086	28.023	25.923	13.464	76.768	11.204	19.027	19.586	10.201	5.43	10.296	24.814	35.524	14.213	14.894	13.84	13.032	29.468	10.983	25.404	26.709	14.847	6.31	18.287	32.598	59.873	15.492	46.906	16.859	85.559	15.085	24.8	15.994	39.415	30.4	20.003	29.407	30.973	13.18	15.994	25.555	10.481	8.357	16.161	75.204	17.457	11.262	29.661	22.965	15.309	30.327	26.519	17.39	28.905	18.542	18.982	20.075	28.604	21.03	17.54	14.244	24.896	10.615	37.921	54.242	13.534	29.56	53.112	9.216	34.672	16.426	7.796	18.661	18.166	25.891	10.585	17.288	17.147	14.535	26.412	9.946	12.076	11.054	14.757	19.426	15.243	15.224	12.317	10.501	17.486	19.355	20.12	14.512	5.386	19.324	28.749	2.429	8.885	24.18	10.002	21.829	7.267	19.482	19.425	7.504	9.165	20.98	10.817	13.581	19.31	18.069	14.665
hsa-mir-190a	37.959	72.462	110.077	57.299	26.455	49.448	16.122	32.667	29.768	71.861	46.339	115.216	71.658	19.024	78.966	32.721	20.957	17.407	60.317	107.993	32.101	33.355	14.777	89.255	38.564	19.411	41.553	50.185	36.424	40.111	44.765	37.393	18.285	7.842	33.986	18.274	42.325	33.751	65.959	17.488	44.194	28.409	62.055	32.571	168.902	64.719	40.498	7.117	59.453	34.132	8.567	74.648	94.15	66.578	42.688	51.574	33.084	46.345	56.908	27.332	36.152	22.932	44.405	40.967	18.473	39.873	169.065	148.202	7.024	18.45	43.243	72.925	62.693	140.658	43.749	49.691	50.551	88.262	29.452	59.175	62.133	84.703	62.676	32.458	18.1	89.577	115.799	34.564	23.984	29.787	91.497	25.134	40.645	17.084	42.87	46.049	35.405	78.247	37.981	19.559	26.752	85.66	130.842	67.436	69.463	36.636	85.674	41.761	65.692	42.785	45.192	89.038	30.034	56.316	41.216	17.692	68.125	52.928	26.617	35.095	20.949	63.07	72.218	61.905	75.154	67.875	30.939	53.256	45.548	32.449	23.934	40.149	91.834	64.259	35.08	76.697	45.754	60.657	38.846	18.081	87.968	18.117	87.537	74.651	58.584	22.293	36.753	95.003	129.76	24.658	74.097	155.593	115.131	93.571	104.913	42.271	113.075	30.005	77.065	43.478	50.086	95.499	51.508	69.004	48.086	185.134	62.307	24.994	39.495	34.622	38.606	58.291	25.041	58.366	73.653	37.321	40.958	24.608	53.86	81.293	45.825	34.231	50.027	17.354	54.069	25.096	37.225
hsa-mir-191	1469.565	3034.466	2534.455	1926.196	3190.456	3797.151	3269.204	1016.214	3206.108	2427.403	3788.854	2172.078	2591.048	5264.168	2844.141	2704.125	1623.297	1090.284	3524.112	1416.744	1188.361	1046.499	1563.561	2331.131	4224.335	884.598	2687.105	1529.537	4351.132	989.102	3212.457	2736.89	1281.229	874.93	2349.674	2550.097	1747.416	1555.287	2205.238	2744.761	4538.373	3602.299	2848.893	3077.518	2948.955	3707.867	3733.609	1164.168	4251.972	852.489	1305.321	2164.793	2056.302	2907.229	2454.099	3486.402	2063.542	1302.086	1826.549	2141.027	1262.016	1967.126	3520.363	1156.958	3491.426	3023.388	2232.132	2195.58	1850.816	1710.645	1230.02	1246.76	2390.885	3686.449	3143.372	1050.61	982.447	1164.684	2294.752	3093.914	3429.554	1864.073	2112.375	5204.405	2267.881	1910.975	3344.942	1420.014	2870.098	2543.107	3188.57	1128.216	2670.403	3544.999	3300.995	1323.459	3010.547	2886.322	3912.053	1224.043	1309.559	2591.677	1991.431	3117.711	3861.998	2598.967	3676.078	1322.144	1023.787	3488.122	2515.929	2118.13	1966.312	4718.548	1222.323	2836.632	2812.79	5489.16	2951.673	2364.415	3474.001	2556.568	2761.696	2890.577	1610.246	7656.914	2418.776	1837.883	1853.452	4125.691	4014.226	2803.356	3071.167	4451.402	2669.966	3662.813	1861.121	2884.256	3158.57	2295.127	3014.596	1802.195	2239.574	3619.185	4167.815	3612.638	3185.3	1750.761	2317.521	1622.507	2532.765	3252.463	8637.287	3552.073	3342.553	1603.81	3858.814	2776.24	3197.39	1330.232	1807.442	2521.026	7924.36	3843.2	3800.999	8293.163	1930.881	1043.278	2815.842	3255.311	2508.596	2049.886	2925.723	3774.584	3789.063	1832.263	2610.059	4616.121	2738.922	2536.33	4204.135	7238.102	1554.897	2096.014	2133.777	2866.912	2239.722
hsa-mir-192	2889.648	3008.826	1859.227	2966.17	841.265	3783.351	578.604	1877.921	1993.344	8398.385	2154.74	4482.939	831.058	692.468	3055.393	1488.503	829.549	2917.183	3073.216	1852.994	1144.062	1070.125	1026.058	2014.364	1783.33	2602.494	3554.684	3177.99	2840.46	1319.432	3711.701	2613.857	4639.719	1269.265	1325.457	2065.828	2946.806	2213.08	2325.431	1079.251	2960.991	2129.277	6010.882	1747.128	3401.476	2327.192	1469.668	2328.336	4533.822	1077.598	1370.64	604.88	2750.012	1843.834	3779.155	4419.318	4504.861	1850.506	2101.908	6223.945	959.658	2778.139	1548.022	3299.945	1583.765	2277.076	1588.57	2652.078	952.918	1276.711	1911.336	2121.864	4855.862	2271.776	3292.119	3468.609	2592.386	1934.968	2690.254	1583.342	4300.439	3989.619	4035.743	2700.504	2403.628	5417.861	3323.437	1714.77	3122.375	1244.559	737.362	652.541	2687.677	6118.632	1573.49	1158.602	3851.125	3892.181	1424.995	1249.034	3824.217	4861.673	3498.17	1088.008	1283.38	843.695	6222.616	2140.487	2342.682	2491.677	1071.27	1311.068	1422.878	2096.866	2901.094	1954.648	2725.013	4046.183	1095.114	1736.712	1487.361	4955.462	1861.549	3502.641	2562.198	2304.873	2743.637	2883.443	522.926	1856.098	1001.081	7667.308	5878.877	1965.16	1075.782	7360.686	1789.125	1980.462	849.068	17594.843	4291.824	672.247	1742.875	1769.502	5143.414	4415.186	2044.829	4047.788	4419.639	4706.011	11429.199	942.776	3147.735	4786.669	4784.194	1705.757	2125.367	8601.923	4782.967	1126.719	691.401	1166.745	1339.202	4915.755	4119.024	4869.867	1109.851	3049.209	2178.53	3411.514	3560.826	2938.818	1743.156	2335.456	2174.142	4109.565	3865.874	2445.457	11768.888	2570.098	3285.013	1866.116	2020.014	7914.754	1308.266	1782.786	1512.701
