	TCGA.AF.2687.01A	TCGA.AF.2690.01A	TCGA.AF.2693.01A	TCGA.AF.3911.01A	TCGA.AF.4110.01A	TCGA.AF.6136.01A	TCGA.AF.6655.01A	TCGA.AF.6672.01A	TCGA.AF.A56K.01A	TCGA.AF.A56L.01A	TCGA.AF.A56N.01A	TCGA.AG.3591.01A	TCGA.AG.3592.01A	TCGA.AG.3725.01A	TCGA.AG.3731.01A	TCGA.AG.3732.01A	TCGA.AG.3742.01A	TCGA.AG.4021.01A	TCGA.AG.4022.01A	TCGA.AG.A01W.01A	TCGA.AG.A01Y.01A	TCGA.AG.A020.01A	TCGA.AG.A026.01A	TCGA.AG.A02N.01A	TCGA.AG.A036.01A	TCGA.AH.6544.01A	TCGA.AH.6547.01A	TCGA.AH.6549.01A	TCGA.AH.6643.01A	TCGA.AH.6644.01A	TCGA.AH.6897.01A	TCGA.AH.6903.01A	TCGA.BM.6198.01A	TCGA.CI.6619.01B	TCGA.CI.6620.01A	TCGA.CI.6621.01A	TCGA.CI.6622.01A	TCGA.CI.6623.01B	TCGA.CI.6624.01C	TCGA.CL.4957.01A	TCGA.CL.5917.01A	TCGA.CL.5918.01A	TCGA.DC.4745.01A	TCGA.DC.4749.01A	TCGA.DC.5337.01A	TCGA.DC.5869.01A	TCGA.DC.6154.01A	TCGA.DC.6155.01A	TCGA.DC.6156.01A	TCGA.DC.6157.01A	TCGA.DC.6158.01A	TCGA.DC.6160.01A	TCGA.DC.6681.01A	TCGA.DC.6682.01A	TCGA.DC.6683.01A	TCGA.DT.5265.01A	TCGA.DY.A0XA.01A	TCGA.DY.A1DC.01A	TCGA.DY.A1DD.01A	TCGA.DY.A1DE.01A	TCGA.DY.A1DF.01A	TCGA.DY.A1DG.01A	TCGA.DY.A1H8.01A	TCGA.EF.5830.01A	TCGA.EF.5831.01A	TCGA.EI.6506.01A	TCGA.EI.6507.01A	TCGA.EI.6508.01A	TCGA.EI.6509.01A	TCGA.EI.6510.01A	TCGA.EI.6511.01A	TCGA.EI.6512.01A	TCGA.EI.6513.01A	TCGA.EI.6514.01A	TCGA.EI.6881.01A	TCGA.EI.6882.01A	TCGA.EI.6883.01A	TCGA.EI.6884.01A	TCGA.EI.6885.01A	TCGA.EI.6917.01A	TCGA.EI.7002.01A	TCGA.EI.7004.01A	TCGA.F5.6464.01A	TCGA.F5.6465.01A	TCGA.F5.6571.01A	TCGA.F5.6702.01A	TCGA.F5.6810.01A	TCGA.F5.6811.01A	TCGA.F5.6812.01A	TCGA.F5.6813.01A	TCGA.F5.6814.01A	TCGA.F5.6861.01A	TCGA.F5.6863.01A	TCGA.F5.6864.01A	TCGA.G5.6233.01A	TCGA.G5.6235.01A	TCGA.G5.6572.01A	TCGA.G5.6572.02A	TCGA.G5.6641.01A
hsa-mir-126	5181.464	6972.161	10905.157	8078.362	9734.441	11227.689	6731.352	5729.002	9572.006	6585.503	4986.358	5904.338	8487.117	8741.146	14533.272	2002.858	5405.702	8000.057	5258.105	15376.678	8050.956	12597.602	7096.437	3618.813	9135.68	9882.084	6529.38	7408.657	8330.999	6756.341	2941.386	3361.197	9204.025	11849.035	18091.049	11007.995	7552.455	14432.512	6620.034	6431.682	3356.658	3988.659	15592.81	8554.901	3829.66	3772.948	5128.471	4795.882	3952.684	4782.889	3450.769	3124.447	7977.689	6793.848	7143.27	2185.382	5355.262	9829.413	7020.659	9947.427	6349.296	6523.983	7885.187	2584.771	2859.449	7561.841	2963.097	7055.874	5047.963	6028.553	10172.602	6907.231	6126.893	7355.342	3831.098	3577.016	3976.693	3822.431	3059.865	3114.457	3722.154	8841.011	6950.883	7041.511	6870.408	7358.725	5841.262	4269.615	7359.001	7846.465	5490.081	4422.386	4833.53	4143.398	10694.107	9277.893	7080.017	18468.426	6989.109
hsa-mir-1266	34.945	20.35	24.499	18.992	13.626	20.586	28.293	18.653	26.573	17.541	18.026	13.125	29.033	23.009	63.681	101.114	45.11	27.559	13.442	109.022	61.727	39.685	10.023	158.103	39.684	25.547	46.987	66.787	32.509	9.401	58.374	37.862	41.763	32.914	136.672	43.731	34.802	45.003	40.909	97.787	98.767	47.935	17.063	94.366	49.388	65.95	48.673	137.536	34.189	50.666	99.026	110.946	21.468	60.496	27.63	104.514	57.878	30.952	10.689	49.913	8.997	56.296	89.723	15.515	71.425	126.088	82.308	61.384	36.337	41.938	11.547	78.748	228.406	22.251	12.428	76.783	3.685	25.278	30.168	28.586	9.884	20.69	21.812	31.389	15.715	44.668	48.714	14.57	9.104	8.668	96.76	17.199	19.519	3.406	62.875	58.499	40.429	15.069	39.097
hsa-mir-127	3114.597	3204.447	2200.043	2460.814	2410.718	1502.809	3697.641	1872.631	3717.631	3636.7	3202.297	1179.468	2349.136	1434.937	3540.432	1627.711	2794.517	1817.725	2366.714	964.544	1357.993	1527.884	537.913	554.617	4135.445	1896.608	2720.392	2045.164	1227.384	2977.91	2043.08	1629.012	2133.506	1707.555	3307.181	2260.137	2266.698	2956.624	2645.013	2417.644	2758.413	1986.526	1996.38	2476.084	3974.224	3311.81	1854.853	3789.118	3807.188	4201.354	3354.883	1887.638	2202.053	1889.246	2207.763	5590.438	2104.58	2947.803	1170.276	1591.543	1077.334	851.77	1269.898	1966.505	1751.135	2055.982	1230.825	2256.691	2845.438	1270.714	2312.684	1678.28	1906.246	1293.528	1545.545	1927.511	3539.669	2114.344	1681.613	2696.826	2510.428	5253.294	3669.171	3222.841	2056.16	4564.848	2152.91	4856.212	2317.694	2784.23	1326.033	4576.464	1596.39	4554.289	1735.962	2147.392	5727.116	2864.093	2004.011
hsa-mir-1271	6.354	8.722	5.88	3.618	5.995	2.941	5.659	6.488	8.713	3.319	4.772	3.5	3.416	3.109	2.952	1.832	4.048	4.593	2.941	7.571	30.863	4.961	1.671	12.548	6.614	4.088	6.148	0.526	2.454	3.616	3.243	6.626	4.773	3.405	5.074	10.824	1.832	6.803	3.182	5.565	5.644	4.459	4.977	2.051	4.116	4.601	11.182	5.501	5.318	2.815	2.854	6.25	3.68	7.77	5.326	22.993	1.908	7.339	4.474	5.105	8.547	4.577	9.187	5.43	0	1.978	4.432	1.98	3.957	0	3.208	4.013	3.435	10.295	3.389	0	8.844	4.514	7.821	8.367	4.942	13.449	8.328	5.707	6.892	9.985	1.265	6.335	3.213	0.867	13.462	22.932	17.153	7.238	1.534	1.281	10.003	9.041	5.739
hsa-mir-128-1	282.741	258.74	208.735	218.407	162.422	155.869	118.451	152.471	226.961	233.723	285.768	471.612	147.728	153.288	182.188	238.13	179.862	214.728	147.447	252.871	361.543	205.867	213.829	218.333	175.273	181.895	126.469	191.422	174.201	98.348	542.659	354.956	316.804	151.518	359.947	319.537	155.692	141.813	107.273	256.79	197.533	346.137	147.88	172.731	274.723	274.024	376.233	276.447	184.623	171.702	152.676	277.364	138.625	209.793	111.187	109.739	157.732	109.45	126.523	184.338	124.152	142.801	203.331	285.473	246.292	290.745	256.422	250.817	138.512	159.363	175.777	250.789	230.123	153.762	499.365	751.941	212.984	196.809	324.032	520.122	251.043	326.391	143.959	178.064	119.377	142.413	165.754	160.269	112.993	136.091	456.034	427.118	313.481	356.389	175.59	131.517	157.964	139.136	154.237
hsa-mir-1287	120.085	64.685	32.339	48.384	43.058	22.057	26.784	29.602	58.374	50.253	86.95	58.623	21.348	21.143	56.934	72.904	34.7	33.3	42.428	28.77	83.772	17.362	13.364	50.192	59.527	26.058	33.374	56.795	57.658	34.711	117.828	108.853	47.729	60.153	65.629	27.278	29.765	31.921	36.818	56.446	59.966	29.541	32.704	36.105	61.221	143.147	64.459	49.513	58.502	48.414	33.674	38.284	43.55	29.97	30.959	50.167	43.249	33.824	19.14	35.733	18.443	25.173	18.067	41.114	32.018	44.007	16.462	44.883	32.02	45.083	19.887	24.076	32.629	59.114	33.894	146.946	64.853	70.418	130.73	85.757	46.453	89.486	64.643	123.275	29.5	37.574	59.469	39.275	51.409	32.072	113.588	75.247	72.16	75.791	21.469	25.193	40.845	32.649	60.619
hsa-mir-1296	6.354	7.995	10.78	3.618	7.086	9.558	12.826	6.083	43.998	26.075	34.992	1.75	16.224	17.723	12.23	14.288	16.193	12.057	6.301	25.741	22.045	12.402	23.388	12.548	1.654	9.197	13.174	11.044	3.68	7.231	70.265	19.878	13.722	14.755	16.915	15.587	9.616	15.176	9.091	9.54	10.582	23.41	7.11	4.513	9.26	16.871	25.652	16.504	15.195	10.696	15.41	22.658	22.082	21.645	7.324	71.069	19.081	6.701	36.54	5.105	9.446	25.631	41.952	10.085	4.926	30.162	14.562	19.141	16.909	11.533	14.755	23.574	22.325	6.31	16.947	13.238	17.687	10.834	8.939	25.1	18.779	14.483	9.518	10.273	9.925	15.503	7.592	8.235	11.781	19.07	31.973	23.649	18.336	16.606	4.601	24.766	47.514	13.06	12.196
hsa-mir-1301	36.852	12.356	11.76	8.139	13.081	8.088	9.431	12.165	14.376	25.126	28.63	11.375	18.786	13.059	25.304	5.495	19.663	10.335	7.981	42.398	44.091	17.362	30.07	17.567	16.535	11.241	17.565	51.537	16.561	14.463	28.106	16.091	46.536	31.212	26.049	44.164	13.28	15.699	23.636	31.006	22.575	31.214	17.774	15.591	36.527	19.427	13.813	34.384	23.933	33.777	28.252	33.596	15.335	32.19	22.97	35.535	13.356	19.146	11.931	27.792	13.045	34.785	42.871	17.842	14.778	37.085	30.391	17.821	12.952	10.484	20.529	28.088	33.202	19.594	6.779	19.858	8.107	7.222	25.14	26.494	8.895	15.001	23.398	41.662	14.888	19.707	23.408	29.14	17.136	19.937	32.814	13.616	28.982	17.032	26.837	19.642	30.426	20.092	18.293
hsa-mir-1306	23.509	17.443	11.76	20.801	11.991	11.764	16.221	15.004	11.762	10.904	28.1	8.75	19.64	8.395	12.652	11.723	16.772	7.464	9.242	21.199	41.886	14.882	16.705	27.605	23.149	11.241	13.174	25.768	19.628	9.401	73.508	33.129	27.444	24.969	22.328	29.442	15.569	26.688	10.909	28.621	19.048	18.951	4.977	6.154	18.521	21.472	11.182	19.255	9.877	9.007	16.837	15.626	19.628	15.54	7.324	79.43	12.72	14.997	12.677	16.449	17.993	14.189	18.067	20.169	24.629	22.745	31.657	19.801	16.55	22.017	16.68	19.06	34.347	32.878	19.206	55.601	16.213	22.57	42.459	25.1	10.872	21.208	17.846	13.697	14.612	24.173	19.612	19.638	10.175	17.336	52.166	22.216	15.97	17.032	22.236	15.372	17.922	13.562	7.174
hsa-mir-1307	5289.477	2510.356	3352.493	5951.263	2458.137	2610.8	3402.645	2774.479	2636.407	4734.204	9516.229	4487.752	3255.999	3946.621	3529.467	2397.788	7978.138	2514.73	2481.815	2578.679	5163.017	1902.414	5262.188	5756.975	3520.337	3815.187	1410.476	7189.889	4477.712	3695.993	9736.519	5759.754	8372.936	5354.765	7349.478	5450.308	4744.039	4102.12	2042.738	9948.038	2895.981	3930.133	2789.102	4985.812	4493.317	6463.602	3989.249	6755.771	3155.689	2711.768	4818.006	5290.231	2760.847	5277.568	1760.684	5651.056	1944.304	4056.021	2411.643	2450.273	1331.485	7207.779	6514.849	6340.135	4711.564	11504.699	6500.452	6569.421	3130.018	3880.291	4460.497	5982.321	4447.908	2442.925	7959.329	12375.259	1669.975	5440.239	6098.499	6827.822	2224.792	2714.581	3038.607	5910.349	2261.004	2015.859	5094.102	3346.644	1934.804	1992.822	9432.843	5403.466	4091.821	3298.623	2754.229	2416.403	1713.008	1891.647	2172.596
hsa-mir-130a	94.671	156.261	134.257	100.838	87.752	127.93	165.605	76.235	372.46	210.019	187.684	56.873	117.841	92.035	134.11	59.349	65.93	102.197	131.484	149.906	77.159	190.986	68.492	42.663	122.36	121.604	111.538	118.324	63.792	109.918	64.86	89.922	113.954	110.659	154.94	155.006	112.19	176.874	172.728	76.322	74.781	89.739	118.731	126.369	89.516	120.653	78.272	103.152	105.987	130.606	92.462	42.972	279.704	143.747	196.741	155.725	92.858	259.744	136.714	127.051	138.546	90.624	173.015	51.975	49.258	55.38	39.255	77.225	109.371	59.761	77.624	78.748	49.803	170.699	53.1	35.744	159.186	112.849	55.868	112.252	94.882	203.801	138.01	115.285	119.929	153.449	157.53	152.034	327.198	136.091	68.994	173.427	172.711	157.118	95.846	232.716	215.481	237.084	177.911
hsa-mir-130b	66.714	55.237	155.816	94.508	81.211	86.022	89.404	93.267	94.095	89.602	160.115	104.122	81.976	65.606	100.794	101.114	95.425	80.38	69.313	149.906	196.203	181.064	105.244	273.544	110.786	96.568	68.504	154.084	112.863	67.976	174.04	132.517	90.686	307.576	61.232	224.715	114.022	127.684	108.182	187.624	157.321	100.887	132.95	168.628	180.062	91.001	81.561	149.914	58.122	99.081	59.073	116.415	92.008	128.207	93.211	145.274	234.69	122.852	114.343	187.741	112.007	182.62	300.709	94.64	160.09	109.771	172.214	179.532	70.515	118.474	125.738	157.997	129.373	65.424	159.3	176.071	61.169	107.433	129.613	49.502	55.348	61.037	38.468	94.168	70.579	60.434	87.306	50.678	89.43	65.012	259.149	145.478	79.849	52.798	216.995	129.809	67.52	72.331	117.651
hsa-mir-132	460.01	407.006	251.853	311.106	373.353	263.947	298.392	146.388	284.899	242.731	188.745	206.494	463.679	247.499	437.757	185.009	337.748	210.709	280.191	152.934	200.613	260.435	100.232	148.065	201.729	314.228	240.642	394.939	204.871	332.647	408.616	261.248	165.86	455.688	627.201	431.678	282.994	275.777	302.729	347.422	166.492	214.594	251.68	221.555	226.364	380.362	253.233	301.204	370.766	271.346	303.07	325.024	237.993	275.839	214.385	371.024	146.92	190.181	135.472	364.705	134.948	92.912	109.015	301.763	150.238	468.752	372.287	233.656	171.611	192.914	300.232	213.672	112.772	595.123	296.003	562.632	212.984	323.2	321.797	564.047	223.369	883.48	514.366	254.54	276.526	257.5	353.019	385.786	334.695	487.153	620.106	245.808	151.417	502.862	252.267	266.876	522.655	235.577	229.563
hsa-mir-133a-1	98.483	89.396	29.399	102.647	36.518	39.702	15.844	24.736	20.039	50.253	15.375	7	6.831	34.202	34.16	72.904	24.868	43.635	46.208	13.628	39.682	12.402	6.682	5.019	9.921	27.591	41.278	41.019	12.268	57.128	16.215	78.564	11.336	40.859	67.997	12.989	27.933	16.745	28.182	12.72	21.164	8.361	44.08	8.616	4.116	8.691	9.208	15.129	2.659	11.822	9.703	17.97	309.146	27.195	100.534	344.895	0.636	21.698	202.835	221.772	134.948	14.646	5.206	16.291	51.721	24.723	3.799	42.903	7.915	9.436	3.849	15.549	12.021	230.145	16.947	6.619	83.278	26.181	41.342	6.275	103.778	95.176	228.827	35.384	53.761	65.689	210.673	25.339	166.544	93.617	45.435	103.196	317.03	110.281	11.502	45.262	2.501	13.06	45.195
hsa-mir-134	928.915	975.361	934.896	867.751	807.751	429.374	1178.477	724.235	1001.939	1028.763	896.537	449.738	843.674	431.88	1404.364	467.834	895.842	783.126	759.499	804.039	1247.766	1210.402	392.576	655	2070.203	444.518	710.947	674.184	379.072	1089.056	797.774	491.259	748.159	487.467	961.775	837.81	760.145	1220.85	650.003	1000.925	1144.283	464.86	762.151	981.818	1198.183	1177.385	428.195	1353.355	1290.463	1303.81	1150.922	702.395	548.366	514.492	578.905	1969.038	559.695	1202.032	349.989	573.432	251.003	256.767	460.25	545.346	1125.554	807.955	659.099	858.058	1033.985	356.471	1005.264	738.824	960.565	335.089	569.411	912.126	999.332	717.722	539.122	890.343	726.443	1192.802	1114.394	1007.887	536.785	1645.111	503.59	1417.082	586.385	721.195	497.263	1699.87	558.943	990.396	679.356	683.203	1797.2	1101.033	602.243
hsa-mir-135b	67.985	60.324	368.47	209.364	536.321	458.783	339.887	896.576	115.005	184.893	344.618	655.357	86.246	1231.901	89.407	118.699	460.355	415.103	304.556	531.483	478.384	96.733	853.644	589.751	277.791	1003.996	57.526	612.655	3009.881	903.208	116.747	230.012	825.719	438.096	129.229	314.341	270.172	222.924	278.183	252.02	402.122	332.76	207.601	437.366	91.574	118.608	165.095	236.562	367.727	164.947	191.487	74.224	13.494	217.563	371.511	151.545	446.484	251.447	277.903	201.353	1020.656	425.656	3565.329	269.958	12.315	150.317	99.403	9.241	710.91	393.166	168.72	520.638	321.142	154.758	263.24	45.011	27.268	138.128	159.222	63.447	312.321	13.966	294.263	6.849	463.725	275.63	190.428	82.352	313.81	275.649	140.512	197.076	398.654	12.348	582.743	367.648	271.33	477.684	511.494
hsa-mir-136	127.71	106.112	80.358	125.256	123.724	45.584	122.224	81.101	170.765	161.189	161.705	64.748	109.302	70.581	97.842	24.546	50.894	122.866	100.819	86.309	77.159	106.654	50.116	50.192	198.422	76.13	105.83	77.831	41.097	103.41	84.318	98.441	72.787	61.856	130.244	66.678	77.388	113.032	101.364	91.427	43.034	63.542	116.598	136.626	112.667	135.99	84.192	82.522	77.496	69.244	63.639	17.189	106.729	60.496	61.586	8.361	95.403	112.96	49.466	51.615	37.785	45.312	59.101	44.993	61.573	78.125	37.988	96.366	110.45	45.083	58.378	37.618	32.629	39.188	84.734	67.516	143.709	109.238	93.857	123.407	132.44	139.143	31.727	38.238	58.172	145.041	88.571	138.731	61.584	56.343	48.801	189.193	89.904	195.865	59.041	85.4	88.776	69.819	64.206
hsa-mir-139	214.756	414.274	119.557	241.921	98.107	90.433	67.148	61.232	87.561	100.032	64.152	77.873	68.314	65.606	161.523	227.506	67.087	73.49	89.056	81.767	70.545	62.008	48.446	50.192	109.132	79.707	145.351	109.384	42.324	183.679	29.187	114.532	63.838	153.22	120.095	67.977	52.661	75.355	65	102.557	37.39	64.657	115.887	36.926	51.961	70.551	55.909	64.642	47.865	61.925	35.957	72.662	245.967	44.956	86.553	275.916	31.165	67.329	129.009	228.012	91.765	32.039	31.235	55.078	103.443	101.86	21.527	92.406	59.362	50.325	33.359	53.167	35.492	234.13	49.71	48.982	62.642	78.543	49.163	55.08	84.01	276.217	366.045	120.421	96.219	84.082	330.244	61.447	138.698	133.49	92.553	104.629	97.002	134.125	69.009	78.995	81.691	608.783	88.238
hsa-mir-140	2558.646	4365.141	2598.892	2375.35	2619.469	2061.583	2176.636	1346.283	3086.409	2515.016	1999.315	1694.828	2197.138	2301.496	2955.069	3704.573	2596.726	1501.948	2309.584	1558.109	1144.153	1515.482	713.319	998.813	2095.006	1730.042	3303.114	2239.215	1736.494	2100.735	1461.505	1645.103	3735.425	2210.912	2939.791	2428.132	1925.091	2163.83	2323.648	1896.909	1471.624	1881.18	2704.498	2602.042	2051.163	2193.218	2258.711	2245.964	3055.02	3162.134	2113.496	3472.91	2826.479	1554.576	2179.466	3137.501	2173.906	1652.276	2189.668	2346.477	1952.695	2409.763	1308.788	1816.786	1169.886	3245.169	2689.58	2480.446	2496.099	2517.314	3149.869	3401.2	2853.645	3434.906	2190.651	2672.833	1799.682	1857.951	1697.256	2549.714	2101.248	3645.133	3676.706	3185.745	3038.474	2150.915	2233.889	1820.605	3369.975	3999.513	2522.492	2086.856	2037.038	3027.819	2327.906	1710.569	3957.841	2514.495	2040.239
hsa-mir-141	1553.486	1987.062	4681.338	4846.113	8998.635	4812.812	3942.466	9853.819	5174.363	4639.388	6621.437	8952.754	4048.438	9705.958	6737.996	8909.366	5878.78	2343.062	4259.582	6314.205	7647.526	10023.018	7529.105	10720.922	3708.838	5475.23	4880.019	7612.7	7068.652	3522.438	4458.022	5906.469	5786.598	3762.977	2238.842	4289.931	7080.34	4056.593	4900.025	4717.627	7308.032	4817.492	4799.702	7268.24	3988.629	3005.578	4563.464	2962.526	1489.142	4353.916	2288.432	8667.04	5256.098	4251.358	4478.442	816.252	7720.609	3324.016	5167.06	3980.559	4084.871	6614.606	9358.416	5835.903	3502.271	6468.581	9723.137	6640.706	5181.798	13530.169	5320.136	7273.884	3668.236	2599.012	4732.666	5219.902	3776.237	3935.281	3467.697	3456.79	6930.361	1998.693	1168.329	2784.53	6104.517	2139.616	3546.639	4940.464	3715.915	3510.626	4113.564	3434.856	3429.369	3176.846	6790.493	5668.875	2692.049	2697.33	6504.158
hsa-mir-142	5442.602	7524.527	8977.547	5085.321	9792.76	5037.057	4124.292	6404.172	3285.054	3900.29	3063.919	5626.971	4846.854	6263.042	8189.595	3388.409	7212.422	4288.246	7327.405	14625.636	11104.235	8343.834	3603.346	9501.267	7212.64	5365.889	11768.605	2424.852	12789.696	4466.142	5354.166	5280.8	10731.964	6664.515	8235.813	6639.262	4450.513	8313.608	8060.95	4406.775	1068.797	4776.246	4956.824	5005.506	4330.746	2620.614	1980.483	2105.677	4440.074	2531.621	1923.436	4422.98	3347.857	3903.369	4354.938	458.815	4085.772	5260.606	2180.222	4877.858	4997.569	2099.904	5037.333	15674.632	1918.614	6233.71	10899.512	3782.054	3021.367	10356.529	13365.453	4773.518	2727.707	1628.617	13990.116	6940.894	7220.1	10373.107	3830.278	9485.604	3097.512	2563.024	3658.067	3289.044	7518.023	3494.383	2011.196	3686.819	5787.275	6159.631	6475.351	4343.556	3602.08	4082.084	5664.112	6404.172	1161.595	7595.723	2778.426
hsa-mir-143	1219261.639	819344.123	346746.35	1189042.602	661825.871	279520.999	260254.793	191646.648	276873.307	215486.894	105794.018	245786.003	221098.845	310141.99	533330.74	607412.93	459714.234	1126148.389	569397.269	91412.118	142926.516	98620.449	52314.503	57908.54	158787.208	433138.895	403675.014	354506.976	333676.676	501565.238	356348.803	569865.408	309915.581	382126.265	687241.325	347150.604	301606.843	275562.074	539373.184	280358.51	281231.887	528758.673	657984.31	258448.614	676751.935	867047.006	288161.93	747567.554	412618.759	609669.78	435762.324	206400.249	1546135.083	492999.962	746325.94	273549.989	104232.985	221839.873	734067.752	1323540.986	682433.05	119544.863	143426.806	456343.87	933803.399	284481.578	146382.692	381112.219	180951.36	121707.568	176494.678	84061.464	167328.916	1029823.991	378301.422	240937.603	647001.867	462576.488	489393.961	497575.546	816223.005	1370593.624	1551431.699	273992.864	692800.646	557709.404	1324721.422	466388.958	1636730.352	919685.106	775774.942	855292.77	1663614.287	1537404.569	515561.458	434644.606	117303.133	167343.489	417640.975
hsa-mir-144	684.296	1224.652	372.39	573.828	377.714	286.004	396.095	893.737	394.241	55.942	144.209	586.234	862.46	266.466	610.667	313.233	238.274	157.314	234.403	876.72	193.999	528.311	255.592	419.1	110.786	264.667	247.668	170.386	112.25	302.275	332.946	211.081	488.63	293.388	162.382	313.042	279.33	159.082	1076.369	131.178	968.619	185.052	312.112	226.889	279.353	258.176	99.32	361.72	84.334	336.649	1027.354	740.679	154.573	148.742	53.929	27.174	38.797	200.073	72.583	207.593	173.633	276.905	68.593	54.302	83.739	196.302	347.594	148.51	93.901	175.09	173.852	108.341	142.539	58.782	369.439	668.539	224.039	2246.152	251.404	225.2	206.567	452.085	94.783	41.662	85.191	224.656	325.182	87.419	275.789	106.619	184.265	111.796	45.544	164.356	925.488	318.97	80.441	229.549	237.095
hsa-mir-145	10861.695	13442.832	9396.976	13198.953	8447.598	10688.766	5009.659	5147.911	6405.442	9585.033	4825.182	1333.463	3500.221	5564.695	6753.6	6295.063	4202.185	9972.8	7712.615	6141.586	8595.476	5900.708	3411.234	2248.583	5071.336	10893.745	11450.238	6712.386	5652.345	13065.056	3863.475	11065.164	6729.254	7153.685	10099.824	5857.306	7229.164	7111.073	8601.862	4354.304	4001.463	3172.087	8454.045	3396.769	2973.08	3254.551	3770.877	4355.767	5261.381	3991.934	2695.949	2622.848	46960.162	10916.445	22060.315	123425.459	3054.153	7331.535	29874.092	29456.023	18097.406	3554.001	5412.454	3319.398	10186.633	4005.16	1898.155	5589.255	4286.685	3022.664	3103.038	3807.98	3572.637	26713.097	4172.293	1604.494	12924.251	6912.696	3964.918	5047.833	8932.773	13834.641	33082.03	7497.515	12534.358	17894.424	23240.416	6686.319	41298.66	19639.567	7488.386	15139.022	31353.472	15704.121	4071.536	11680.632	6215.594	8038.748	12749.34
hsa-mir-1468	10.801	15.99	7.84	6.331	10.901	15.44	8.676	7.299	34.414	15.645	7.423	18.374	35.011	10.883	14.339	24.179	15.037	4.593	9.242	3.028	8.818	7.441	23.388	17.567	6.614	6.131	14.491	14.199	14.108	10.124	9.729	32.183	4.773	4.54	4.06	8.66	5.495	6.803	22.273	15.9	10.582	44.591	27.017	7.795	17.492	27.607	34.203	5.501	26.592	16.326	29.394	13.282	15.335	3.33	8.322	10.451	19.717	5.425	36.043	17.583	19.343	19.681	4.287	27.151	12.315	26.701	14.562	7.26	15.47	19.92	4.491	9.53	18.891	25.904	13.557	7.943	26.531	16.25	11.732	20.219	11.86	18.104	15.863	2.283	7.995	5.518	6.959	4.434	10.71	7.801	10.938	10.75	17.744	14.051	7.668	12.81	13.754	27.626	14.348
hsa-mir-146a	293.542	1073.479	1403.324	191.276	553.762	731.553	406.658	2478.864	605.955	384.008	736.422	2219.814	1157.916	553.143	609.823	2368.113	127.234	752.122	400.754	1624.734	562.156	565.516	826.915	672.567	658.1	367.877	860.25	683.124	1592.962	906.1	475.638	1017.541	1600.726	852.926	373.479	851.232	562.782	727.905	829.55	426.129	225.047	430.86	1375.711	1021.615	1514.064	260.221	101.951	1111.291	386.721	663.164	209.466	1013.355	460.039	1100.025	848.883	118.1	1168.363	840.497	193.637	922.823	300.484	109.389	915.6	565.516	401.456	453.424	1641.1	301.64	144.269	3777.544	1457.536	477.001	332.019	250.403	675.611	816.809	1292.646	462.231	325.149	355.579	312.321	223.974	638.1	616.375	663.606	295.6	248.632	1178.262	509.272	761.936	442.572	501.648	497.43	738.326	1584.909	739.14	375.945	360.146	1006.489
