	TCGA.2J.AAB1.01A	TCGA.2J.AAB4.01A	TCGA.2J.AAB6.01A	TCGA.2J.AAB8.01A	TCGA.2J.AAB9.01A	TCGA.2J.AABA.01A	TCGA.2J.AABE.01A	TCGA.2J.AABF.01A	TCGA.2J.AABH.01A	TCGA.2J.AABI.01A	TCGA.2J.AABK.01A	TCGA.2J.AABO.01A	TCGA.2J.AABP.01A	TCGA.2J.AABR.01A	TCGA.2J.AABT.01A	TCGA.2J.AABU.01A	TCGA.2J.AABV.01A	TCGA.2L.AAQA.01A	TCGA.2L.AAQE.01A	TCGA.2L.AAQI.01A	TCGA.2L.AAQJ.01A	TCGA.2L.AAQL.01A	TCGA.2L.AAQM.01A	TCGA.3A.A9I5.01A	TCGA.3A.A9I7.01A	TCGA.3A.A9I9.01A	TCGA.3A.A9IB.01A	TCGA.3A.A9IC.01A	TCGA.3A.A9IH.01A	TCGA.3A.A9IJ.01A	TCGA.3A.A9IL.01A	TCGA.3A.A9IN.01A	TCGA.3A.A9IO.01A	TCGA.3A.A9IR.01A	TCGA.3A.A9IS.01A	TCGA.3A.A9IU.01A	TCGA.3A.A9IV.01A	TCGA.3A.A9IX.01A	TCGA.3A.A9IZ.01A	TCGA.3A.A9J0.01A	TCGA.3E.AAAY.01A	TCGA.3E.AAAZ.01A	TCGA.F2.6879.01A	TCGA.F2.6880.01A	TCGA.F2.7273.01A	TCGA.F2.7276.01A	TCGA.F2.A44G.01A	TCGA.F2.A44H.01A	TCGA.F2.A7TX.01A	TCGA.F2.A8YN.01A	TCGA.FB.A4P5.01A	TCGA.FB.A4P6.01A	TCGA.FB.A545.01A	TCGA.FB.A5VM.01A	TCGA.FB.A78T.01A	TCGA.FB.A7DR.01A	TCGA.FB.AAPP.01A	TCGA.FB.AAPQ.01A	TCGA.FB.AAPS.01A	TCGA.FB.AAPU.01A	TCGA.FB.AAPY.01A	TCGA.FB.AAPZ.01A	TCGA.FB.AAQ0.01A	TCGA.FB.AAQ1.01A	TCGA.FB.AAQ2.01A	TCGA.FB.AAQ3.01A	TCGA.FB.AAQ6.01A	TCGA.H6.8124.01A	TCGA.H6.8124.11A	TCGA.H6.A45N.01A	TCGA.H6.A45N.11A	TCGA.H8.A6C1.01A	TCGA.HV.A5A3.01A	TCGA.HV.A5A3.11A	TCGA.HV.A5A4.01A	TCGA.HV.A5A5.01A	TCGA.HV.A5A6.01A	TCGA.HV.A7OL.01A	TCGA.HV.A7OP.01A	TCGA.HV.AA8V.01A	TCGA.HV.AA8X.01A	TCGA.HZ.7289.01A	TCGA.HZ.7918.01A	TCGA.HZ.7919.01A	TCGA.HZ.7920.01A	TCGA.HZ.7922.01A	TCGA.HZ.7923.01A	TCGA.HZ.7924.01A	TCGA.HZ.7925.01A	TCGA.HZ.7926.01A	TCGA.HZ.8001.01A	TCGA.HZ.8002.01A	TCGA.HZ.8003.01A	TCGA.HZ.8005.01A	TCGA.HZ.8315.01A	TCGA.HZ.8317.01A	TCGA.HZ.8519.01A	TCGA.HZ.8636.01A	TCGA.HZ.8637.01A	TCGA.HZ.8638.01A	TCGA.HZ.A49G.01A	TCGA.HZ.A49H.01A	TCGA.HZ.A49I.01A	TCGA.HZ.A4BH.01A	TCGA.HZ.A4BK.01A	TCGA.HZ.A77O.01A	TCGA.HZ.A77P.01A	TCGA.HZ.A77Q.01A	TCGA.HZ.A8P0.01A	TCGA.HZ.A8P1.01A	TCGA.HZ.A9TJ.01A	TCGA.HZ.A9TJ.06A	TCGA.IB.7644.01A	TCGA.IB.7645.01A	TCGA.IB.7646.01A	TCGA.IB.7647.01A	TCGA.IB.7649.01A	TCGA.IB.7651.01A	TCGA.IB.7652.01A	TCGA.IB.7654.01A	TCGA.IB.7885.01A	TCGA.IB.7886.01A	TCGA.IB.7887.01A	TCGA.IB.7888.01A	TCGA.IB.7889.01A	TCGA.IB.7890.01A	TCGA.IB.7891.01A	TCGA.IB.7893.01A	TCGA.IB.7897.01A	TCGA.IB.8126.01A	TCGA.IB.8127.01A	TCGA.IB.A5SO.01A	TCGA.IB.A5SP.01A	TCGA.IB.A5SQ.01A	TCGA.IB.A5SS.01A	TCGA.IB.A5ST.01A	TCGA.IB.A6UF.01A	TCGA.IB.A6UG.01A	TCGA.IB.A7LX.01A	TCGA.IB.A7M4.01A	TCGA.IB.AAUM.01A	TCGA.IB.AAUN.01A	TCGA.IB.AAUO.01A	TCGA.IB.AAUP.01A	TCGA.IB.AAUQ.01A	TCGA.IB.AAUR.01A	TCGA.IB.AAUS.01A	TCGA.IB.AAUT.01A	TCGA.IB.AAUU.01A	TCGA.IB.AAUV.01A	TCGA.IB.AAUW.01A	TCGA.L1.A7W4.01A	TCGA.LB.A7SX.01A	TCGA.LB.A8F3.01A	TCGA.LB.A9Q5.01A	TCGA.M8.A5N4.01A	TCGA.OE.A75W.01A	TCGA.PZ.A5RE.01A	TCGA.Q3.A5QY.01A	TCGA.Q3.AA2A.01A	TCGA.RB.A7B8.01A	TCGA.RB.AA9M.01A	TCGA.RL.AAAS.01A	TCGA.S4.A8RM.01A	TCGA.S4.A8RO.01A	TCGA.S4.A8RP.01A	TCGA.US.A774.01A	TCGA.US.A776.01A	TCGA.US.A779.01A	TCGA.US.A77E.01A	TCGA.US.A77G.01A	TCGA.US.A77J.01A	TCGA.XD.AAUG.01A	TCGA.XD.AAUH.01A	TCGA.XD.AAUI.01A	TCGA.XD.AAUL.01A	TCGA.XN.A8T3.01A	TCGA.XN.A8T5.01A	TCGA.YB.A89D.01A	TCGA.YB.A89D.11A	TCGA.YH.A8SY.01A	TCGA.YY.A8LH.01A	TCGA.Z5.AAPL.01A
hsa-mir-100	74605.696	35018.464	66215.654	22326.485	39863.503	110185.556	36110.241	20986.701	19152.999	29225.838	30482.116	67938.296	37577.563	36732.956	69665.542	33410.933	21239.706	20106.646	54804.936	25059.998	58735.792	34703.776	4758.058	38744.129	14787.885	17944.995	35611.309	17916.289	49033.761	11479.885	4590.73	20289.58	4732.995	2456.112	2488.042	23928.947	18591.985	39499.284	11726.059	54229.234	46886.699	35232.295	37327.42	14892.026	51076.682	70334.398	15988.335	12871.591	22525.146	19932.092	39175.586	41241.36	14748.538	32346.333	33088.944	29844.706	18945.895	41102.674	36952.531	40079.754	37151.135	16039.777	37034.444	44890.164	27776.706	29922.404	47420.458	152540.473	18762.333	38292.763	4201.112	34201.236	17890.535	7125.974	29968.823	26292.487	25695.369	9418.701	4869.905	48500.943	29229.842	13101.807	48394.572	43845.53	80805.794	50657.387	78278.032	24615.143	64269.669	68719.303	42242.852	59012.301	21285.657	50071.205	30931.792	19515.235	89953.439	56765.115	43897.092	30039.202	28954.828	28901.743	32727.109	33569.019	22078.978	10268.752	36882.623	35681.931	35018.105	33639.485	45622.23	12850.213	41443.496	64137.512	33852.814	38161.579	34813.45	30774.229	51330.421	46437.343	26350.247	35482.815	38058.513	77913.783	67058.085	52401.067	51023.544	55733.48	97114.825	40392.348	31767.281	38408.315	27728.034	21284.855	16876.219	51469.95	61370.835	18543.527	62817.605	17346.925	37754.55	26079.196	18364.501	54509.749	57462.262	57651.869	35912.614	24296.878	37692.428	69975.945	64277.575	29856.021	42426.611	16571.972	16729.414	11271.487	17682.905	22777.304	21205.31	21423.448	19322.02	63592.267	97187.376	54948.368	19655.684	27851.441	26349.383	13117.538	36280.574	21344.952	18862.03	38892.108	81934.77	66881.65	77615.097	29656.572	17674.919	45761.092	49185.136	22136.569	17929.003	30399.987	28210.858
hsa-mir-101-1	29825.552	25822.995	14754.205	25078.161	39211.698	40953.658	31063.386	18186.832	17778.752	16847.783	26657.403	34197.965	21459.516	32489.458	38397.314	20906.864	52414.266	15317.114	25464.151	16116.219	23701.042	28209.859	27718.398	18173.275	21566.235	18519.63	12069.799	16995.928	14366.862	31046.643	29109.701	17167.778	14741.934	13373.198	20161.444	23780.794	18240.926	21533.323	16812.872	28623.565	16607.174	22018.969	16748.152	27660.518	54743.179	56724.987	18899.558	15703.168	16613.766	15957.688	22685.077	27239.765	12043.485	22042.394	29254.508	19734.253	27916.032	29287.962	16012.65	19962.68	37313.044	29969.186	34300.726	27077.185	19823.564	42783.169	37083.253	19914.662	21953.202	24270.477	35198.979	16045.564	19269.295	16441.922	20909.516	17567.138	16403.392	16494.99	18232.646	27963.307	19369.191	11249.743	41913.597	36545.565	53647.762	21006.255	47250.087	30430.28	26272.96	16605.322	28558.264	35101.463	26545.708	16191.92	36718.059	15700.166	71836.394	17360.402	41792.279	25606.322	24981.01	26148.918	24836.579	15876.197	20682.45	14248.707	16709.922	12993.167	23312.279	21712.726	40386.133	36545.658	36425.542	31376.664	21085.578	35487.228	28901.857	37094.563	37424.118	49853.836	29322.556	30614.467	34738.728	43562.691	44984.639	28678.987	25594.714	15602.755	28776.413	30915.636	26666.833	23729.495	18732.892	23189.546	10641.185	24161.278	20386.654	20978.911	22552.859	15440.907	24268.461	14881.833	20282.296	23519.928	29614.631	36833.138	14788.632	15642.311	17034.283	17778.771	22104.606	13022.934	25972.363	15932.621	22403.057	13364.097	22069.108	23371.154	38537.324	17514.398	17263.984	13537.617	27459.688	27846.323	14867.657	20737.022	22305.069	30541.487	27399.88	19446.174	26401.384	34493.158	33919.925	37532.777	30500.256	20383.198	16106.195	18893.702	21584.946	11465.854	9347.543	20162.027	69995.021
hsa-mir-101-2	30134.997	25951.641	14751.969	24999.03	38828.367	40825.623	30783.444	18251.284	17900.394	17015.328	26823.556	34495.051	21532.19	32330.729	38389.884	20962.171	52540.825	15492.847	25671.64	16054.626	24326.475	28474.16	28563.929	18425.942	21309.791	18401.571	12284.959	17181.689	14518.521	31491.363	29397.725	17410.686	14829.774	13698.035	20482.362	24159.033	18375.702	21575.966	17192.165	28519.445	17115.673	22059.083	16752.225	26969.346	55318.171	57098.187	18904.086	15705.647	16794.426	16324.606	22817.001	27647.827	11991.783	22366.159	29513.236	19389.272	27801.104	29118.689	16124.968	19918.881	37728.455	30338.132	34642.792	27125.688	19709.821	42953.212	37105.034	20025.544	22034.38	24922.458	34629.841	16310.957	19508.48	16552.948	21086.602	17865.796	16618.169	16622.885	18200.466	27831.802	19724.411	11130.698	41814.866	36837.876	54368.84	21183.926	47837.475	30398.219	26310.331	16678.41	28548.204	35294.684	26802.631	16347.127	37327.739	15691.106	72208.599	17601.997	42453.68	25632.768	25271.505	26004.895	24873.048	15800.187	21088.964	14494.689	17041.08	13108.306	23505.441	21896.325	40328.646	36656.821	36773.344	31511.072	21726.193	35320.151	29184.624	36996.549	37586.556	50353.188	29157.796	30523.014	35113.953	43334.927	45363.237	29076.524	25793.113	15754.438	28899.755	30714.64	26645.395	23840.297	18714.133	23424.478	10508.037	24156.741	20742.501	21173.741	23190.866	15605.358	24729.913	14955.523	20257.047	23833.306	29853.044	37332.737	14772.313	15834.808	17165.34	18084.284	22620.181	12901.893	25885.553	16119.913	22962.291	13287.917	22443.774	23620.342	39337.674	17790.305	17818.22	13906.238	28117.509	28488.936	15200.667	20684.57	22669.946	30724.242	27617.849	19373.514	26798.617	34921.272	34313.36	38089.905	30610.496	20545.582	16349.28	19064.412	21883.714	11718.732	9234.132	20494.898	70429.635
hsa-mir-103a-1	36303.004	35810.87	32359.555	29137.897	26172.717	24245.944	38464.913	35247.649	44085.475	34923.476	25432.532	29104.731	29278.858	22049.986	32893.541	31241.578	15294.613	52911.881	35432.232	34326.612	36201.523	35904.722	44485.299	27988.675	28805.191	36128.517	30900.543	36236.669	38182.415	61067.911	48873.574	21455.297	72010.965	64062.257	57523.586	42398.121	30621.677	25025.148	39389.942	29765.689	45412.622	34805.627	58460.683	14787.441	30593.513	32743.381	38849.511	27056.737	32367.643	55096.153	31532.784	34303.588	25810.717	25836.888	28651.145	28644.299	45272.089	20800.155	38138.107	28004.254	36238.894	35797.539	31548.745	25797.034	29717.598	30290.148	30468.783	25788.126	21838.785	32707.911	27355.385	34099.734	33781.35	31948.456	37402.259	33655.352	30183.553	25086.751	25247.884	28960.995	46262.512	19042.606	31886.538	41320.722	42609.05	37342.686	32906.033	23538.414	31369.216	35882.644	35936.252	38297.244	20482.771	32029.379	22279.553	17334.908	31226.279	26271.185	20385.258	18167.11	36335.002	19958.28	44499.588	30594.879	32139.515	26368.178	23899.256	31478.909	34897.519	58378.601	27296.689	25713.408	28645.079	41369.46	51460.076	34014.72	43699.617	29513.464	27085.204	25052.953	23572.051	26059.317	46167.184	31042.08	46770.895	32233.621	32253.335	38712.137	41974.025	20067.024	34764.511	26491.008	31095.695	34714.275	28740.23	35291.347	25129.245	19499.735	49304.423	26641.125	26913.684	32248.542	31446.56	36832.709	26086.336	35161.128	41116.271	38957.79	42474.463	38363.929	33665.402	54215.739	15814.333	18593.073	23011.868	30647.561	33710.939	42337.124	24278.257	50932.987	24806.239	40815.855	43393.5	44747.735	45158.529	37464.43	26221.412	55032.614	29563.27	25884.066	22544.275	22969.843	31281.226	33692.265	32438.796	47001.216	25594.358	33954.109	38094.509	39189.768	45033.209	32177.486	29134.411
hsa-mir-106a	9.2	6.843	12.294	13.762	10.05	26.871	7.902	20.852	16.085	11.245	15.251	11.253	11.18	9.99	80.801	26.7	18.984	13.098	16.18	20.177	14.015	13.138	8.08	11.033	12.449	9.637	14.218	13.269	18.495	13.504	9.985	30.516	4.842	7.594	12.391	16.836	19.895	9.747	26.711	17.62	25.711	40.114	20.367	31.83	13.944	14.392	12.074	24.784	53.218	27.6	13.681	23.501	18.613	18.529	11.117	47.584	7.662	5.091	5.673	16.425	9.252	23.613	9.131	19.055	20.974	7.17	6.702	21.198	15.341	14.115	75.301	9.312	10.349	29.607	10.356	34.78	24.593	24.528	67.042	10.52	11.659	34.34	12.929	8.926	19.076	9.281	9.714	28.054	7.868	25.628	28.168	8.987	22.94	12.584	17.252	33.218	11.304	8.948	17.65	34.225	20.693	21.077	24.313	10.858	19.358	33.839	70.669	9.211	14.515	12	9.581	15.417	12.882	17.343	35.411	14.48	17.673	13.412	12.495	21.538	15.15	8.77	16.354	17.45	16.111	20.089	16.588	12.066	7.994	22.238	12.167	7.576	7.724	21.753	7.652	28.736	30.414	29.481	10.651	10.784	24.914	18.851	13.173	24.303	9.126	23.256	20.576	12.24	6.096	18.674	21.53	25.261	19.842	10.53	15.865	21.766	10.187	10.502	46.44	13.569	16.795	23.613	11.342	33.383	20.305	7.061	14.807	50.549	2.037	7.48	29.312	17.882	10.27	11.729	16.762	7.009	7.035	23.484	9.816	20.48	20.014	9.49	51.541
hsa-mir-106b	1173.385	1203.663	1470.838	1427.789	1289.254	1406.799	1179.594	1707.977	1460.703	1871.101	1217.647	1252.865	2512.811	1367.51	1355.975	1315.917	1129.536	1394.946	1643.739	1173.46	1398.026	1039.429	720.288	1276.576	1598.421	1385.388	1417.021	1285.852	952.859	686.885	1516.162	836.143	993.217	813.36	1045.771	1478.162	1178.966	1061.193	2200.973	1730.004	1159.836	1047.828	2762.844	1173.173	1408.361	1222.827	1411.091	841.418	1558.722	1110.495	1042.689	996.299	1910.909	1572.019	1165.289	1578.913	4549.237	1360.544	1048.299	2262.24	1486.786	3693.389	1534.732	1730.542	1302.802	1630.772	1367.125	5919.664	1337.838	1014.939	1360.677	1797.222	1269.517	1089.898	900.96	1179.51	1488.684	1457.656	2512.721	1202.836	1215.675	4219.226	1324.639	1567.545	1018.029	1272.865	1157.938	1556.314	1511.568	1699.07	1460.709	1268.067	814.356	2334.405	1450.972	1288.467	1276.969	1997.458	1778.77	1483.331	878.649	946.101	1088	1715.641	956.829	1663.304	1166.038	1364.163	1583.256	1754.394	2286.701	1251.997	2016.55	1393.94	1846.195	1504.81	1476.794	1573.377	1177.23	1102.403	1527.345	2494.308	1844.325	1017.592	1520.432	1296.452	1314.472	1263.458	1123.784	1337.688	2425.364	1093.809	1189.495	1601.889	1551.871	1411.109	1952.593	2050.85	2923.755	1684.953	724.674	1818.243	1734.468	1046.297	1156.706	1267.841	950.764	1124.938	1388.791	741	942.201	5336.319	1923.465	1335.115	1136.315	1170.68	1933.325	1008.209	1601.687	1391.97	1594.235	1136.361	1006.079	1326.196	1309.296	1667.395	1181.354	4321.964	1114.288	1700.031	1139.141	1078.174	858.762	919.26	1237.778	2005.843	1458.515	1864.261	1410.408	1250.141	1250.861	1966.564	1894.468
hsa-mir-107	329.518	331.88	250.355	277.989	244.068	208.649	346.541	263.495	298.574	327.218	184.614	327.846	389.919	194.249	376.144	369.029	145.542	380.936	260.79	206.019	301.329	201.703	237.21	222.877	192.956	290.329	169.663	289.498	324.771	408.26	384.033	188.59	525.658	313.869	597.849	364.771	268.91	165.697	541.696	366.825	288.531	339.146	654.813	163.699	269.04	325.062	217.323	99.136	232.478	358.8	192.511	158.81	172.685	181.387	230.43	249.814	557.401	332.181	241.653	296.741	265.53	225.303	337.149	213.07	201.672	369.792	325.027	277.748	168.109	140.478	154.105	209.521	169.039	146.183	153.267	137.609	131.162	268.055	391.523	238.463	339.674	180.857	275.036	310.162	314.12	250.595	363.313	228.438	342.242	331.271	279.667	251.636	133.05	230.714	236.751	176.158	291.4	246.413	192.193	189.792	149.625	124.117	270.48	175.908	117.53	193.922	179.138	192.512	267.97	337.199	260.288	239.364	261.144	266.648	651.882	237.25	235.271	272.375	351.652	430.751	232.937	195.435	359.78	262.664	298.045	419.324	339.069	330.947	243.258	236.063	489.592	156.258	237.237	230.582	270.889	229.891	204.789	148.687	267.345	157.712	145.151	281.048	205.282	255.818	270.354	231.756	211.438	194.722	244.842	222.599	230.026	338.914	141.377	136.144	152.699	149.25	262.606	253.962	172.915	239.722	161.491	279.417	231.505	288.303	307.019	201.742	140.663	365.51	232.228	170.965	205.187	150.418	204.618	249.974	304.287	273.365	143.819	162.581	260.119	211.028	296.871	268.632	274.419
hsa-mir-10a	253272.142	275797.003	153670.165	156416.135	244134.168	412897.087	237348.922	153935.966	154209.187	113387.165	147402.735	342796.634	43594.054	145627.585	598203.267	239838.208	58454.278	177268.335	227844.851	172853.244	186384.82	219173.366	18659.966	151583.716	254320.741	151235.01	143762.735	307081.073	208600.626	16216.958	209511.502	73499.987	29573.783	14292.025	8698.855	214159.027	74118.283	171463.685	86254.646	303710.299	188199.085	282975.476	147347.277	75728.795	239021.975	229543.12	246252.656	145819.381	106921.62	169665.5	168885.286	167355.417	252720.847	136517.927	181386.842	432339.989	547345.013	188626.845	195297.83	310624.387	289355.113	140078.227	242411.743	145140.361	92107.695	233454.372	373432.752	238578.618	112974.774	215859.982	143455.977	277728.597	190724.282	98722.774	480673.444	145100.143	399827.15	161530.014	1451202.254	410905.261	247050.269	79662.788	171477.856	343931.748	169078.615	281956.899	171981.637	148632.661	315995.407	173795.851	132009.038	220074.795	104989.972	375084.144	307929.345	74174.4	262617.183	266545.016	131612.339	162467.911	161789.208	94346.634	177079.531	233762.639	272155.761	126015.422	402910.85	210229.375	277757.674	272160.27	357582.794	110698.292	299074.723	243147.194	134273.28	192380.651	265651.654	254769.511	193060.289	188041.924	217562.818	384424.101	326304.736	213793.599	344228.752	199787.503	160427.296	207148.457	302013.574	138087.159	222793.929	322823.227	263878.109	161409.718	281141.251	171105.71	208951.8	142193.1	477144.112	282318.55	185454.848	233861.055	168913.015	187521.159	299573.075	138809.713	139192.508	136925.303	255236.897	162056.397	144331.204	117012.742	359683.064	131880.012	111969.676	207925.506	258627.487	214751.299	207659.086	163765.107	290862.546	211275.244	290154.417	231615.431	114636.5	394854.777	297680.131	181240.559	355165.638	319837.689	108339.675	238671.993	396012.656	254171.675	164997.032	256374.092	218905.429	269354.934	308597.729	163960.737	186447.18	373303.369	110820.807
hsa-mir-10b	92607.912	39791.376	50874.679	56439.28	55703.525	130993.536	50965.22	60848.354	47480.377	46661.714	72468.871	70295.483	151514.948	58898.381	61415.455	38500.098	28099.185	49005.378	48142.416	49746.189	44747.353	73015.026	65678.971	61522.786	45791.527	40860.522	40675.62	48677.833	45785.311	47291.509	23067.326	75827.149	52109.976	20749.128	19046.905	25978.958	24690.905	69896.188	27118.982	63308.553	66955.288	44632.355	32109.28	58940.593	91517.242	72986.007	117401.224	78648.435	46520.785	44978.307	79918.625	61266.326	86058.128	93325.446	36139.11	131047.642	23282.515	94674.24	97203.615	68032.543	65865.432	111602.531	44546.552	54694.839	48428.738	80798.994	122067.804	22699.203	34600.342	94596.99	413174.719	49184.297	55280.351	63365.841	127650.47	59610.62	40610.897	71074.748	31895.734	77181.392	44677.625	44430.076	46441.111	50661.284	69645.63	54743.815	67062.613	76354.234	49590.642	53446.659	95944.018	79744.434	77772.134	53311.686	62437.659	62029.597	91680.905	95604.73	92648.541	100829.948	65111.553	79673.874	47702.805	77772.842	162752.267	60489.329	147579.794	74925.791	76448.511	84761.71	94149.145	161224.45	32027.075	105108.084	45041.047	69373.855	80612.831	39409.749	39905.314	40896.61	94720.937	50254.481	45742.899	69761.104	86850.884	78198.263	39846.219	116696.607	204671.479	81780.264	42626.954	134234.489	60158.877	92297.892	98395.382	210277.985	43073.638	48337.245	56609.019	90646.414	48916.049	51963.03	78616.401	65783.658	72221.096	98980.589	43906.124	57667.81	36800.432	51882.697	85490.971	42228.493	45948.624	51394.024	41773.958	94252.95	180875.678	74232.223	235347.227	52810.055	97593.254	40473.471	61942.583	56365.607	40001.754	77407.256	144968.143	48836.438	86577.347	86834.076	51628.249	131987.45	135371.589	148203.89	31868.903	29153.067	55035.881	112656.793	78302.482	104243.377	92368.001	108752.312	130896.596
hsa-mir-1180	45.162	55.427	87.177	42.662	55.992	39.517	53.053	32.226	37.196	24.738	78.661	36.01	120.19	35.52	32.506	20.025	69.607	54.575	30.457	73.275	35.622	51.778	2693.001	77.234	36.101	46.983	52.131	77.199	51.046	376.301	1669.007	654.877	834.828	430.305	1018.511	47.701	1444.025	67.01	45.943	57.667	50.469	37.683	53.974	90.944	80.384	44.665	30.184	40.894	54.618	35.718	58.633	57.684	62.043	73.14	52.554	62.724	80.45	70	45.381	66.794	39.783	55.096	59.704	38.11	79.055	25.609	43.56	93.488	61.363	67.214	3.502	27.936	40.247	25.906	50.744	72.585	31.971	113.879	80.45	70.136	44.305	140.793	126.94	58.016	81.391	64.969	88.076	74.81	59.007	37.968	82.492	52.125	94.052	69.214	66.437	109.721	189.661	69.519	73.053	99.563	62.874	98.357	78.004	49.949	29.037	57.266	46.017	29.475	21.214	42	55.89	100.614	46.842	53.113	93.356	54.579	51.914	59.84	70.509	55.838	43.557	66.398	63.597	67.962	44.304	75.829	140.67	67.224	123.342	70.135	84.592	53.98	56.275	96.583	55.096	34.786	33.456	49.989	64.972	37.743	33.58	23.992	53.79	35.815	73.007	38.492	36.895	50.071	39.622	49.3	44.192	397.856	37.204	63.183	49.577	34.203	38.485	75.425	30.631	57.669	38.758	49.521	36.694	28.83	42.235	40.348	45.477	178.867	53.983	35.261	41.442	48.386	81.373	96.764	39.97	32.71	47.679	43.355	38.65	31.164	44.475	40.149	41.79
hsa-mir-1247	443.26	478.318	97.236	306.2	404.866	1833.581	428.943	128.904	213.124	233.888	430.23	641.437	71.276	317.458	170.89	57.214	224.642	328.544	414.028	187.966	328.776	261.21	0	118.058	131.957	78.305	413.258	135.099	338.827	1.35	136.716	104.976	7.608	61.593	0.62	134.123	98.836	439.829	155.991	209.843	292.34	66.857	661.942	209.17	592.217	400.496	476.903	365.565	725.443	220.8	493.494	395.244	141.664	272.08	317.347	90.842	168.561	316.909	180.389	315.356	697.596	877.598	438.996	618.422	405.764	412.815	363.561	222.85	333.021	381.106	12.258	478.639	169.039	106.399	221.615	320.585	372.991	700.796	24.135	399.776	195.099	337.675	666.433	587.969	1053.638	1184.03	663.807	173.666	2139.995	663.491	581.467	641.673	412.913	333.486	405.597	306.011	604.153	558.903	575.11	39.67	450.467	434.41	448.775	173.736	510.217	67.677	323.762	585.825	330.496	423.599	716.989	269.386	152.237	781.517	291.335	869.916	339.099	93.887	398.955	256.057	248.087	681.519	1415.497	1340.871	463.178	283.793	398.787	325.776	1120.358	605.552	910.236	598.517	443.578	329.775	378.02	431.046	168.292	223.03	215.154	485.266	251.307	258.77	278.832	323.61	339.939	264.635	229.886	117.946	211.316	317.465	398.296	156.827	565.506	92.518	178.479	589.227	410.888	421.996	180.82	583.474	516.77	291.551	343.588	591.022	133.204	315.726	465.35	202.197	408.437	643.255	211.252	832.035	605.953	567.39	485.441	579.44	247.776	1139.872	182.206	138.014	103.404	2331.554	568.34
hsa-mir-125a	3283.47	3041.662	6584.124	1941.104	2824.012	2797.791	3345.757	2172.411	2240.816	4058.176	2700.977	2293.418	2621.82	2644	4786.778	3385.148	2686.207	4855.022	3181.829	3945.16	2624.949	3700.211	14152.97	4608.692	2998.907	3712.841	2489.029	4440.171	5015.085	10057.503	13951.15	7092.564	6955.282	7985.107	9193.242	7899.246	4509.209	3536.904	2460.603	3509.667	4494.602	4863.525	4186.529	4915.505	3383.512	3313.643	3089.307	3775.849	3977.332	5036.194	3280.512	3708.169	4062.75	2406.788	3084.528	2946.944	831.313	1967.634	3243.6	2169.166	2941.189	2487.184	3673.522	1915.896	1794.882	2293.529	2097.598	5107.62	2976.099	3537.498	3414.826	2977.057	5934.764	3908.091	3333.551	2637.263	5509.605	2083.117	3566.616	3996.011	5540.495	713.125	3242.838	5446.802	4065.756	6455.814	4024.288	3560.152	2905.122	2958.659	2149.817	3757.469	3982.315	4534.576	3801.23	3073.194	4522.981	5132.683	1931.741	3033.556	2912.912	3407.368	2719.999	4067.59	4478.57	3491.896	4190.012	3137.298	2856.114	2639.991	5576.228	5372.309	3603.324	3106.557	1696.504	2477.2	3196.59	3663.648	2873.904	3217.869	3538.554	3358.734	5251.33	3851.789	3379.185	2292.701	5312.298	4081.675	5455.607	2637.742	6154.375	3324.989	4147.785	1490.514	3965.383	2604.427	7928.988	3812.017	5280.867	3173.103	3798.853	3874.692	3008.972	3572.502	3594.457	3570.964	3190.734	4310.593	3442.008	4283.906	5001.086	2603.955	4096.2	3126.801	2891.357	3278.837	3307.48	4753.665	3327.873	5218.474	2692.37	6244.902	6287.327	4641.686	3326.034	3214.753	3638.191	1201.518	3600.557	3703.524	2459.21	2741.192	4575.852	3939.476	3066.078	3584.116	3321.912	2505.552	3576.019	2059.526	6968.128	3813.412	2641.111
