	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
hsa-mir-154	720.403	2075.842	1027.194	317.03	826.731	1224.95	1049.014	1565.023	1039.148	653.726	1623.804	397.735	173.747	984.384	1149.163	807.942	1274.033	1087.066	360.172	1187.756	945.633	628.34	456.668	2544.927	1487.516	573.925	1066.127	677.076	936.385	1781.926	189.185	1311.69	1806.26	1257.366	1733.23	1586.053	1115.466	3842.099	76.699	2308.831	1067.776	562.661	4229.501	1180.826	766.617	1523.275	307.712	1071.607	97.488	548.376	1135.375	1213.478	683.382	774.937	1999.036	1135.682	257.231	1060.203	755.261	537.87	2818.921	1331.29	33.349	1338.894	1363.431	251.75	1255.682	476.965	1256.43	583.463	2156.09	381.832	412.115	47.718	2803.013	1234.534	1671.792	877.454	973.138	15.905	953.988	1642.731	1962.157	6191.13	499.528	5642.575	748.81	602.864	504.246	640.116	1013.565	1015.333	1363.708	1527.55	1058.992	1246.083	1709.241	1495.205	323.491	468.784	3109.425	1149.24	1760.451	877.586	1286.121	769.777	675.358	1005.533	797.299	1089.221	378.422	1787.095	3399.113	945.489	573.782	775.881	30.797	97.848	565.518	610.567	745.448	232.557	1371.183	1493.579	773.78	818.554	703.696	995.486	1633.417	572.2	718.881	2202.53	55.021	1980.843	414.208	910.175	882.346	593.024	2616.25	1674.96	337.376	1311.12	1419.566	1600.108	1120.698	1658.713	38.413	640.78	652.776	1375.662	1805.433	670.192	929.862	236.763	105.622	1029.127
hsa-mir-155	6181.085	4093.249	7151.272	5236.011	11950.594	6949.088	4217.171	10890.786	9812.567	4994.842	2420.158	1202.368	5082.113	8182.363	2476.366	4276.182	1506.521	6053.921	999.81	5185.29	2550.117	2142.041	2220.366	1104.919	3056.85	5640.41	1438.67	3684.299	1574.348	1639.63	2790.624	2811.251	6609.06	7236.02	4789.236	403.864	3636.027	1788.92	5483.166	728.558	1620.181	2161.55	259.885	1016.668	1031.479	2121.62	7254.661	6737.291	3600.249	3815.571	1471.804	2718.839	7256.609	8012.624	1727.631	5121.949	8015.62	2169.673	4178.429	4762.962	4300.178	2324.993	5814.866	3937.515	5222.789	3194.626	11379.039	9622.88	255.317	3249.944	3495.978	1363.256	869.772	2136.935	1686.486	915.517	221.234	6470.515	2746.483	2471.657	2632.871	2752.626	1271.759	3188.188	2264.171	1105.52	4852.235	4573.624	3458.252	9045.933	6699.247	2771.977	1976.23	297.197	4036.789	4322.905	2340.428	3089.379	1857.874	3010.781	2779.477	830.543	1636.852	5057.524	4056.227	11050.468	3727.243	9635.71	9582.024	2534.363	2329.217	2610.545	3266.136	4278.83	7652.824	6341.64	4422.789	1585.947	7839.749	2959.309	3948.67	1341.001	5515.979	1895.976	3015.244	4028.635	4407.874	4348.058	5029.763	697.55	7754.595	4334.895	1040.342	1398.041	7161.94	4397.822	1145.981	7063.43	3962.429	1100.101	12932.044	1905.626	3258.201	3325.827	311.031	296.523	649.951	2421.066	13058.875	4150.743	5656.795	7506.155	6124.794	13775.505	10013.21	12964.567
hsa-mir-15a	1484.239	960.007	1526.247	938.178	1898.732	934.121	1303.244	1909.006	1913.457	1161.547	1988.296	841.28	1947.419	1454.874	1025.749	1476.63	1658.634	1807.894	1517.391	1097.165	1477.618	1478.625	1387.069	733.692	1345.566	1578.295	983.721	1376.12	1221.545	1346.955	1848.236	1485.933	1025.614	2634.922	1166.839	1326.837	1694.725	1186.119	1298.287	1181.866	2107.778	2957.226	1495.613	1347.759	1209.698	896.325	1217.208	1980.593	1416.648	1230.003	1717.588	871.596	1483.395	1604.255	567.142	1355.308	1721.924	1026.703	1416.624	1328.502	1118.5	1635.3	1052.012	1439.83	2083.636	1600.785	1359.554	1471.663	2073.194	1232.361	2350.805	1212.383	1271.205	2817.435	675.998	1068.968	1435.809	1674.565	2096.952	3062.5	2255.231	1412.335	1195.886	636.175	1368.813	650.046	1735.381	1069.638	1788.682	1208.198	1321.8	1049.751	861.462	367.859	915.484	990.961	630.115	1107.092	1458.641	998.007	740.484	485.288	952.047	1028.271	962.197	2635.873	855.182	1296.54	1577.941	668.93	1537.465	723.54	1029.446	1001.428	1090.187	1436.172	1694.601	1551.292	1648.711	1203.488	928.804	1329.028	1233.33	788.479	1030.874	982.265	1180.157	1344.167	1162.154	998.158	1227.718	1579.022	1340.149	2156.026	1483.442	1185.492	780.811	1410.149	1347.538	635.595	3286.446	1281.518	1605.185	1149.052	2013.745	2256.938	1564.186	1423.611	2809.219	1253.482	1255.36	1750.974	1405.552	2871.088	1931.365	2008.668
hsa-mir-15b	1542.65	1584.708	1662.6	1430.22	2774.094	1502.297	2718.821	3055.616	1967.524	2793.019	2002.115	1445.968	2259.923	2326.409	5138.863	1836.591	2889.491	2218.132	2116.343	2402.834	842.221	1133.915	2004.627	1941.547	1811.832	1532.593	1909.071	1656.993	1962.961	2412.553	2253.127	2374.67	2691.601	2517.815	2468.106	1960.514	2958.919	1602.6	2791.517	2370.41	2411.755	1494.718	4897.049	1871.954	1795.355	3172.894	1174.589	2349.526	1514.136	1491.378	2152.215	3095.854	2008.233	2962.557	1905.448	1995.979	1904.693	1440.537	3825.293	3002.008	1796.779	3015.594	3122.686	1524.934	2304.133	1171.942	2179.642	1238.276	3057.509	2887.324	5979.26	2479.056	2858.384	1478.566	2891.119	1986.216	4075.87	2030.102	2070.525	4413.384	2385.934	1764.705	1546.612	3188.188	1724.349	2135.865	3332.752	1619.083	1987.204	1589.648	1250.989	1857.251	2404.231	912.373	2171.181	3933.135	1646.015	1857.121	2411.522	1219.448	2102.854	1475.18	3974.099	2788.748	1765.623	2802.577	1605.126	3171.197	2790.547	2107.762	2734.958	2133.556	3163.042	1882.203	3435.522	2728.251	3177.377	2531.807	2033.378	5523.338	2834.506	2057.092	2163.381	2028.295	2293.882	2258.196	1610.194	4267.861	1287.726	1357.959	1455.512	2457.524	2388.351	7791.772	2937.985	3423.346	2363.809	4196.62	1984.952	1760.504	2298.766	2170.811	2248.927	1285.368	1856.035	4693.861	3684.595	1884.123	3813.232	1592.872	2431.407	2986.593	1900.454	2415.519	2608.924	3267.457
hsa-mir-16-1	2078.834	1637.578	2099.84	2080.059	2012.91	1808.535	2047.351	2176.548	2365.777	1966.861	2383.882	923.738	2398.68	2369.812	1824.903	1970.591	1291.304	2322.956	1378.658	1895.233	1252.67	1162.338	1466.295	841.008	1750.714	1410.368	1115.914	2633.772	1913.887	2398	2048.618	1974.106	1945.515	1923.031	1613.141	936.153	2446.197	1413.844	1497.225	1647.045	1887.125	1248.683	2412.854	1225.235	1543.654	2114.468	1922.132	2189.938	1457.552	1392.722	1348.04	1583.737	2341.723	2455.82	1577.89	1780.904	2179.694	1759.78	3106.775	2411.429	1760.881	3070.951	2042.378	1954.409	2421.558	1784.824	2879.105	2271.701	1638.146	2102.103	2114.302	1545.923	1575.372	1917.709	1107.95	1088.582	1398.937	2099.691	1775.2	2939.661	1708.304	1082.79	1264.725	1828.09	1344.518	959.592	2275.126	1984.108	2173.815	2582.564	1988.253	1498.509	2255.741	1007.975	1637.974	1946.488	1640.657	1808.607	1882.307	1309.852	1020.256	1682.816	2036.6	2261.348	2525.966	2838.859	2337.701	2046.143	3355.763	1878.054	2518.934	1774.203	2166.467	2139.963	2216.235	2851.759	2255.712	1820.373	2271.642	2170.513	2052.988	1284.359	1918.921	1242.535	2293.882	1785.629	2254.027	2995.174	1693.002	1263.173	2041.267	2207.094	1860.039	3172.938	1896.044	1545.939	1263.548	1932.348	1436.559	1360.156	2829.627	1802.02	1896.119	1333.899	1328.874	2246.579	2003.633	1666.413	3780.324	2180.017	3247.561	3458.809	3116.191	3435.729	3206.009	3140.447
hsa-mir-16-2	2293.756	1689.057	2250.737	2420.041	2323.727	2105.142	2324.385	2323.395	2335.446	2021.812	2546.262	910.803	2448.15	2562.522	1930.108	2004.748	1343.78	2399.309	1422.679	1993.015	1266.53	1135.124	1456.95	976.796	1754.657	1515.588	1200.036	2614.158	1907.255	2569.401	2028.58	2128.88	2134.578	1916.867	1588.048	981.44	2587.098	1368.786	1430.912	1706.398	1870.152	1202.08	2606.494	1271.231	1517.332	2531.64	2018.451	2275.497	1548.223	1551.597	1424.157	1693.193	2458.354	2525.033	1894.217	1907.218	2353.155	1911.519	3333.353	2674.973	1908.251	3184.388	2032.272	2044.46	2558.554	1984.488	3013.971	2233.992	1685.599	2254.785	2195.211	1554.922	1650.149	1885.897	1225.685	1145.117	1466.045	2169.28	1782.617	3009.371	1669.237	1102.049	1258.192	1857.339	1332.075	1025.923	2456.863	2070.595	2302.854	2602.21	2060.452	1445.558	2361.649	1066.167	2101.901	2219.327	1727.459	1810.547	1925.797	1310.36	1084.118	1910.974	2211.42	2448.113	2747.766	2996.737	2349.961	1951.306	3636.705	2056.015	2543.724	2067.487	2646.079	2103.767	2417.059	3260.284	2331.579	1951.856	2267.815	2382.27	2165.206	1274.227	2043.908	1285.131	2507.296	1891.957	2367.644	3331.651	1862.401	1321.979	2196.581	2320.615	1915.06	3573.721	1977.922	1641.032	1371.615	1997.887	1603.047	1525.257	2927.417	2142.442	1996.169	1384.572	1310.497	2298.374	2052.802	1700.768	3920.684	2471.893	3495.734	3652.934	3311.385	3541.475	3313.786	3468.411
hsa-mir-17	6097.213	6637.965	5901.368	8670.261	7662.589	6548.475	6523.82	6260.09	5729.822	5023.265	12078.335	6019.386	7775.198	6649.364	14837.962	6064.165	11599.149	7078.868	13375.049	7808.132	4344.368	4201.835	4463.078	9117.496	9412.061	11414.736	6573.59	8742.365	10785.673	7620.885	7444.217	6453.807	6172.996	8989.553	8614.172	12181.145	9148.775	11196.279	6505.817	10090.75	19607.274	3861.87	12084.654	4102.358	5481.48	6410.152	6470.466	8536.451	11742.907	7683.674	11879.599	11718.573	6015.586	5702.645	5680.78	10124.413	7157.619	13408.223	8199.681	7145.641	8059.999	8128.401	5765.348	9501.89	10887.878	5719.075	7110.224	4925.586	14447.688	14941.015	15254.448	7336.086	13184.322	8917.037	12137.555	7221.449	8095.693	4019.716	6452.194	8679.226	4298.25	5894.714	3181.659	14405.346	5951.079	14926.734	8350.327	8309.089	9165.757	5362.402	6377.128	5317.59	8187.706	6997.632	5001.758	4894.568	6654.788	9487.422	7444.69	8680.883	17209.035	6081.798	12833.143	5834.299	5411.759	5301.165	4877.702	6593.128	6406.153	7417.556	7129.813	17957.968	7391.389	6734.688	6746.725	5985.368	9801.044	12071.948	7837.835	19287.566	8165.862	6196.604	9725.107	5047.174	5591.182	13839.468	6115.804	6987.576	3305.737	4841.066	4748.904	10543.737	14247.015	12373.006	5639.968	15856.973	7935.771	10711.423	7780.794	10364.561	7261.614	8183.71	6824.011	14565.122	18250.968	17246.218	21417.667	7435.358	9618.37	7449.617	5559.573	5701.258	4222.035	6929.319	6333.7	6810.682
hsa-mir-181a-2	6749.469	8083.541	8542.075	7030.601	7328.514	5656.727	5033.916	12129.93	9978.725	6952.229	8514.604	38752.255	8456.916	7475.76	7028.508	7429.128	5961.652	10167.947	21999.831	7972.059	22755.957	19278.972	23923.48	6437.876	6091.027	5115.375	4939.206	13184.55	12756.592	8563.591	18274.312	19574.114	7148.804	10176.039	8045.988	11158.474	7009.821	4636.092	14101.395	9832.564	8096.275	13472.34	4321.226	19546.273	33745.976	4762.917	6833.582	9412.062	21381.976	6419.077	24477.379	4730.941	8743.648	9933.28	2435.155	6000.453	7145.773	4713.767	7732.236	8471.747	6937.721	7922.4	7844.107	6377.805	7872.673	10672.482	12109.496	11465.516	22015.664	5155.741	7224.902	13317.915	11557.225	14483.443	5446.968	19622.75	29828.256	9543.187	16072.302	29193.576	33154.21	10407.052	19062.319	2410.641	14535.494	8647.379	7500.4	7994.938	5810.736	9559.99	9919.051	4445.224	5402.423	2184.292	5306.095	6272.936	3705.677	5457.839	31025.812	10847.041	3051.646	3597.411	5110.987	6050.777	4921.885	7783.083	5599.038	6956.886	10452.612	5231.541	20815.734	3622.533	3904.124	3845.572	5221.42	6362.224	14208.809	6986.93	11274.962	7196.221	6212.067	27896.232	4041.866	3463.871	6097.883	5383.891	5876.351	5359.234	17249.123	22465.516	5852.371	7964.136	19951.211	1843.261	8902.255	6616.657	6571.282	8697.68	9282.589	4303.739	13467.794	4706.712	12256.979	5105.072	22487.731	8534.411	7124.881	13388.046	10398.746	4846.494	4373.292	7905.189	5304.056	7569.112	8243.51	9424.822
hsa-mir-181c	2081.08	918.268	1550.791	1775.94	820.388	1949.134	1201.89	947.462	952.113	1654.21	139.924	1520.88	506.763	282.989	161.854	285.079	405.193	318.355	1452.026	297.658	2040.52	1166.572	1542.271	528.915	286.857	1695.205	247.218	839.48	476.151	656.499	743.773	1025.503	1284.813	391.386	383.569	1448.841	223.093	182.667	780.57	355.376	381.128	1795.581	109.559	1678.057	919.612	2004.811	433.865	1695.397	1805.238	1426.034	1596.73	1656.708	1873.379	944.261	1641.53	1533.968	2009.617	2427.826	1279.861	3945.975	340.084	284.952	3555.213	524.474	313.133	322.935	1789.284	801.057	1668.381	185.399	449	741.767	615.081	779.394	306.421	1124.926	1841.405	370.087	772.854	1174.24	3050.06	833.135	622.564	602.051	927.356	899.893	2469.161	1851.834	1451.195	1039.574	1027.449	885.603	1738.209	1650.169	1389.309	1042.93	1718.886	1154.636	1751.835	1553.133	153.571	2265.886	348.527	783.142	733.216	628.57	952.245	276.716	645.168	1369.414	794.281	116.024	609.599	809.479	934.787	422.776	351.54	346.544	1057.357	2256.981	2917.667	1267.78	727.867	811.137	1089.532	1677.614	1103.19	781.046	469.786	1776.953	491.087	1698.247	1418.75	1116.04	1056.39	402.107	306.387	1643.764	641.491	2821.255	1281.05	1523.268	412.486	1821.354	2130.038	370.329	510.127	1395.432	1486.878	1055.504	1216.13	1398.16	1427.838	921.781	585.589	1148.308
hsa-mir-181d	455.306	229.567	399.06	218.048	186.067	429.503	206.086	124.719	120.003	242.542	27.639	327.674	108.592	43.403	36.417	56.49	34.541	66	368.843	44.577	509.597	267.906	496.078	118.267	38.445	255.078	44.637	93.363	99.474	74.382	237.512	258.931	287.66	80.126	77.072	238.939	19.57	32.88	172.572	105.352	21.602	583.221	53.506	359.244	219.347	338.506	67.339	182.04	624.47	311.344	462.517	209.453	280.642	109.999	327.557	196.867	270.769	660.164	281.692	728.34	94.468	59.894	897.393	74.218	71.76	78.129	394.547	145.739	329.645	38.17	51.568	152.373	176.541	268.327	55.359	268.252	264.006	56.304	197.966	251.091	1239.991	273.907	143.707	131.622	248.283	108.341	296.518	387.919	258.078	230.835	112.464	166.795	234.746	253.552	149.694	129.923	146.813	147.483	709.53	328.606	22.808	329.561	21.157	106.117	88.56	34.321	155.302	22.085	67.737	92.136	124.454	6.446	28.388	112.976	54.987	45.919	57.088	34.654	88.99	155.289	396.771	222.886	69.846	164.946	132.291	268.351	238.23	69.736	57.615	330.011	97.626	345.696	172.922	182.873	91.511	67.924	59.971	258.985	134.55	404.625	192.786	201.047	65.822	487.455	712.573	41.435	15.365	159.809	145.733	153.857	196.15	225.708	178.288	153.63	76.162	97.432
hsa-mir-182	689522.746	218778.74	1198360.338	515216.352	464020.1	398813.682	672521.001	416287.941	246018.363	450123.205	188324.939	17116.635	211950.167	310445.429	513979.386	104300.754	75727.259	239056.098	341903.142	172932.139	49296.578	7434.853	26157.254	421661.724	540107.223	993781.408	416362.858	158049.052	299051.755	132717.881	20195.629	43881.993	807453.958	115440.413	561179.439	16017.684	580141.954	346772.89	39799.491	98737.402	79120.372	29561.979	1734719.799	16927.679	48295.805	880996.567	59379.8	393633.056	103667.544	2079819.419	56846.018	1302714.202	1529712.054	313095.469	824912.907	545435.844	743582.645	2025873.301	635435.509	862871.143	534470.885	100836.821	1159162.304	377001.988	262806.897	450048.154	1052070.27	329178.525	41462.197	379534.511	135554.49	10212.271	46021.998	25263.556	572211.589	15576.477	34746.29	107754.826	17915.653	21753.562	13253.099	337545.834	14071.255	569937.417	17273.121	770222.551	983298.479	1241977.892	1273172.628	390721.123	304215.24	242181.325	1252579.255	872052.108	574125.872	468606.414	747594.147	425574.639	31855.552	129440.24	390864.665	958380.507	169281.677	407983.881	826245.542	586254.324	806088.846	371701.692	335981.582	911378.671	47592.119	784583.04	352061.419	774202.788	940144.952	481445.245	140955.354	213630.877	346005.346	399446.727	266378.424	12080.063	664143.409	1176509.089	829028.736	1123126.822	352760.672	455738.848	40513.871	11134.103	271225.184	630605.396	27663.104	551522.105	325731.02	854141.023	247611.501	239873.306	284351.672	1197451.524	188098.587	483508.616	72278.965	767777.773	19270.457	104158.402	63633.781	90901.135	706144.285	323733.099	353031.587	907138.594	1107327.346	521912.277	267992.049	229544.952
hsa-mir-183	169837.56	53514.154	239910.777	123455.108	118074.495	95172.454	179165.168	154076.265	94905.363	165642.687	41793.94	10614.361	65624.652	64063.062	160464.038	22734.052	51008.49	60469.323	155450.841	54974.71	12825.213	3282.003	13520.059	112535.258	153720.808	191728.247	97963.49	66092.997	65341.391	29235.222	10675.683	10444.362	196978.863	30219.939	109897.909	11016.192	163717.092	107611.656	20200.548	24951.253	39790.097	14550.374	560393.646	7401.374	38697.184	165517.316	14173.483	134251.285	45848.128	469524.099	32176.312	388379.062	349266.661	81060.612	149665.626	150964.938	156290.625	561488.053	123913.782	228597.009	166490.179	29213.965	293770.99	101977.586	72726.33	85016.986	214241.58	69505.485	29952.339	105377.783	59609.443	6047.517	19082.69	11002.105	385437.336	12097.283	20811.492	47328.136	4336.698	10182.389	6118.93	140957.415	4731.286	102911.698	9826.421	260491.512	304282.032	268769.062	245480.283	64388.938	106182.719	74434.341	190068.548	188570.287	168745.933	157397.433	237703.448	144389.68	16574.758	41608.512	119990.372	266445.033	50744.64	106536.971	230238.731	138489.258	123452.665	127398.711	88209.254	207489.618	21500.233	221859.221	168950.096	119864.276	234155.841	153909.456	41139.896	67666.714	72701.159	121324.613	67372.868	6786.516	231713.412	348421.78	180107.191	306544.212	62173.264	177370.762	8750.133	5432.223	63243.029	145092.619	17649.882	145198.878	88102.623	261212.135	86265.663	62616.32	72701.159	261266.319	41088.612	101563.106	19851.549	168717.898	13444.53	64771.402	39430.388	38087.007	169756.638	75353.698	58614.731	155288.981	164924.479	86000.972	52529.836	67979.811
hsa-mir-185	784.056	576.004	602.681	745.952	947.252	441.059	649.51	995.741	903.321	479.399	1055.472	297.493	936.306	559.033	584.697	522.863	562.621	944.712	374.179	668.652	330.492	423.328	254.743	392.033	596.386	782.239	405.163	781.423	718.868	559.479	450.272	246.276	728.806	1180.322	562.807	375.813	904.114	1109.399	454.6	412.503	919.645	262.484	856.092	304.128	288.441	367.112	531.037	717.843	451.309	543.251	279.486	575.659	677.915	908.419	364.992	615.635	1018.77	610.898	500.105	925.998	693.394	571.72	707.405	576.922	1016.376	649.342	732.132	1039.54	423.709	695.248	1290.987	244.756	681.424	452.283	373.475	359.399	266.956	430.819	358.842	366.146	284.074	360.217	605.982	414.367	319.39	431.153	802.101	531.639	555.861	590.184	749.76	484.5	346.113	399.033	551.765	553.946	464.013	672.406	160.768	394.632	453.109	592.728	272.809	338.512	269.67	941.383	250.322	595.005	729.562	384.951	218.554	352.907	449.729	259.955	497.278	400.608	383.088	550.393	700.439	541.746	538.045	339.855	584.499	293.641	289.543	528.263	370.173	416.674	297.433	169.068	494.046	503.142	247.032	473.42	897.45	458.257	492.238	689.218	886.127	348.166	1765.112	793.086	527.456	580.235	292.105	583.981	800.531	482.901	1069.827	490.985	379.508	521.518	401.916	1080.732	913.95	731.611
hsa-mir-186	1382.394	1499.838	1918.035	1490.47	1532.941	1122.871	1455.275	1814.461	2239.18	1536.729	1432.057	2587.436	1764.019	1923.628	2245.724	1738.061	1663.284	2013.66	1870.893	1633.524	1573.567	1876.554	2190.707	1696.253	1452.028	2001.299	1538.244	1913.545	1477.526	1532.909	1719.166	1218.241	1763.568	1664.161	1634.649	1175.768	1679.069	1247.008	2578.198	1246.413	2461.132	3202.576	2369.54	1794.236	1994.412	982.143	2663.708	1306.439	2103.838	1574.66	1625.201	1441.849	1368.587	1616.615	1066.901	1302.962	1682.155	1960.785	1110.437	1480.639	1876.132	1990.129	2611.334	1651.599	1540.873	2352.564	2152.837	1996.528	2181.956	1870.353	1941.815	2370.775	2302.337	3361.005	1941.447	1940.065	1646.719	2002.899	2178.549	2533.923	2188.674	1142.707	1958.137	1442.972	2738.812	906.527	1350.045	1474.091	994.595	1864.685	1610.596	1364.808	1079.829	1533.785	1200.026	1548.45	803.718	1629.104	1650.683	1567.354	1745.536	853.48	1563.361	1431.515	1322.821	2071.043	1682.777	1603.137	1740.066	1282.327	2101.051	1930.514	1051.857	1796.648	1663.969	2115.463	1798.26	1639.967	1819.036	1748.763	2286.441	2357.344	1376.697	1207.189	1351.618	2264.947	1436.713	1066.965	1394.092	989.26	1474.002	1792.943	2247.992	1104.077	2021.269	3203.273	1561.622	1630.022	1455.586	911.048	2575.373	1718.147	1486.705	1383.144	1769.912	1481.318	3206.734	1627.426	1825.355	1319.097	1401.193	1643.127	1454.735	2386.256	1984.536	1492.8
hsa-mir-188	11.982	9.739	14.544	15.78	12.686	13.482	15.203	8.046	15.825	13.264	19.002	25.869	16.892	36.459	52.603	17.078	22.585	24.588	16.008	30.197	14.925	18.747	30.065	14.236	17.744	17.005	22.318	28.244	23.874	17.787	37.719	18.982	7.115	12.327	3.585	40.217	13.699	24.356	39.947	58.611	9.258	10.965	15.287	23.791	81.158	9.535	35.8	15.777	32.723	15.375	77.861	4.054	14.579	27.191	9.359	21.621	20.308	9.853	4.082	50.313	18.894	26.317	9.095	19.791	14.352	24.307	24.293	21.402	23.516	13.632	9.78	64.488	59.034	38.036	56.918	36.344	20.649	16.448	17.618	54.482	34.243	32.099	38.188	19.5	17.184	37.588	15.031	22.894	9.926	22.101	19.438	11.914	6.551	2.078	12.371	10.63	7.501	6.792	36.161	28.442	34.972	1.207	54.562	16.979	31.914	32.36	23.5	20.786	9.994	10.097	45.026	51.566	16.435	10.969	23.908	9.501	25.539	20.385	23.922	7.059	6.012	75.984	14.704	15.407	7.488	0	30.542	20.921	36.933	28.242	20.709	8.557	21.335	6.836	19.265	15.396	16.032	11.628	21.066	5.988	39.116	1.233	21.502	2.855	26.879	19.423	26.121	31.267	31.564	6.788	10.234	19.258	20.749	23.277	32.333	13.919
