	TCGA.2H.A9GF.01A	TCGA.2H.A9GG.01A	TCGA.2H.A9GH.01A	TCGA.2H.A9GI.01A	TCGA.2H.A9GJ.01A	TCGA.2H.A9GK.01A	TCGA.2H.A9GL.01A	TCGA.2H.A9GM.01A	TCGA.2H.A9GN.01A	TCGA.2H.A9GO.01A	TCGA.2H.A9GQ.01A	TCGA.2H.A9GR.01A	TCGA.IC.A6RE.01A	TCGA.IC.A6RE.11A	TCGA.IC.A6RF.01A	TCGA.IC.A6RF.11A	TCGA.IG.A3I8.01A	TCGA.IG.A3I8.11A	TCGA.IG.A3QL.01A	TCGA.IG.A3Y9.01A	TCGA.IG.A3YA.01A	TCGA.IG.A3YB.01A	TCGA.IG.A3YC.01A	TCGA.IG.A4P3.01A	TCGA.IG.A4QS.01A	TCGA.IG.A4QT.01A	TCGA.IG.A50L.01A	TCGA.IG.A51D.01A	TCGA.IG.A5B8.01A	TCGA.IG.A5S3.01A	TCGA.IG.A625.01A	TCGA.IG.A6QS.01A	TCGA.IG.A7DP.01A	TCGA.IG.A8O2.01A	TCGA.IG.A97H.01A	TCGA.IG.A97I.01A	TCGA.JY.A6F8.01A	TCGA.JY.A6FA.01A	TCGA.JY.A6FB.01A	TCGA.JY.A6FD.01A	TCGA.JY.A6FE.01A	TCGA.JY.A6FG.01A	TCGA.JY.A6FH.01A	TCGA.JY.A938.01A	TCGA.JY.A939.01A	TCGA.JY.A93C.01A	TCGA.JY.A93D.01A	TCGA.JY.A93E.01A	TCGA.JY.A93F.01A	TCGA.KH.A6WC.01A	TCGA.L5.A43C.01A	TCGA.L5.A43C.11A	TCGA.L5.A43E.01A	TCGA.L5.A43H.01A	TCGA.L5.A43I.01A	TCGA.L5.A43J.01A	TCGA.L5.A43M.01A	TCGA.L5.A4OE.01A	TCGA.L5.A4OF.01A	TCGA.L5.A4OF.11A	TCGA.L5.A4OG.01A	TCGA.L5.A4OG.11A	TCGA.L5.A4OH.01A	TCGA.L5.A4OI.01A	TCGA.L5.A4OJ.01A	TCGA.L5.A4OJ.11A	TCGA.L5.A4OM.01A	TCGA.L5.A4OM.11A	TCGA.L5.A4ON.01A	TCGA.L5.A4OO.01A	TCGA.L5.A4OP.01A	TCGA.L5.A4OQ.01A	TCGA.L5.A4OQ.11A	TCGA.L5.A4OR.01A	TCGA.L5.A4OS.01A	TCGA.L5.A4OT.01A	TCGA.L5.A4OU.01A	TCGA.L5.A4OW.01A	TCGA.L5.A4OX.01A	TCGA.L5.A88S.01A	TCGA.L5.A88T.01A	TCGA.L5.A88V.01A	TCGA.L5.A88W.01A	TCGA.L5.A88Y.01A	TCGA.L5.A88Z.01A	TCGA.L5.A891.01A	TCGA.L5.A893.01A	TCGA.L5.A8NE.01A	TCGA.L5.A8NF.01A	TCGA.L5.A8NG.01A	TCGA.L5.A8NH.01A	TCGA.L5.A8NI.01A	TCGA.L5.A8NJ.01A	TCGA.L5.A8NK.01A	TCGA.L5.A8NL.01A	TCGA.L5.A8NM.01A	TCGA.L5.A8NN.01A	TCGA.L5.A8NQ.01A	TCGA.L5.A8NR.01A	TCGA.L5.A8NS.01A	TCGA.L5.A8NT.01A	TCGA.L5.A8NU.01A	TCGA.L5.A8NV.01A	TCGA.L5.A8NW.01A	TCGA.L7.A56G.01A	TCGA.L7.A6VZ.01A	TCGA.LN.A49K.01A	TCGA.LN.A49L.01A	TCGA.LN.A49M.01A	TCGA.LN.A49N.01A	TCGA.LN.A49O.01A	TCGA.LN.A49P.01A	TCGA.LN.A49R.01A	TCGA.LN.A49S.01A	TCGA.LN.A49U.01A	TCGA.LN.A49W.01A	TCGA.LN.A49X.01A	TCGA.LN.A49Y.01A	TCGA.LN.A4A1.01A	TCGA.LN.A4A2.01A	TCGA.LN.A4A3.01A	TCGA.LN.A4A4.01A	TCGA.LN.A4A5.01A	TCGA.LN.A4A6.01A	TCGA.LN.A4A8.01A	TCGA.LN.A4A9.01A	TCGA.LN.A4MQ.01A	TCGA.LN.A4MR.01A	TCGA.LN.A5U5.01A	TCGA.LN.A5U6.01A	TCGA.LN.A5U7.01A	TCGA.LN.A7HV.01A	TCGA.LN.A7HW.01A	TCGA.LN.A7HX.01A	TCGA.LN.A7HY.01A	TCGA.LN.A7HZ.01A	TCGA.LN.A8HZ.01A	TCGA.LN.A8I0.01A	TCGA.LN.A8I1.01A	TCGA.LN.A9FO.01A	TCGA.LN.A9FP.01A	TCGA.LN.A9FQ.01A	TCGA.LN.A9FR.01A	TCGA.M9.A5M8.01A	TCGA.Q9.A6FU.01A	TCGA.Q9.A6FW.01A	TCGA.R6.A6DN.01B	TCGA.R6.A6DQ.01B	TCGA.R6.A6KZ.01A	TCGA.R6.A6L4.01A	TCGA.R6.A6L6.01B	TCGA.R6.A6XG.01B	TCGA.R6.A6XQ.01B	TCGA.R6.A6Y0.01B	TCGA.R6.A6Y2.01B	TCGA.R6.A8W5.01B	TCGA.R6.A8W8.01B	TCGA.R6.A8WC.01A	TCGA.R6.A8WG.01A	TCGA.RE.A7BO.01A	TCGA.S8.A6BV.01A	TCGA.S8.A6BW.01A	TCGA.V5.A7RB.01A	TCGA.V5.A7RC.01B	TCGA.V5.A7RC.06A	TCGA.V5.A7RE.01A	TCGA.V5.A7RE.11A	TCGA.V5.AASV.01A	TCGA.V5.AASW.01A	TCGA.V5.AASX.01A	TCGA.V5.AASX.11A	TCGA.VR.A8EO.01A	TCGA.VR.A8EP.01A	TCGA.VR.A8EQ.01A	TCGA.VR.A8ER.01A	TCGA.VR.A8ET.01A	TCGA.VR.A8EU.01A	TCGA.VR.A8EW.01A	TCGA.VR.A8EX.01A	TCGA.VR.A8EY.01A	TCGA.VR.A8EZ.01A	TCGA.VR.A8Q7.01A	TCGA.VR.AA4D.01A	TCGA.VR.AA4G.01A	TCGA.VR.AA7B.01A	TCGA.VR.AA7D.01A	TCGA.VR.AA7I.01A	TCGA.X8.AAAR.01A	TCGA.XP.A8T6.01A	TCGA.XP.A8T8.01A	TCGA.Z6.A8JD.01A	TCGA.Z6.A8JE.01A	TCGA.Z6.A9VB.01A	TCGA.Z6.AAPN.01A	TCGA.ZR.A9CJ.01B
hsa-mir-16-2	818.491	1103.474	795.932	1038.739	1017.766	1212.963	1524.921	1133.346	285.456	1086.126	583.173	663.869	737.76	558.757	819.984	531.033	800.965	418.925	731.813	380.791	788.589	667.443	785.461	984.415	987.106	951.824	875.939	570.449	1042.115	669.4	883.943	905.513	1158.982	1265.98	1279.909	788.866	1601.72	1150.892	720.573	759.112	1479.988	692.793	1228.791	862.326	643.466	929.528	637.822	917.915	1114.855	880.652	762.126	704.169	1110.627	770.469	1063.303	477.594	1160.334	1061.488	579.616	706.524	1630.511	688.305	661.49	936.623	653.326	872.649	743.864	817.807	694.124	544.666	839.232	808.71	449.65	935.479	1058.147	968.282	1248.979	851.342	624.122	743.615	576.257	1131.45	996.806	1075.35	1161.622	699.298	1032.536	969.634	1079.004	739.234	672.46	562.73	1642.636	542.472	627.144	1005.314	1044.734	724.106	869.436	780.612	463.334	853.145	863.093	930.852	978.364	1388.989	955.521	1488.619	451.338	609.099	707.199	643.565	901.358	467.73	387.04	908.208	594.551	1159.246	863.14	943.849	1417.68	485.698	456.902	624.286	762.616	1096.68	806.786	967.545	899.443	912.647	1925.646	798.565	693.722	631.658	977.094	1179.394	1038.915	942.903	1616.107	1241.417	630.778	660.177	730.88	860.335	744.652	822.787	1642.616	1173.99	497.666	907.383	910.495	1110.07	2071.156	963.312	568.481	1195.713	1100.93	797.953	719.276	818.726	860.363	828.682	1074.337	1173.639	1334.143	994.403	1047.675	1425.399	1502.167	971.448	954.592	2083.449	787.179	1343.797	1211.098	1231.289	1248.386	1230.36	1286.722	1456.667	1175.133	1193.568	1181.135	1472.395	549.329	1371.869	965.506	669.035	741.252	1857.954	929.998	737.945	1329.389	982.556	695.055
hsa-mir-17	10282.033	6719.293	4402.154	7697.54	2507.292	2031.963	12820.011	4209.282	8197.176	4340.665	7565.438	2646.419	1624.388	2901.704	4947.428	3721.203	4028.439	1889.076	7215.653	2651.964	2030.543	4441.249	2727.295	3951.002	5414.98	2988.657	3435.076	3084.079	4018.861	5907.36	6033.027	2982.117	1829.547	3638.763	8561.423	2328.38	19919.297	2753.114	4232.034	2512.945	8356.26	4951.188	4465.817	7279.427	2028.852	3238.683	3026.222	3572.243	6840.584	2322.96	3823.281	2003.838	6096.028	2762.214	5649.25	5936.574	2338.083	5148.938	2325.416	2223.473	16991.074	1782.572	7098.493	7455.081	5177.786	2001.574	5447.006	2277.404	3211.95	2025.338	1913.973	7788.306	1650.784	4801.729	5841.563	3674.583	2794.6	5267.513	6702.528	1412.72	3738.562	3650.776	4511.784	1840.341	4312.889	8227.782	8453.846	7962.086	4270.156	3036.911	8194.635	5719.304	5978.835	3798.211	2474.026	5987.533	7562.628	2658.351	5285.406	3270.282	3856.168	2849.7	2823.784	3646.89	5821.953	4980.17	3843.838	10758.552	4537.053	2025.542	4670.311	3338.085	6126.397	4141.676	4868.866	2803.068	2889.452	4787.468	4114.409	3242.784	4688.096	2629.527	1569.726	3611.063	5295.486	3262.997	4863.15	5875.797	6320.466	3275.126	9752.616	2723.093	4685.775	3279.229	2543.585	7142.816	4155.661	4135.728	4539.668	6161.157	1973.53	5379.816	3909.695	5283.283	4438.446	4017.602	8642.816	3794.722	4166.828	5472.903	5035.424	9689.087	3127.228	2825.471	4403.131	8652.933	6500.529	11440.607	4093.024	5908.281	2341.091	4066.929	5660.968	6710.382	5883.37	5676.837	3759.958	8030.598	5112.716	4902.018	4704.861	10623.656	3646.376	3203.244	4803.324	3075.412	3347.045	5050.425	3052.85	5298.954	3091.742	7858.579	19092.627	2833.227	3090.924	6771.316	1746.551	4622.874	3102.582	4132.122	4004.617	4462.011	3689.427	4695.474	5340.691
hsa-mir-181a-2	4505.943	1550.606	3846.742	3163.373	3849.877	6061.806	2074.382	3949.599	2633.716	3036.738	8144.657	3527.652	3064.463	2860.352	5321.356	2264.087	8062.783	4474.077	4132.052	5643.246	3332.306	3776.236	4439.308	3325.365	2348.272	5987.969	3591.574	3810.489	5937.208	4310.633	2958.646	4314.958	5769.939	2822.26	6246.26	4765.536	2106.027	2286.739	7868.261	4832.49	14275.488	3402.775	2840.257	1804.226	2647.704	2617.723	4300.035	3559.305	2139.26	4073.818	4172.721	1782.156	1854.593	4303.836	3129.149	3654.021	2777.966	4442.88	4438.8	1867.242	5479.199	2031.338	2993.975	1851.237	5505.167	2359.044	6421.828	2760.326	2663.41	4769.109	4565.311	3194.463	4535.78	4295.505	2777.729	4628.814	6707.687	4875.447	4596.116	4178.55	2784.454	8739.656	2274.055	3339.289	2613.378	3890.872	5329.614	3925.588	4214.778	3222.8	4120.775	5256.798	5729.576	2956.881	3267.156	2329.964	3010.572	3695.412	3942.08	3861.621	3921.218	5173.673	4562.133	3589.687	3643.027	3253.749	2247.399	4962.062	3699.079	6692.429	2614.067	3499.103	2990.806	2367.57	3957.066	4206.345	3235.434	1963.282	2995.225	4030.99	3382.93	4924.555	5461.106	2446.649	8732.785	4769.805	3635.471	7301.768	5311.384	4413.619	4163.047	2767.933	5105.161	2078.556	7793.804	2556.285	2521.661	2477.271	2973.637	2805.656	2810.683	3261.023	4582.221	7963.823	7108.121	7444.18	4844.888	4672.159	6273.18	3908.726	4985.247	5016.853	4175.464	4146.749	7275.311	4143.505	2506.507	3449.281	2470.371	2617.855	3596.545	5623.369	3489.456	4612.349	9176.645	4359.163	3275.489	3056.548	5684.386	3130.774	2226.57	10213.466	3797.13	2754.233	6435.164	10402.739	3914.588	2306.657	2612.314	3805.943	2427.705	3456.604	5185.283	3876.531	3849.329	6945.396	5926.067	8491.451	3587.168	3745.116	3133.089	3730.767	2823.084	7639.232	6122.256
hsa-mir-181c	366.837	237.924	302.233	372.662	232.013	338.828	207.994	252.637	165.635	165.03	262.922	343.256	173.174	302.576	185.066	240.206	420.162	369.006	275.908	204.345	205.269	677.163	200.729	317.266	75.703	181.131	146.365	164.391	239.157	294.233	221.374	217.549	392.938	309.767	218.982	269.488	129.009	170.503	679.874	148.043	343.091	200.163	164.778	270.39	234.414	344.269	446.567	510.71	143.038	218.556	128.075	104.321	222.362	302.587	137.434	116.171	187.047	187.321	172.06	149.914	164.547	134.303	166.668	177.298	176.613	145.88	414.924	176.018	132.586	261.381	194.388	84.217	312.171	214.627	132.729	199.765	363.914	256.325	327.325	181.806	250.547	150.684	84.278	250.803	193.423	323.819	197.513	134.438	181.709	367.455	243.516	322.029	175.155	217.351	371.78	189.236	71.282	220.411	284.716	451.344	440.509	412.872	302.618	202.811	211.864	154.228	127.18	647.516	132.561	340.942	231.065	281.277	109.299	211.233	151.967	169.962	190.122	98.864	115.944	168.493	135.017	215.396	244.569	99.457	254.205	141.216	201.921	150.972	143.139	218.722	141.707	290.387	231.241	60.034	266.919	203.087	168.92	106.88	373.298	358.253	371.4	326.974	231.956	188.77	122.323	298.629	270.451	139.592	354.051	184.223	220.045	137.516	373.724	222.222	465.31	145.553	130.263	227.987	194.804	104.766	198.281	217.618	346.376	288.6	406.705	191.231	152.844	613.007	249.618	259.965	159.301	436.54	340.911	175.981	147.511	472.006	146.563	230.021	221.264	98.856	162.621	210.867	194.462	293.008	342.491	216.611	311.321	570.08	298.76	213.381	196.37	254.637	277.013	673.015	265.493
hsa-mir-181d	148.431	72.813	94.942	98.896	57.23	79.193	34.48	53.346	61.085	47.014	57.329	87.852	40.508	65.558	46.504	51.614	182.037	170.311	98.539	68.618	62.024	146.611	106.183	85.988	43.047	40.843	38.28	57.607	166.901	83.202	60.587	98.886	85.932	88.75	97.409	71.537	41.886	32.596	208.166	39.058	91.009	36.299	46.073	58.463	59.776	67.579	107.066	145.722	14.725	36.158	44.273	28.254	102.902	96.992	34.72	44.102	41.279	38.425	61.698	22.264	59.835	32.05	63.04	39.128	68.922	40.741	118.978	31.593	45.495	91.994	60.746	18.458	137.479	56.247	33.92	56.814	92.397	83.026	128.895	60.354	30.472	63.446	13.078	79.687	26.079	109.62	43.532	70.58	44.129	113.479	54.735	83.793	26.947	48.904	96.137	35.482	12.252	38.854	70.701	155.674	94.721	86.383	68.6	41.602	77.511	27.107	63.59	396.075	64.702	105.347	56.016	76.483	29.809	70.411	48.677	64.498	67.853	32.371	28.986	61.4	62.508	83.625	79.888	15.301	60.788	46.571	50.256	57.303	49.743	52.721	29.916	84.696	44.146	13.051	43.48	57.759	44.162	24.456	132.93	106.295	115.029	67.263	78.048	59.491	14.286	100.298	127.759	45.03	123.668	54.924	74.742	39.764	139.242	45.073	112.865	35.368	54.626	98.27	92.05	18.754	69.202	45.731	101.819	76.085	114.572	78.314	29.642	212.113	61.29	115.678	32.833	131.753	72.808	32.996	25.144	119.757	18.71	55.893	47.841	26.168	29.04	97.866	51.93	28.197	124.013	68.247	74.059	163.68	67.76	55.982	54.608	77.899	65.179	248.57	59.661
hsa-mir-182	61613.739	69005.043	82599.724	40472.175	45061.658	9817.981	66264.532	13508.554	40705.121	23820.886	65254.123	55480.599	13951.107	33677.723	150141.569	92257.835	163732.345	9963.165	268670.076	56885.641	28795.318	68199.856	25149.294	76453.733	58280.798	5652.344	69253.2	17530.778	88509.583	69925.442	352652.077	22185.059	8306.773	110858.318	63352.115	24315.7	62240.891	124465.575	68841.443	30745.624	104358.986	81307.752	33837.548	45236.384	18320.613	92718.138	14854.75	19337.507	55618.662	45072.339	26761.388	78151.874	82618.099	72029.309	84513.076	82227.84	45980.587	165388.811	22320.001	76769.195	71558.684	65469.84	42801.668	138686.264	72349.729	83691.534	62096.667	46185.357	51717.47	30175.638	21345.28	57102.326	4654.653	86966.95	66574.795	27683.082	20129.546	71197.08	137464.575	8639.496	19385.539	121596.48	74573.036	32829.208	128230.495	250343.818	214240.123	77461.455	9397.805	48915.874	25032.956	39602.195	98499.755	27424.278	24411.288	57305.867	14107.252	18601.393	33535.385	9870.204	138753.583	30820.974	24031.841	45686.042	113381.675	28491.098	151519.522	270879.656	99490.078	30405.157	69256.443	59732.307	162603.597	34370.628	330784.873	13730.326	32295.891	164503.581	125614.272	142992.341	117077.395	105131.231	23639.097	57437.331	342048.591	76138.103	58414.335	119617.424	206569.388	166742.904	104990.986	100780.082	204093.98	43133.741	138127.758	69376.176	122285.078	126028.309	160511.755	40201.71	4511.679	95891.895	29589.684	72311.648	81909.014	57824.002	205275.6	37960.725	18869.407	73516.32	18441.964	16786.906	46014.498	31618.962	73811.827	20887.562	30475.17	94895.523	32739.914	38921.837	50690.765	110638.134	21552.408	47598.847	74341.684	62268.547	37299.448	60246.452	59879.396	38342.96	30251.439	48271.537	111291.117	47453.427	52954.742	13236.529	38479.587	58206.719	45452.876	176345.401	31629.854	52068.004	60231.27	12522.104	13963.779	12086.691	46308.628	67139.968	101909.871	101836.153	11650.899	92869.629	72192.998	10406.334	49061.57
hsa-mir-183	23554.951	23229.349	26188.227	13658.827	11203.158	3323.117	29581.904	4466.952	22036.518	11207.627	20102.674	12379.841	3626.012	13364.784	63871.452	34701.778	34640.249	1694.296	92225.555	20650.179	12080.625	25091.475	6404.415	18153.851	21532.263	728.074	21703.69	8032.657	44290.919	24098.398	120963.478	8023.887	1349.208	47598.231	19406.295	9336.061	29506.16	81892.604	27146.934	13939.948	39533.508	34590.901	13440.272	21416.051	3820.945	28759.25	3536.845	5288.908	41068.748	14700.297	4107.893	13457.449	17700.246	23275.957	29358.742	38390.346	5564.316	44773.024	5684.931	18060.895	13650.985	11760.702	11987.127	64590.319	16931.907	17384.645	22733.851	9986.999	13258.557	4642.069	5412.019	26011.398	640.881	19482.231	23943.625	6065.048	3115.557	18091.672	36831.68	4231.453	8427.848	46518.974	41502.603	7591.199	69104.03	122999.674	90974.36	25259.207	2530.078	12290.301	15070.041	14514.315	28019.12	10981.666	7068.323	30461.021	5153.502	10721.003	11911.272	2122.324	44074.896	9062.752	5690.868	10357.494	48105.179	7232.837	53823.777	84933.598	52803.407	6463.538	28227.258	13657.268	71062.512	12359.646	131234.987	3793.206	17365.6	73196.11	52477.635	64024.631	46790.953	43821.784	7391.729	29632.142	126004.377	20994.653	26243.419	45299.395	57206.001	48541.975	36014.139	43839.955	138898.854	30535.375	58905.845	37363.616	76993.449	60971.652	89799.104	17375.905	2138.931	42139.819	17144.306	14020.492	26921.75	11316.151	54204.678	6675.983	4233.649	24317.403	13660.559	6421.837	15662.663	15691.295	35330.3	9003.893	10019.723	29243.222	12482.44	15091.468	12574.655	30884.377	15402.325	31606.047	38005.971	42898.64	11249.304	18852.602	22926.987	10856.334	6892.517	32117.783	101385.002	14169.712	28001.93	4947.631	16310.09	28502.511	23674.287	131367.532	21841.597	16509.17	22974.131	4202.641	11506.799	4259.025	18159.467	20796.089	42600.447	51707.098	5394.65	45921.771	39418.612	5057.386	23712.429
hsa-mir-185	729.433	390.728	351.286	428.332	498.056	517.263	253.597	298.938	655.492	469.183	513.983	374.049	214.695	212.812	434.668	215.391	152.518	227.081	211.53	276.733	196.409	217.081	228.365	299.476	305.78	413.759	290.478	344.237	170.972	150.52	302.156	303.721	296.723	261.098	823.069	375.324	288.176	610.549	513.742	346.483	364.76	383.733	636.89	246.843	290.673	422.049	389.831	493.005	826.676	202.486	300.423	326.004	296.877	196.716	189.514	208.678	238.001	437.083	194.654	261.236	326.957	204.507	183.939	445.079	386.252	195.82	235.957	178.726	393.857	239.478	222.425	224.962	218.106	161.34	365.743	216.871	333.925	246.441	364.637	236.943	340.608	610.666	510.028	260.869	487.903	336.419	238.167	361.302	322.749	282.076	446.818	420.61	315.503	299.763	460.406	496.743	320.771	253.614	317.201	256.471	316.117	329.74	326.944	386.307	235.979	624.391	219.218	351.572	391.37	259.538	200.723	373.358	310.862	208.718	287.312	223.13	288.206	409.454	302.743	349.838	295.038	299.021	170.988	371.817	208.614	335.013	284.484	354.84	285.264	342.688	551.084	516.719	446.715	1077.125	201.699	330.404	484.68	362.306	452.51	385.81	325.539	872.554	479.229	351.227	353.576	283.329	398.21	316.495	176.527	189.944	248.792	409.235	306.816	395.702	319.208	897.805	453.818	571.932	543.739	275.496	364.661	458.101	211.251	296.471	567.975	296.864	274.193	513.313	303.108	657.997	487.632	173.914	424.854	518.885	344.472	486.756	372.125	325.325	300.999	388.154	280.715	350.1	397.763	437.673	576.191	502.458	263.32	242.72	289.52	266.117	480.995	275.578	448.109	304.068	308.251
hsa-mir-186	967.983	617.371	1006.387	1258.8	976.003	1053.573	791.935	814.278	1710.388	833.784	1901.738	846.818	621.805	838.136	781.073	817.89	636.639	1276.35	697.653	797.022	1029.301	814.863	779.643	741.276	1589.76	1436.615	672.153	1254.707	548.535	1538.485	930.548	811.571	1010.621	902.963	1173.439	592.875	841.07	771.022	907.389	858.647	1029.996	757.094	944.765	813.607	938.827	836.447	874.832	1036.4	1156.925	564.067	877.552	1588.727	1166.217	563.508	1245.584	581.933	895.889	862.959	756.021	1123.611	861.2	1097.32	869.609	1274.101	1443.06	1203.835	996.818	860.232	895.602	778.302	1478.469	1401.687	948.917	1389.896	1356.051	727.586	802.394	712.966	1004.022	628.869	758.411	1353.51	896.545	496.573	499.856	1636.736	1154.138	809.989	1093.714	781.383	1316.995	1285.652	680.408	786.087	1046.992	1230.032	1502.501	810.292	813.066	884.768	704.13	846.179	1023.159	794.902	1322.858	1194.568	843.402	787.7	807.99	854.271	1134.318	1099.445	1023.432	813.499	769.331	719.942	812.889	1009.638	789.065	813.909	877.612	724.746	820.602	777.297	816.497	920.91	767.299	854.04	924.822	659.727	506.997	690.382	630.656	920.516	689.642	620.439	523.322	484.585	1238.257	803.116	801.817	522.536	655.02	720.76	1216.086	643.723	557.494	804.103	876.65	671.669	874.431	1499.423	988.561	734.801	682.039	889.643	1248.001	766.507	1547.728	1093.575	815.701	742.739	1464.487	583.321	832.414	515.414	929.105	746.638	710.966	671.68	627.477	782.611	1240.299	2413.27	605.968	606.513	663.172	538.865	692.697	687.628	844.082	879.79	865.135	707.387	599.471	1338.24	639.785	952.83	705.319	479.498	667.436	894.58	549.951	956.761	671.191
hsa-mir-188	15.903	17.434	12.659	9.824	9.281	9.022	23.358	22.144	7.048	24.946	13.838	7.245	20.761	8.069	5.694	5.956	5.904	2.936	13.138	6.786	7.384	13.77	8.727	4.448	25.234	3.552	11.259	12.645	21.372	5.295	6.214	12.008	9.548	8.016	4.531	12.739	31.833	7.522	30.024	14.489	11.557	2.074	17.887	17.864	16.409	11.476	8.236	14.3	12.621	10.446	4.744	15.214	16.559	6.147	7.233	5.378	19.995	12.808	12.166	8.906	8.548	1.526	23.316	14.673	31.589	17.085	9.998	8.124	5.199	7.301	6.542	40.378	4.135	34.044	11.061	17.716	12.157	18.45	16.96	24.588	9.48	10.574	7.265	53.684	8.693	13.86	18.708	30.249	7.788	12.969	34.628	54.219	25.824	11.773	18.026	28.09	27.845	11.303	6.688	8.96	6.847	12.075	11.677	21.544	6.89	10.282	3.347	11.126	11.047	4.789	11.67	3.522	7.097	15.088	10.685	13.074	10.077	26.247	1.61	4.284	5.001	5.913	4.205	12.241	2.763	25.539	20.641	3.306	7.106	7.124	3.149	5.694	1.051	26.972	9.662	11.8	19.873	8.152	12.747	9.186	7.142	2.491	8.753	24.025	5.357	16.433	9.955	16.725	18.949	12.587	29.792	18.225	42.797	33.019	11.771	5.441	16.808	13.758	25.688	49.149	17.178	11.039	47.579	6.996	2.715	33.693	8.337	10.606	15.601	11.195	18.241	6.148	13.705	15.528	21.791	3.863	12.473	12.182	14.95	13.084	19.36	5.045	24.308	7.356	16.117	8.902	4.8	11.202	10.267	3.245	6.619	5.863	20.369	17.978	13.921
hsa-mir-18a	265.055	152.804	139.249	192.553	52.59	87.213	301.425	183.187	347.716	379.952	199.663	72.455	53.167	25.215	60.74	33.748	85.607	23.491	144.523	74.65	95.989	32.4	91.637	81.54	415.623	42.619	75.434	80.088	145.53	74.882	44.275	85.466	77.119	102.492	205.39	49.978	314.983	45.133	116.76	98.275	132.903	49.782	80.221	225.731	48.055	70.129	101.576	70.137	420.7	54.639	161.28	39.12	172.685	70.353	201.087	277.521	130.288	129.684	126.872	74.215	453.038	51.89	412.783	224.985	149.332	43.37	123.977	116.443	96.19	45.267	48.597	579.133	12.404	111.014	397.45	159.446	107.796	272.139	208.606	70.04	41.983	71.377	175.822	67.105	106.491	177.66	205.068	157.965	100.372	118.883	288.197	107.617	98.805	101.431	62.339	144.884	368.664	71.351	96.498	73.917	61.626	72.914	89.52	161.209	229.089	149.555	135.547	244.765	266.7	47.885	95.694	46.796	163.238	62.867	86.668	76.701	159.891	234.474	96.62	122.8	222.528	60.818	35.039	175.963	187.891	123.189	156.152	155.38	166.488	86.919	144.856	74.732	88.292	128.768	82.129	181.35	103.781	155.792	135.662	212.589	42.102	107.123	75.86	152.16	107.144	139.398	413.143	181.406	159.572	289.493	475.632	361.187	152.504	99.581	96.94	219.01	165.98	216.194	261.166	253.508	87.361	88.309	177.946	127.684	59.187	377.909	125.054	165.448	141.525	123.141	52.29	419.852	158.464	84.109	70.403	75.858	119.537	156.93	118.606	157.006	81.311	315.796	683.931	76.01	60.44	141.44	47.315	120.115	66.733	90.058	166.583	119.78	112.706	123.503	163.075
hsa-mir-190a	7.422	3.077	23.736	30.782	41.762	14.034	7.786	45.294	10.572	20.149	29.653	25.359	22.786	28.24	10.44	22.829	12.792	13.703	5.255	11.311	7.384	8.1	14.546	1.483	57.89	12.431	18.014	23.886	5.088	62.023	8.544	9.889	13.955	4.581	9.816	10.78	78.746	8.776	59.381	10.079	10.834	10.371	21.681	8.12	21.097	21.676	16.472	17.705	12.621	12.856	33.205	43.467	104.084	8.196	67.994	2.151	36.764	44.829	28.677	41.56	55.561	48.838	24.18	80.701	123.486	38.113	13.997	55.062	77.992	21.903	60.746	5.768	16.539	81.41	19.172	26.88	11.347	44.149	39.008	6.706	22.346	5.287	23.249	43.618	15.213	6.3	19.787	21.846	32.881	19.454	55.852	7.394	34.806	2.717	21.03	31.046	2.228	16.248	7.643	7.84	19.401	11.611	23.84	65.375	43.062	144.881	13.387	2.225	3.156	27.773	7.002	7.548	5.678	7.544	15.434	13.074	16.123	9.624	9.662	9.995	25.003	13.515	8.409	15.301	9.671	6.009	10.769	24.244	15.228	13.537	7.873	4.27	7.358	3.48	18.117	7.453	12.145	7.246	8.194	3.937	10.525	9.342	6.565	52.627	6.25	36.833	9.955	33.451	6.981	10.298	6.272	48.048	11.453	42.977	9.002	23.125	31.515	21.619	19.266	27.808	14.233	17.346	15.225	11.369	38.553	16.391	50.948	2.121	10.029	21.145	23.105	13.175	17.131	67.287	46.097	26.34	6.237	11.465	7.973	13.084	13.552	5.045	14.364	22.068	8.506	5.935	7.543	14.314	10.267	5.679	14.893	10.051	2.716	9.38	14.915
