	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-mir-222	17.713	62.724	12.271	110.536	40.354	18.461	545.598	28.253	14.821	306.309	94.824	73.137	20.359	78.808	11.134	34.514	24.758	64.125	35.005	10.036	182.219	286.571	87.987	39.517	21.81	223.539	146.687	81.625	31.828	15.801	33.301	26.292	67.901	108.648	27.252	18.121	56.875	36.828	40.72	15.518	97.184	30.512	66.671	30.229	25.654	18.084	19.776	261.817	37.81	19.512	39.514	99.938	123.751	132.942	66.621	37.908	322.387	16.813	13.655	25.034	45.41	48.752	57.118	47.502	28.607	97.283	29.489	81.109	83.536	31.055	10.302	71.239	20.022	2540.969	62.993	28.264	76.482	41.06	24.51
hsa-mir-223	318.102	271.594	151.34	57.642	504.422	573.313	1515.015	203.202	210.048	2755.617	343.858	766.948	164.72	404.36	100.207	332.589	75.351	550.317	544.859	65.234	976.076	97.535	339.754	310.055	399.347	256.298	1277.154	453.473	394.06	444.297	207.093	135.217	325.211	315.396	218.753	150.814	198.25	330.396	74.359	84.753	181.691	650.707	608.991	174.659	154.78	194.997	153.91	218.863	642.778	327.067	665.371	165.584	124.52	307.544	510.497	90.978	221.868	34.971	96.498	428.088	809.984	302.261	966.751	615.364	218.126	761.94	351.011	311.713	341.33	525.991	85.849	170.66	487.806	44573.014	578.635	286.682	365.925	366.859	60.786
hsa-mir-224	16.237	73.387	31.699	425.87	131.822	20.512	263.585	54.332	17.376	1250.859	81.415	124.53	26.836	46.91	12.725	436.916	39.828	80.944	28.917	15.054	470.955	83.457	102.797	1406.392	26.322	944.258	20.536	19.046	16.672	10135.165	637.93	29.109	69.092	39.029	13.994	91.19	27.625	10.522	23.901	111.015	98.874	75.617	78.612	310.692	27.364	754.041	38.693	32.045	15.124	58.537	991.683	817.143	86.088	43.497	89.096	33.575	71.541	22.193	4.552	110.151	26.401	40.951	480.818	399.447	17.879	387.173	32.818	190.845	1270.107	18.439	478.465	46.188	41.864	150.892	26.997	48.453	961.295	51.771	142.161
hsa-mir-2355	641.371	126.702	169.746	74.595	306.688	122.047	635.329	119.531	502.377	611.453	113.981	245.107	137.884	126.656	252.904	362.397	86.116	119.84	272.429	202.728	261.269	104.573	528.796	493.453	68.438	169.581	320.755	146.925	100.031	202.629	637.93	86.389	257.31	242.612	148.045	216.283	147.875	156.78	361.171	118.177	266.199	234.149	294.545	110.841	151.359	172.195	499.564	233.863	183.003	179.329	305.918	269.442	52.268	272.011	253.643	96.394	123.159	130.47	342.293	178.579	145.734	81.903	283.887	111.197	110.851	260.509	85.137	520.051	337.737	74.726	345.685	119.775	174.736	1000.729	296.067	175.643	229.445	421.308	752.962
hsa-mir-23a	5079.301	49198.634	5677.277	8269.886	7874.356	6970.008	10429.646	17414.517	8335.475	11088.854	5217.252	18072.691	3241.659	29360.681	16274.917	13677.734	4804.173	9741.714	4558.244	35263.607	7815.306	7476.982	14014.403	9024.012	10694.388	11997.852	13061.007	23526.173	7515.934	4680.915	14644.302	5430.286	4755.462	13814.125	3120.732	4820.199	14122.906	12478.241	17692.055	16789.548	9571.322	14740.083	7494.966	11084.144	11666.625	2105.655	27150.129	2390.444	16187.417	6607.302	9856.918	8040.143	13185.253	11000.521	9611.948	4470.94	7218.398	2183.023	3682.384	8072.757	3661.298	15516.701	7272.796	11275.195	2438.721	19383.443	3711.303	26497.175	8157.786	10408.208	17609.347	33135.363	12138.724	10215.123	23450.484	2190.496	13146.269	18348.326	7488.438
hsa-mir-23b	1969.871	3875.701	1618.719	1725.182	3826.878	2887.076	1224.19	1286.584	1684.471	9358.15	1931.925	1850.163	1338.121	2006.79	2366.798	3477.284	1174.401	2224.395	1171.903	2919.482	7627.728	1842.097	2410.509	1954.561	1585.357	1497.323	1184.253	2137.671	1823.285	985.26	1316.447	6219.992	1419.968	2014.736	626.798	1475.404	1888.254	931.212	1679.267	1305.92	2021.42	2397.867	867.712	849.784	839.744	2152.045	1764.38	1216.358	1625.85	1235.791	1383.002	1520.631	2601.078	1247.943	1437.578	1111.237	691.865	1156.074	1846.199	1602.201	1051.818	1484.003	1045.182	3010.965	461.283	1888.201	829.966	2299.677	3111.492	868.564	1826.867	1838.114	1101.204	1003.576	3187.444	1001.37	17510.997	2469.83	2567.717
hsa-mir-24-1	667.203	3424.09	706.592	910.06	1355.885	1577.38	1220.985	3164.3	1528.596	3227.31	748.058	2043.876	857.841	2118.435	1145.225	1917.879	945.119	983.948	742.712	5779.751	1604.462	936.131	1317.199	673.812	1552.266	1329.669	935.863	1490.112	959.384	1243.658	779.461	1944.686	358.566	1633.94	391.841	500.375	3506.758	1101.671	698.44	2596.322	905.921	1069.256	2018.029	2168.126	1026.164	960.833	1791.895	1110.677	1819.44	682.008	827.252	693.69	1245.966	1203.833	1082.799	552.369	858.492	729.692	1127.929	779.404	828.993	1708.261	810.741	1238.285	314.674	1996.583	624.02	1367.719	713.2	992.783	1219.056	1674.5	1326.905	2324.595	2021.175	526.93	2873.995	2177.056	1781.421
hsa-mir-24-2	639.895	3612.261	741.359	902.601	1428.522	1559.944	1396.441	3416.401	1606.278	3017.669	725.071	2065.62	751.421	2184.108	1108.641	2002.595	864.385	955.039	847.727	5970.436	1569.626	884.85	1356.401	642.401	1578.588	1387.481	959.333	1522.762	984.392	1322.665	752.404	1793.506	319.254	1764.74	384.475	495.698	3508.383	1114.298	762.177	2671.526	916.062	1038.744	2219.035	2087.514	1024.453	867.266	1896.795	1167.95	1789.191	698.733	875.689	719.165	1233.667	1190.355	1041.06	542.621	888.376	705.481	1111.543	745.19	750.846	1546.405	849.956	1252.32	271.764	2012.253	648.277	1393.165	672.779	1133.5	1192.729	1760.612	1416.093	2448.441	1982.479	470.402	2699.274	2221.686	1841.226
hsa-mir-25	15299.163	22034.856	22373.708	20805.258	14357.854	58540.475	28284.546	30422.703	31382.475	58135.832	13435.358	29570.979	16465.554	30875.859	39866.548	16147.837	36263.275	20754.886	17032.157	30730.331	33640.786	19691.933	35107.877	27727.608	30843.758	20864.238	22367.805	26257.894	12183.27	50403.486	16099.158	32306.585	32205.387	19971.2	39913.999	18476.456	12437.777	63110.922	49029.814	29395.138	26635.925	23291.48	19610.103	11233.612	21273.227	33125.14	33868.015	77367.624	18217.083	33504.809	16290.109	22207.882	16376.647	16619.634	24128.196	42389.452	52991.972	25599.748	25109.85	17248.696	30395.002	42140.997	34008.486	22472.659	22527.777	25074.163	16255.914	43522.098	14713.117	31245.003	24544.802	20484.633	21022.98	52316.92	32045.425	32580.857	13091.545	23429.909	51838.657
hsa-mir-26a-2	2752.211	6522.016	3082.009	3291.001	8377.432	4845.981	4026.686	5711.388	3494.153	1670.142	6567.78	4979.231	4520.555	4182.455	3473.849	5421.833	3059.256	5577.281	4483.669	10244.782	7339.662	2940.115	4993.508	5961.968	3370.763	4195.201	3798.214	8089.049	5047.755	8515.993	5434.376	9182.563	6743.654	5649.699	5285.432	5539.196	4658.885	3131.398	5144.028	15525.408	2301.14	6214.555	5893.877	1400.633	3052.837	8296.028	3248.454	2494.762	4215.111	5899.277	3716.898	4859.75	6519.606	6046.733	4843.298	7464.564	4041.615	3470.24	4111.16	4503.687	7907.643	4682.116	6616.361	5144.227	4759.44	4503.739	9117.733	4693.185	5221.45	5328.808	4618.676	4000.324	2824.906	3160.197	7449.369	9682.599	6314.35	8237.824	1721.615
hsa-mir-26b	3197.259	2568.538	1248.551	1352.884	4655.474	2878.872	2354.642	1243.118	2257.886	4680.822	1898.402	1826.443	4197.592	1282.507	1746.468	1963.375	958.036	1332.429	2113.99	1910.861	2997.899	1351.407	2200.558	1982.932	1803.456	1109.984	1629.203	1360.419	1361.022	2795.908	1308.122	3117.508	1318.711	2494.686	954.56	1069.726	3176.882	3136.659	1144.593	2714.499	1183.95	1750.476	3194.217	1143.682	1069.776	5009.382	1620.788	1466.585	2793.437	1355.654	1312.896	2249.594	1434.283	2003.938	2066.87	1563.963	2834.473	3889.897	2432.012	3593.27	1634.753	1519.104	2119.35	1757.566	1044.145	1448.796	1431.632	1883	1979.714	1191.728	1683.785	1354.317	1004.735	5180.161	2698.799	3512.87	1724.793	2727.792	2301.043
hsa-mir-27a	870.906	8568.693	1886.631	1908.279	2086.287	2009.159	2644.666	4698.638	3818.68	3794.506	1391.714	3443.359	1023.487	7103.981	4315.271	2532.856	1658.802	1926.372	1508.254	7682.583	2365.493	1813.942	3088.274	1735.699	3321.126	1992.576	1926.489	4289.853	1830.863	1476.031	2164.593	2369.118	810.049	3145.519	698.243	852.274	5832.138	4004.738	2429.05	6645.39	2056.068	2523.233	4665.945	1912.854	2787.745	949.039	5135.791	1192.495	4679.423	1887.137	1895.414	1617.63	2837.051	2488.534	2650.409	1183.803	2596.305	772.734	1503.905	1860.89	1155.31	3617.378	1947.994	2135.421	543.527	3380.742	1331.75	4335.352	1348.253	3180.205	3296.602	8160.347	2945.037	5521.804	5540.682	742.952	2332.03	4080.976	1734.361
hsa-mir-27b	1312.264	2774.899	1765.969	2010.678	3310.35	3696.278	1287.482	1255.071	2789.394	11624.604	1530.598	1881.79	1420.481	1712.198	2688.097	2796.417	1541.469	1497.472	1056.234	2759.909	7779.13	1477.096	2296.386	1744.818	1743.291	1056.027	927.062	1748.591	1473.935	1136.767	965.741	10692.489	1013.752	1579.089	629.008	1166.177	2330.255	1693.017	1365.013	1621.06	1498.318	2182.954	1777.218	806.12	789.291	2255.834	1700.752	1689.538	2090.163	1101.991	1114.05	1225.715	2327.442	1156.66	1521.858	1501.144	1036.892	1263.679	2499.378	1537.946	1221.841	1948.119	926.683	1838.535	568.558	1326.05	1024.972	1612.636	1977.019	1160.673	2154.238	1740.258	1055.699	1921.741	4186.333	1332.468	9467.239	2600.15	2746.153
hsa-mir-28	12858.412	12083.105	8683.616	6166.982	11095.928	11176.011	8006.904	6294.914	16876.398	25090.557	7342.657	10189.732	9257.652	13767.95	11081.641	7952.335	5342.396	8319.405	11755.552	14727.877	17530.51	7870.137	18355.409	19171.719	9424.899	12997.994	9678.405	16568.085	9110.361	9660.196	27679.729	7179.658	18675.193	8744.586	11720.608	17015.665	8996.02	11190.328	18576.393	6891.295	18711.655	30460.539	8309.939	5550.469	8162.277	15326.146	9330.062	7264.06	13977.774	16374.698	14036.517	11810.368	9824.759	14606.506	13837.191	11873.769	11847.736	10289.666	5862.227	10927.512	8572.949	16246.027	15288.132	13078.103	5928.739	10377.925	8136.043	18095.244	25623.998	6444.84	8607.793	12381.433	9737.917	29308.693	22494.79	14673.297	13366.484	12766.886	17359.293
hsa-mir-296	0.738	3.763	2.045	8.138	184.282	6.154	0	0	2.044	5.823	2.873	3.953	0.925	1.876	1.591	7.06	2.153	2.102	3.044	2.007	0.67	1.006	2.613	2.027	3.76	3.854	1.956	0.907	19.703	0	4.163	46.011	0	4.219	0	9.353	0	6.313	4.426	0	0	15.919	4.975	6.718	0	0	2.58	49.091	1.512	2.787	5.099	55.848	0.769	15.929	5.619	0	2.717	3.363	5.462	2.503	4.224	9.75	0.853	6.478	0	6.529	2.378	0	8.982	2.911	3.434	4.697	5.461	12.812	5.399	6.057	24.395	8.033	35.295
hsa-mir-29a	11242.069	21078.319	20948.253	13484.764	40616.02	14764.601	16811.775	22332.657	22247.183	36680.221	13715.042	39402.934	6148.325	35375.422	19499.043	23251.442	21226.417	30870.31	30933.661	7613.334	28673.317	6743.964	28670.853	43255.677	18374.493	26288.902	52075.825	57716.215	31261.071	14582.778	15873.333	18703.17	27552.373	14201.25	24867.9	9876.556	7050.89	5257.928	38334.557	17312.393	15325.439	20286.684	54737.531	13517.617	19899.878	14810.347	12072.934	5504.976	17867.715	29516.827	20397.053	16713.229	25942.374	25605.19	37412.349	52997.104	20562.156	1296.632	7558.217	21803.287	49647.704	32057.188	44717.766	35480.589	41118.556	22766.797	51019.352	37526.399	17937.787	43697.974	13864.042	35330.453	21370.633	53015.865	39260.82	74543.498	26945.929	50893.486	8708.079
hsa-mir-29b-1	1833.331	2493.897	3603.517	2474.524	4623.191	1103.55	2508.467	1443.06	2053.46	9998.72	2889.747	2267.24	676.464	3037.862	3117.556	1753.153	1759.987	3723.969	6357.191	745.677	1972.249	658.61	1980.154	4952.77	4365.747	3408.963	9904.303	3601.482	5488.799	2823.792	4063.815	1444.195	3418.882	1432.467	1752.972	2384.379	781.627	2512.694	2720.289	1012.267	1549.868	3304.612	5439.124	2896.992	2489.302	2161.48	1725.688	337.499	3156.418	2091.553	3337.051	2285.846	3205.23	2494.048	3663.376	5435.961	1317.623	110.294	497.509	3024.155	3498.667	2759.348	3760.439	4819.271	6264.867	2272.109	7780.751	4112.7	4722.929	5563.66	1917.294	6264.304	2093.197	4817.165	5501.086	7752.54	2580.596	6768.601	2016.721
hsa-mir-29b-2	2120.435	2756.082	4062.648	2606.082	5134.338	1292.262	2488.438	1535.424	2102.012	10132.658	3487.427	2462.93	756.048	3377.487	3494.526	1825.319	1815.963	4016.736	6909.659	924.319	2059.339	794.354	2163.969	5096.652	4827.516	3622.866	10614.268	3895.332	5622.931	2963.216	4488.408	1563.449	3567.787	1623.392	1904.7	2670.809	927.877	3149.285	2796.418	1110.151	1518.6	3863.12	5807.305	3540.208	2831.357	2905.3	1836.606	339.544	3528.473	2251.37	3710.525	2500.42	4089.934	2891.65	3856.819	5796.626	1415.425	164.097	651.359	3297.864	3833.433	2985.556	4179.023	5171.216	6879.911	2511.726	8328.195	4527.787	5235.822	6007.161	2188.577	6467.06	2366.223	4622.144	5685.566	7744.464	2732.24	6989.073	2518.696
hsa-mir-29c	3061.456	4988.42	10435.269	1311.518	12646.856	2674.776	611.294	3967.328	3140.496	3033.974	10202.711	8246.666	1579.649	16208.184	7819.341	6302.724	2885.949	13432.043	9016.04	1641.895	6615.476	642.522	7994.665	4950.743	22365.71	5900.646	14402.703	15506.959	6433.785	3054.306	4722.558	6238.772	3305.713	2324.857	6077.952	3946.297	1537.253	15448.65	8663.672	3256.444	2377.197	11192.699	19274.76	7538.897	9303.884	9549.356	1918.29	471.134	15999.878	6303.464	7270.64	6274.564	22735.608	10898.211	7927.95	10654.225	3866.837	213.191	3594.534	6831.886	12236.359	8389.198	10554.122	13367.432	7834.66	9025.106	41611.488	7500.191	5137.914	39855.914	8060.649	7130.127	5212.971	2866.954	10497.329	6224.24	4263.851	16200.726	6546.256
hsa-mir-301a	222.155	248.386	22.496	88.158	80.707	134.354	131.392	91.278	80.748	293.498	92.909	27.673	438.637	15.949	17.496	48.633	30.14	44.152	71.532	388.394	28.137	346.901	73.178	62.822	36.099	90.572	127.129	16.325	75.781	290.001	137.368	92.023	85.77	184.596	34.618	119.248	229.126	47.35	19.475	82.366	44.789	26.532	164.189	95.727	59.004	308.221	134.994	220.226	25.711	39.954	26.768	125.413	39.201	80.256	39.331	10.831	107.764	483.547	120.622	30.041	26.401	17.551	36.658	21.592	53.638	73.125	63.258	28.627	138.328	22.321	132.78	39.925	40.044	120.999	19.798	74.699	47.471	84.797	87.257
hsa-mir-3065	121.779	276.612	86.918	301.093	103.575	114.868	101.749	32.599	89.947	220.123	39.271	75.113	620.015	26.269	349.93	185.905	447.801	295.92	71.532	33.119	83.07	1239.795	123.705	27.358	206.066	144.529	27.382	35.371	72.75	731.509	49.952	2056.428	26.207	175.103	39.773	12.86	84.5	399.842	113.308	65.654	22.817	490.85	965.231	688.56	766.202	459.973	60.188	100.227	114.944	254.592	44.613	905.324	24.596	14.703	83.477	18.412	169.344	251.525	1059.653	18.359	597.72	198.907	57.118	43.183	85.82	28.728	212.129	44.53	17.066	80.548	349.119	39.925	47.324	37.011	46.795	78.737	17.802	59.804	3748.141
hsa-mir-3074	115.875	37.634	17.384	127.49	8.071	51.28	95.339	57.592	154.342	41.928	39.271	35.58	80.509	45.971	120.885	21.179	77.504	32.062	36.527	92.331	8.039	44.242	99.313	46.61	30.835	46.249	96.813	70.742	76.539	179.392	73.888	15.963	82.196	74.893	56.714	89.436	34.125	17.888	110.653	19.099	65.916	25.206	39.803	6.718	46.177	33.024	154.77	143.181	21.174	24.158	40.789	60.747	24.596	101.698	25.685	61.735	39.846	126.435	132.001	48.4	9.504	52.652	64.791	21.592	17.879	49.621	23.306	57.253	55.691	49.494	124.767	60.279	74.627	21.353	50.394	62.586	13.186	153.528	302.949
hsa-mir-30a	53416.066	116966.01	32687.292	37726.144	125111.331	208846.906	31033.364	55709.938	32439.358	46356.327	48537.589	154702.078	36253.276	57978.315	44616.05	74338.409	30735.731	80663.744	94934.759	13644.99	86269.162	127121.764	89536.413	107840.284	27927.995	92165.32	100861.951	77191.968	76236.182	31940.085	39462.189	94692.428	66362.039	90102.99	54028.372	90735.601	57911.877	25759.324	31675.029	17786.297	23012.243	47229.025	29520.135	34147.559	27977.497	18127.658	40145.666	10864.044	68801.44	65042.572	136822.898	24493.728	32558.829	56841.745	66922.433	49116.441	22907.615	42725.652	9870.518	227071.951	53451.568	31316.162	168970.818	187255.245	67933.762	70135.707	38744.42	151886.811	49217.083	53161.922	91405.15	69052.164	28401.956	27856.71	248872.635	28470.395	81558.429	54607.603	22264.328
hsa-mir-30b	1608.962	713.169	1175.949	1732.641	2288.056	1213.29	688.206	1939.655	1356.878	2527.341	1620.633	3820.903	1325.166	2480.576	1046.608	1048.754	2167.96	1554.764	1801.99	1795.446	3669.161	862.729	1052.365	4906.16	1457.505	12047.956	3164.527	1363.139	2902.402	1560.615	1542.272	1478.938	2068.006	1355.464	1098.922	2315.402	1274.003	1122.716	1917.392	1773.855	1664.798	1357.796	3314.622	433.289	1576.016	1935.818	1151.318	1334.312	2220.231	745.191	2285.459	1330.553	1511.147	3739.54	3171.341	1017.009	1044.137	2277.85	1043.266	1830.014	2105.748	1361.148	1490.194	3120.003	1737.857	2266.886	1043.997	1467.913	3466.295	1102.445	1278.578	931.582	2326.179	1399.312	1467.736	6484.677	2008.302	2036.025	846.101
hsa-mir-30c-2	3327.895	1731.176	1152.43	2236.497	1758.077	2646.059	1360.389	1898.363	1056.372	1781.95	1857.215	2844.428	1879.477	1470.145	1631.945	1677.85	947.271	1399.708	2289.015	2192.873	3165.38	1930.582	1426.965	3787.532	1143.893	3715.364	2648.189	1549.97	2167.329	1845.039	2823.336	1524.95	3163.954	1724.656	2562.433	3233.146	1571.378	932.264	1581.007	1305.92	1345.36	1895.741	1477.698	1575.292	1018.467	3068.846	2066.182	1169.313	2065.964	1549.849	2996.717	2424.976	1784.014	2759.933	1994.63	1649.526	1083.077	3382.139	1430.167	3215.25	1758.31	1881.817	3272.801	7058.332	1605.551	1879.713	1033.533	2296.496	5912.194	1482.866	2736.866	2024.43	1800.15	1715.332	3400.721	2666.954	2009.621	1737.896	2139.274
hsa-mir-30d	31294.313	26298.19	30243.363	32268.493	31544.504	30377.377	8557.309	60067.37	22431.166	39816.686	48397.747	124577.631	22746.21	29698.43	16464.197	38462.694	34348.28	37903.539	22462.48	47512.584	39001.499	30369.457	24786.336	86141.518	29372.715	127305.191	84885.786	34458.498	54209.752	35678.496	64335.232	21167.128	67479.429	30139.814	43263.796	74278.766	20988.546	10658.958	34508.626	36356.861	40855.16	17155.196	19307.597	17160.269	52933.796	23543.546	17456.357	23759.898	22777.026	25510.262	41978.261	40255.582	49215.261	45507.949	56280.662	18751.305	16668.152	26219.145	28481.803	24231.623	42685.219	23155.122	24203.723	32444.794	32450.726	64740.753	16222.621	43630.243	71056.81	23412.402	22853.004	16647.14	40770.021	12783.139	50308.887	46048.876	58273.728	35148.88	24624.196
hsa-mir-30e	71556.006	103505.491	36349.095	34404.627	50232.312	54526.259	28787.682	45208.634	39408.755	39706.042	31999.848	65273.587	55520.926	48574.828	70491.769	34065.299	24805.596	60772.441	55388.375	75417.772	47174.544	58503.663	44947.666	111313.707	29734.459	75054.987	104566.286	56083.712	34928.101	44762.408	66428.019	65000.042	91651.041	51335.677	59961.962	69460.905	41585.466	65735.151	61700.003	42071.157	29968.057	59912.846	29843.537	48375.569	33688.952	61166.987	75660.264	29712.827	57487.035	40338.827	60023.572	58646.209	51820.952	65346.993	48762.072	53788.833	45675.771	79724.736	74141.083	43120.906	38194.929	38552.869	55719.458	97496.318	38064.791	50423.2	36916.117	71285.208	104369.714	34298.077	49000.321	39657.222	43303.699	43095.408	84295.396	47096.68	65118.834	50041.051	71763.706
hsa-mir-3127	17.713	7.527	14.316	13.563	18.832	23.589	12.819	8.693	9.199	57.069	7.663	1.977	38.867	7.506	39.765	10.982	8.612	6.833	15.22	30.108	8.039	36.198	10.454	9.119	3.76	23.125	6.845	8.163	6.062	39.039	14.569	18.78	17.869	7.384	11.048	15.783	22.75	10.522	6.197	15.518	15.211	15.256	6.966	28.55	5.131	13.367	16.337	29.318	6.05	4.646	12.747	7.838	2.306	10.415	10.435	9.748	24.451	33.626	29.131	3.338	1.056	7.8	6.82	16.194	3.576	7.835	6.659	14.313	19.761	3.882	3.434	3.131	14.561	14.235	4.499	8.076	5.934	12.496	70.59
hsa-mir-3130-2	2.214	2.509	3.068	0	2.69	0	2.404	1.087	5.622	3.494	0.958	0	1.851	8.444	19.087	1.569	4.306	2.102	0	0	0.67	4.022	6.098	1.013	3.76	1.927	1.956	1.814	1.516	0.929	3.122	13.146	0	4.219	5.156	1.754	8.125	7.366	2.656	5.969	2.535	3.317	3.98	5.038	5.986	7.077	8.598	2.045	3.025	10.221	0	0.98	0	2.451	4.013	1.083	8.15	4.035	7.283	1.669	2.112	0	3.41	0	0	0.653	6.659	9.542	4.491	3.882	3.434	0.783	0	4.271	0.9	4.038	0	4.463	18.628
hsa-mir-32	148.349	141.128	185.084	134.949	348.387	391.781	48.871	364.025	449.737	131.608	124.517	100.81	192.482	167.936	373.789	94.913	145.32	117.737	143.063	385.384	65.652	167.92	161.165	211.769	163.198	267.861	146.687	321.966	111.398	145.001	129.043	675.147	167.966	289.025	127.422	205.762	243.751	150.467	587.788	261.423	267.889	106.13	164.189	171.3	154.78	263.403	311.26	420.68	134.605	198.842	131.29	145.988	87.625	215.036	134.046	200.369	266.241	290.532	369.149	268.702	145.734	183.307	106.564	226.713	171.64	205.665	210.226	128.82	179.647	196.033	216.339	80.633	282.127	133.81	101.689	565.289	188.567	449.871	291.184
hsa-mir-3200	43.545	48.297	35.79	99.686	193.698	31.794	9.614	29.339	84.837	22.129	28.735	27.673	163.795	9.382	9.544	17.257	40.905	3.154	138.498	149.537	2.68	67.369	46.172	103.352	36.099	316.037	30.315	7.256	15.914	724.073	534.904	13.146	67.901	18.987	77.337	112.818	69.875	36.828	26.557	41.78	35.493	108.783	20.897	330.845	94.92	401.788	20.636	434.316	27.224	26.017	26.768	54.868	19.216	55.75	77.859	17.329	27.167	124.418	191.63	16.69	65.475	17.551	109.974	15.114	60.789	31.992	167.42	38.169	328.755	32.025	10.302	40.708	12.741	14.235	13.498	32.302	17.802	92.831	522.563
hsa-mir-320a	2506.438	2274.991	3922.557	3970.495	3682.95	2684.007	2613.42	7278.325	2634.542	2180.268	4370.538	1352.042	3412.857	1696.249	2659.467	1899.838	1176.554	4932.354	1094.283	3488.525	2828.409	6706.76	3228.531	6105.849	3112.804	4243.378	3320.015	2153.089	8994.416	3981.938	3971.195	8826.679	4867.439	3796.353	1364.814	3879.658	2955.881	3975.276	1972.276	6300.408	4736.646	2462.208	2609.108	2023.696	4486.045	5365.567	2386.04	6741.789	2640.683	2161.241	2894.745	2263.311	5607.999	5968.928	2587.801	3269.808	4608.509	7823.509	2669.614	3756.828	825.825	3365.82	2733.16	3151.311	2642.544	2303.449	2308.684	1929.12	7776.035	1974.891	1779.936	1010.649	3889.706	3077.633	1937.484	10213.568	1776.22	2506.426	1375.527
hsa-mir-320b-1	5.166	6.272	9.203	5.425	6.726	6.154	3.205	22.819	9.71	6.988	4.789	1.977	14.806	4.691	20.678	5.491	8.612	20.499	6.088	7.025	4.689	9.05	6.969	6.08	8.273	11.562	13.691	3.628	10.609	9.295	6.244	49.767	8.339	9.494	1.473	6.43	11.375	7.366	3.541	16.712	5.07	7.296	12.936	1.679	10.262	13.367	5.159	30.682	7.562	3.717	6.373	0.98	10.761	17.766	4.013	12.997	9.056	16.141	22.304	3.338	2.112	1.95	6.82	6.478	10.728	2.612	5.232	4.771	14.372	6.793	1.145	0.783	14.561	7.118	4.499	20.189	4.615	10.711	2.941
hsa-mir-323b	2509.39	1.254	3086.099	1690.597	5652.211	2424.529	339.697	1.087	1539.329	8.153	670.475	90.927	6572.156	14.073	4495.007	520.063	904.214	2162.372	10358.401	11.04	78.381	1482.124	13.067	7.093	1054.397	13.489	14.669	7.256	562.293	7.436	11.447	2.817	8.339	2993.623	630.481	2063.461	1246.378	1115.35	7.967	2115.256	2211.562	875.57	2.985	4196.86	4730.614	2204.726	8.598	368.18	886.277	4088.332	619.483	9.798	3293.623	2.451	662.201	604.357	1601.07	1618.1	3625.486	657.57	5.28	939.933	21.313	208.36	6272.019	1436.391	5618.559	7.952	8.982	2145.692	504.792	692.815	1174.011	58.364	7.199	3068.714	2053.136	35.704	1526.512
